Date,expiryDate,Symbol,Type,CMP,strikePrice,Support,Dist_from_Support,Resistance,Dist_from_Resist,PCR,RSI,MACD,MACD_Signal,MACD_Hist,BB_HI,BB_MID,BB_LO
08-10-2025,28-10-2025,POWERINDIA,Non-Hld,17819,20000,17745.35,0.42,22254.65,24.9,0.29,35.84,-441.5,-297.43,-144.07,20553.87,19012.3,17470.73
08-10-2025,28-10-2025,PPLPHARMA,Non-Hld,193.92,210,192.1,0.95,227.9,17.53,0.42,45.85,-0.65,-0.13,-0.52,208.75,198.57,188.39
08-10-2025,28-10-2025,PRESTIGE,Non-Hld,1507.1,1600,1482.6,1.66,1717.4,13.96,0.82,40.11,-20.45,-16.85,-3.6,1654.67,1565.88,1477.09
08-10-2025,28-10-2025,RBLBANK,Non-Hld,287.05,300,269.55,6.5,330.45,15.12,0.43,67.32,4.01,3.54,0.47,281.98,272.94,263.9
08-10-2025,28-10-2025,RECLTD,Non-Hld,372.8,380,360.65,3.37,399.35,7.13,0.93,45.33,-0.09,0.12,-0.21,388.46,377.88,367.3
08-10-2025,28-10-2025,RELIANCE,Non-Hld,1367.3,1400,1343.2,1.8,1456.8,6.55,0.7,43.31,-5.78,-4.85,-0.93,1416.96,1385.28,1353.6
08-10-2025,28-10-2025,RVNL,Non-Hld,347.05,350,322.95,7.47,377.05,8.65,0.36,51.35,2.09,2.24,-0.15,366.29,348.23,330.18
08-10-2025,28-10-2025,SAIL,Non-Hld,132,140,129.45,1.97,150.55,14.06,0.48,50.56,1.57,2.17,-0.59,137.62,133.58,129.54
08-10-2025,28-10-2025,SAMMAANCAP,Non-Hld,159.2,160,149.25,6.67,170.75,7.26,1.02,63.84,8.38,6.67,1.71,170.01,145.84,121.67
08-10-2025,28-10-2025,SBICARD,Non-Hld,921.3,900,851.05,8.26,948.95,3.01,0.65,69.94,17.27,14.26,3.01,917.79,881.92,846.05
08-10-2025,28-10-2025,SBILIFE,Non-Hld,1772,1800,1726.45,2.64,1873.55,5.74,0.43,40.46,-11.94,-7.92,-4.02,1853.91,1809.14,1764.37
08-10-2025,28-10-2025,SBIN,Non-Hld,857.3,900,855.5,0.22,944.5,10.18,0.55,56.01,12.17,12.9,-0.74,889.89,853.86,817.84
08-10-2025,28-10-2025,SHREECEM,Non-Hld,29350,30000,28760,2.06,31240,6.44,0.76,44.24,-211.27,-216.84,5.57,30092.94,29541.5,28990.06
08-10-2025,28-10-2025,SHRIRAMFIN,Non-Hld,666.25,650,609.95,9.24,690.05,3.58,0.91,66.69,11.87,6.04,5.83,669.13,630.54,591.96
08-10-2025,28-10-2025,SIEMENS,Holding,3205.1,3300,3129.75,2.41,3470.25,8.28,0.51,53.06,7.81,7.9,-0.09,3361.85,3214.04,3066.22
08-10-2025,28-10-2025,SOLARINDS,Non-Hld,13995,14000,13155.45,6.39,14844.55,6.08,0.74,47.58,-145.94,-163.29,17.35,14953.38,14130.5,13307.62
08-10-2025,28-10-2025,SONACOMS,Non-Hld,404.8,420,391.45,3.42,448.55,10.81,0.65,35.47,-9.35,-9.11,-0.24,448.72,422.79,396.86
08-10-2025,28-10-2025,SRF,Non-Hld,2968.3,3000,2863.65,3.66,3136.35,5.67,1.01,58.17,-1.59,-13.22,11.63,3027.49,2919.73,2811.98
08-10-2025,28-10-2025,SUNPHARMA,Non-Hld,1631.1,1680,1614.7,1.02,1745.3,7.01,0.88,52.2,4.84,1.2,3.64,1666.76,1623.19,1579.62
08-10-2025,28-10-2025,SUPREMEIND,Non-Hld,4158,4500,4147.3,0.26,4852.7,16.71,0.55,37.3,-70.58,-50.22,-20.36,4590.86,4329.85,4068.84
08-10-2025,28-10-2025,SUZLON,Non-Hld,52.9,56,51.6,2.52,60.4,14.18,0.5,26.1,-1.48,-1.14,-0.35,61.12,56.82,52.52
08-10-2025,28-10-2025,SYNGENE,Non-Hld,627.8,640,606.4,3.53,673.6,7.3,0.75,43.62,-7.3,-6.93,-0.37,677.19,643.44,609.7
08-10-2025,28-10-2025,TATACONSUM,Non-Hld,1120,1240,1238.8,-9.58,1241.2,10.83,0.42,51.99,10.66,12.47,-1.81,1152.92,1123.31,1093.7
08-10-2025,28-10-2025,TATAELXSI,Non-Hld,5450,5500,5096.6,6.94,5903.4,8.32,0.54,47.02,-80.92,-80.84,-0.09,5909.89,5531.65,5153.41
08-10-2025,28-10-2025,TATAPOWER,Non-Hld,384.7,400,379.6,1.35,420.4,9.28,0.8,44.63,0.65,0.81,-0.15,398.93,390.8,382.68
08-10-2025,28-10-2025,TATASTEEL,Non-Hld,172.2,175,167.35,2.9,182.65,6.07,0.71,57.54,1.8,2.12,-0.32,174.19,170.69,167.19
08-10-2025,28-10-2025,TATATECH,Non-Hld,708,720,683.3,3.62,756.7,6.88,0.7,56.62,3.51,1.64,1.88,731.66,699.75,667.84
08-10-2025,28-10-2025,TCS,Non-Hld,3031.5,3000,2865.35,5.8,3134.65,3.41,0.71,50,-38.57,-37.62,-0.96,3228.12,3026.81,2825.5
08-10-2025,28-10-2025,TECHM,Non-Hld,1456.1,1500,1412.5,3.09,1587.5,9.03,0.96,47.64,-21.19,-19.19,-2,1567.47,1460.78,1354.08
08-10-2025,28-10-2025,TIINDIA,Non-Hld,3130.6,3200,3017.3,3.76,3382.7,8.06,0.53,47.96,7.02,26.59,-19.56,3445.4,3237.02,3028.65
08-10-2025,28-10-2025,TITAGARH,Non-Hld,898,920,854.3,5.12,985.7,9.77,0.42,51.19,5.65,8.09,-2.44,962.98,912.7,862.41
08-10-2025,28-10-2025,TITAN,Non-Hld,3565,3500,3361.75,6.05,3638.25,2.06,0.69,58.27,-27.15,-35.03,7.88,3631.43,3471.44,3311.46
08-10-2025,28-10-2025,TMPV,Non-Hld,680.3,720,676.05,0.63,763.95,12.3,0.39,45.14,1.37,2.21,-0.85,733.62,699.56,665.51
08-10-2025,28-10-2025,TORNTPHARM,Non-Hld,3558,3500,3363.25,5.8,3636.75,2.22,0.54,49.22,-10.68,-5.5,-5.18,3653.71,3573.58,3493.45
08-10-2025,28-10-2025,TORNTPOWER,Non-Hld,1224.7,1300,1206.35,1.53,1393.65,13.8,0.55,42.03,-18.71,-17.83,-0.87,1297.26,1249.4,1201.54
08-10-2025,28-10-2025,TRENT,Non-Hld,4624,5000,4580.05,0.96,5419.95,17.22,0.43,29.18,-160.96,-144.62,-16.34,5330.08,4927.58,4525.08
08-10-2025,28-10-2025,TVSMOTOR,Non-Hld,3484.4,3500,3334.9,4.49,3665.1,5.19,0.76,58.64,45.88,60.02,-14.13,3559.07,3483.34,3407.62
08-10-2025,28-10-2025,ULTRACEMCO,Non-Hld,11980,13000,12002.05,-0.18,13997.95,16.85,0.61,39.01,-125.34,-92.06,-33.28,12767.13,12309.55,11851.97
08-10-2025,28-10-2025,UNIONBANK,Non-Hld,136.05,140,131.8,3.23,148.2,8.94,0.62,50.46,1.14,1.23,-0.1,141.37,136.78,132.19
08-10-2025,28-10-2025,UNITDSPR,Non-Hld,1329.9,1400,1316.9,0.99,1483.1,11.52,0.63,50.46,5.95,3.47,2.48,1366.78,1330.26,1293.74
08-10-2025,28-10-2025,UNOMINDA,Non-Hld,1308.9,1400,1282.9,2.03,1517.1,15.91,0.53,53.95,22.75,24.87,-2.12,1351.84,1307.13,1262.42
08-10-2025,28-10-2025,UPL,Non-Hld,671.55,700,663.25,1.26,736.75,9.71,0.64,45.64,-7.58,-8.29,0.71,714.15,680.87,647.59
08-10-2025,28-10-2025,VBL,Non-Hld,433.5,450,422.25,2.67,477.75,10.21,0.55,29.07,-12.93,-11.67,-1.26,484.59,457.06,429.52
08-10-2025,28-10-2025,VEDL,Non-Hld,471,480,450.9,4.46,509.1,8.09,0.77,64.7,9.06,7.97,1.09,478.25,457.42,436.58
08-10-2025,28-10-2025,VOLTAS,Non-Hld,1373.3,1400,1322.7,3.83,1477.3,7.58,0.75,47.67,-4.21,-0.65,-3.56,1432.23,1383.2,1334.18
08-10-2025,28-10-2025,WIPRO,Non-Hld,244,250,235.5,3.61,264.5,8.41,0.86,46.98,-2.14,-1.83,-0.31,260.35,247.36,234.36
08-10-2025,28-10-2025,YESBANK,Non-Hld,22.05,23,21.45,2.8,24.55,11.34,0.44,69.39,0.51,0.46,0.05,22.13,21.31,20.49
08-10-2025,28-10-2025,ZYDUSLIFE,Non-Hld,981.9,1000,956.4,2.67,1043.6,6.29,0.6,42.74,-5,0.89,-5.88,1069.01,1017.55,966.09
09-10-2025,28-10-2025,360ONE,Non-Hld,1081.7,1100,1040.75,3.94,1159.25,7.17,0.69,57.83,1.11,-4.99,6.1,1115.84,1057.11,998.38
09-10-2025,28-10-2025,ABB,Holding,5151,5300,5035.3,2.3,5564.7,8.04,0.63,42.31,-19.6,-7.11,-12.5,5442.69,5258.61,5074.53
09-10-2025,28-10-2025,ABCAPITAL,Non-Hld,298.1,300,284.25,4.88,315.75,5.93,0.57,57.09,4.77,4.36,0.41,305.37,292.49,279.62
09-10-2025,28-10-2025,ADANIENSOL,Non-Hld,931.8,1000,914.25,1.92,1085.75,16.53,0.62,66.89,28.12,24.81,3.31,959.22,881.58,803.95
09-10-2025,28-10-2025,ADANIENT,Non-Hld,2547,2600,2458.95,3.59,2741.05,7.62,0.57,56.45,45.19,49.59,-4.4,2693.23,2516.38,2339.53
09-10-2025,28-10-2025,ADANIGREEN,Non-Hld,1052,1100,1014.75,3.68,1185.25,12.67,0.49,55.37,21.54,24.56,-3.03,1140.77,1042.07,943.37
09-10-2025,28-10-2025,ADANIPORTS,Non-Hld,1395.4,1400,1342.05,3.98,1457.95,4.49,0.59,50.26,7.27,10.94,-3.67,1442.38,1408.56,1374.75
09-10-2025,28-10-2025,ALKEM,Non-Hld,5472,5600,5365,2,5835,6.64,0.58,56.64,43.19,54.61,-11.42,5569.34,5479.52,5389.71
09-10-2025,28-10-2025,AMBER,Non-Hld,8250,8500,7881.7,4.68,9118.3,10.53,0.5,56.19,143.97,172.16,-28.18,8502.53,8226.12,7949.72
09-10-2025,28-10-2025,AMBUJACEM,Non-Hld,565.8,600,561.7,0.73,638.3,12.82,0.71,43.04,-2.45,-1.78,-0.67,591.8,573.66,555.53
09-10-2025,28-10-2025,ANGELONE,Non-Hld,2265,2300,2116.3,7.03,2483.7,9.66,0.7,49.62,-40.79,-60.65,19.86,2305.37,2217.05,2128.73
09-10-2025,28-10-2025,APLAPOLLO,Non-Hld,1742.1,1700,1609.3,8.26,1790.7,2.79,0.57,61.43,19.64,16.73,2.91,1748.89,1701.84,1654.8
09-10-2025,28-10-2025,APOLLOHOSP,Non-Hld,7700,7700,7471.85,3.06,7928.15,2.97,0.63,52.91,-22.53,-23.31,0.78,7995.18,7681.55,7367.92
09-10-2025,28-10-2025,ASHOKLEY,Non-Hld,138.84,140,133.3,4.16,146.7,5.67,0.43,53.71,2.17,2.88,-0.71,145.24,139.12,132.99
09-10-2025,28-10-2025,ASIANPAINT,Non-Hld,2340,2500,2338.05,0.09,2661.95,13.76,0.58,32.19,-44.66,-35.73,-8.93,2573.79,2421.6,2269.41
09-10-2025,28-10-2025,ASTRAL,Non-Hld,1399.7,1500,1393.4,0.46,1606.6,14.79,0.47,48.43,-7.66,-6.19,-1.47,1491.19,1420.54,1349.88
09-10-2025,28-10-2025,AUBANK,Non-Hld,760.3,770,728.1,4.43,811.9,6.79,0.73,60.89,8.93,3.78,5.15,771.64,731.94,692.25
09-10-2025,28-10-2025,AUROPHARMA,Non-Hld,1118.9,1100,1037.4,7.86,1162.6,3.91,0.83,59.66,5.06,5.23,-0.17,1126.78,1098.72,1070.65
09-10-2025,28-10-2025,AXISBANK,Non-Hld,1168.1,1200,1144.9,2.03,1255.1,7.45,0.41,58.25,24.09,22.02,2.07,1209.45,1147.99,1086.53
09-10-2025,28-10-2025,BAJAJ-AUTO,Non-Hld,8812,9000,8594.4,2.54,9405.6,6.74,0.56,49.07,-15.42,7.86,-23.28,9198.7,8888.17,8577.65
09-10-2025,28-10-2025,BAJAJFINSV,Non-Hld,2012,1800,1598.1,25.9,2001.9,-0.5,0.64,48.29,3.07,9.22,-6.15,2101.88,2043.4,1984.92
09-10-2025,28-10-2025,BAJFINANCE,Non-Hld,1022.5,1020,973.2,5.07,1066.8,4.34,0.75,65.28,20.29,21.56,-1.28,1034.33,1004.13,973.94
09-10-2025,28-10-2025,BANDHANBNK,Non-Hld,163.28,170,158.45,3.05,181.55,11.19,0.81,49.3,-0.76,-1.16,0.4,169.04,162.89,156.73
09-10-2025,28-10-2025,BANKBARODA,Non-Hld,264.5,260,247.1,7.05,272.9,3.18,0.75,68.46,6.1,5.04,1.06,270.31,252.64,234.98
09-10-2025,28-10-2025,BANKINDIA,Non-Hld,125.85,130,122.9,2.41,137.1,8.94,0.63,66.12,2.75,2.31,0.44,127.65,121.22,114.79
09-10-2025,28-10-2025,BDL,Non-Hld,1524.1,1600,1482.3,2.82,1717.7,12.71,0.56,46.6,-7.08,-3.48,-3.6,1654.84,1558.13,1461.43
09-10-2025,28-10-2025,BEL,Holding,409.9,410,393.15,4.27,426.85,4.14,0.63,58.37,5.8,5.75,0.05,417.74,404.09,390.43
09-10-2025,28-10-2025,BHARATFORG,Non-Hld,1212,1220,1156.6,4.79,1283.4,5.9,0.68,49.97,4.94,9.37,-4.43,1280.64,1228.38,1176.11
09-10-2025,28-10-2025,BHARTIARTL,Non-Hld,1941,1960,1908.55,1.71,2011.45,3.63,0.52,57.51,3.53,1.71,1.82,1971.94,1922.26,1872.57
09-10-2025,28-10-2025,BHEL,Non-Hld,239.45,240,227.75,5.14,252.25,5.35,0.69,56.84,4.16,3.73,0.42,246.52,236.57,226.62
09-10-2025,28-10-2025,BIOCON,Non-Hld,352,360,342.9,2.66,377.1,7.14,0.63,47.95,-3.68,-3.72,0.04,372.45,354.6,336.75
09-10-2025,28-10-2025,BLUESTARCO,Non-Hld,1896,2000,1868.5,1.48,2131.5,12.43,0.72,48.01,1.71,8.88,-7.17,1983.58,1915.78,1847.98
09-10-2025,28-10-2025,BOSCHLTD,Non-Hld,38495,40000,38141.75,0.93,41858.25,8.74,0.62,42.2,-319.77,-235.37,-84.4,40527.49,39078.75,37630.01
09-10-2025,28-10-2025,BPCL,Non-Hld,344.5,350,333.8,3.21,366.2,6.3,0.89,67.8,6.45,4.99,1.47,350.02,331.33,312.63
09-10-2025,28-10-2025,BRITANNIA,Non-Hld,5877,6000,5766.8,1.92,6233.2,6.07,0.51,44.98,1.5,34.68,-33.17,6282.52,6027.68,5772.83
09-10-2025,28-10-2025,BSE,Holding,2332,2200,1991.05,17.13,2408.95,3.3,1.02,61.45,-15.01,-46.42,31.42,2313.64,2157.93,2002.22
09-10-2025,28-10-2025,CAMS,Holding,3834,3800,3582.95,7.01,4017.05,4.78,0.61,47.67,-21.6,-11.64,-9.96,4078.64,3880.84,3683.03
09-10-2025,28-10-2025,CANBK,Non-Hld,126.24,130,122.3,3.23,137.7,9.08,0.77,67.96,4.22,3.73,0.49,130.64,120.11,109.59
09-10-2025,28-10-2025,CDSL,Holding,1558,1600,1511.5,3.08,1688.5,8.38,0.64,55.49,-3.83,-10.13,6.3,1606.74,1529.34,1451.93
09-10-2025,28-10-2025,CGPOWER,Holding,761.8,840,757,0.64,923,21.17,0.59,57.62,5.49,9.79,-4.3,803.16,764.82,726.47
09-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1620.2,1600,1527.3,6.09,1672.7,3.25,0.72,58.55,27.53,27.52,0.02,1668.02,1588.98,1509.93
09-10-2025,28-10-2025,CIPLA,Non-Hld,1513.4,1600,1511.5,0.13,1688.5,11.57,0.57,44.98,-12.64,-10.26,-2.38,1587.94,1531.44,1474.94
09-10-2025,28-10-2025,COALINDIA,Holding,383.3,390,377.3,1.6,402.7,5.07,0.67,43.89,-0.54,1.12,-1.66,400.64,390.55,380.47
09-10-2025,28-10-2025,COFORGE,Non-Hld,1723.1,1700,1581.45,8.96,1818.55,5.54,0.62,55.13,-13.99,-23.12,9.13,1859.34,1687.91,1516.48
09-10-2025,28-10-2025,COLPAL,Non-Hld,2208.7,2300,2184.8,1.1,2415.2,9.35,0.76,34.76,-33.36,-23.97,-9.39,2414.92,2287.71,2160.5
09-10-2025,28-10-2025,CONCOR,Non-Hld,537.75,540,517.5,3.92,562.5,4.61,0.72,47.9,-5.68,-6.03,0.35,567.87,540.81,513.76
09-10-2025,28-10-2025,CROMPTON,Non-Hld,284.75,300,280.75,1.43,319.25,12.12,0.54,23.29,-9.41,-8.22,-1.19,323.75,301.38,279.01
09-10-2025,28-10-2025,CUMMINSIND,Non-Hld,3950,4000,3831.1,3.11,4168.9,5.55,0.74,51.82,12.1,29.62,-17.51,4137.66,3996.5,3855.33
09-10-2025,28-10-2025,CYIENT,Non-Hld,1182.4,1200,1116.6,5.9,1283.4,8.55,0.63,46.52,-11.46,-11.22,-0.24,1275.06,1195.29,1115.52
09-10-2025,28-10-2025,DABUR,Non-Hld,486,500,479.25,1.41,520.75,7.16,0.42,31.57,-11.35,-7.85,-3.5,554.96,512.69,470.42
09-10-2025,28-10-2025,DALBHARAT,Non-Hld,2236.8,2300,2183.8,2.43,2416.2,8.03,0.63,34.92,-33.89,-22.25,-11.64,2499.19,2320.75,2142.31
09-10-2025,28-10-2025,DELHIVERY,Non-Hld,468.9,500,464.35,0.98,535.65,14.24,0.83,54.63,-0.86,-1.7,0.84,490.72,462.15,433.59
09-10-2025,28-10-2025,DIVISLAB,Non-Hld,6123.5,6000,5695.05,7.53,6304.95,2.97,0.84,56.93,-35.56,-73.36,37.79,6297.92,5971.12,5644.33
09-10-2025,28-10-2025,DIXON,Non-Hld,17083,17000,16058.35,6.39,17941.65,5.03,0.8,47.01,-127.31,-13.21,-114.1,18915.66,17559.65,16203.64
09-10-2025,28-10-2025,DLF,Non-Hld,729,780,722.3,0.93,837.7,14.92,0.64,41.8,-10.91,-10.37,-0.54,797.76,747.06,696.37
09-10-2025,28-10-2025,DMART,Non-Hld,4311,4300,4044,6.61,4556,5.69,0.56,31.4,-74.38,-29.91,-44.47,4854.43,4546.45,4238.47
09-10-2025,28-10-2025,DRREDDY,Non-Hld,1246,1320,1244.35,0.14,1395.65,12.02,0.54,43.7,-9.84,-4.55,-5.29,1344.97,1277.59,1210.21
09-10-2025,28-10-2025,EICHERMOT,Non-Hld,6880,7000,6740.45,2.08,7259.55,5.52,0.75,59.34,147.66,199.22,-51.56,7078.64,6936,6793.36
09-10-2025,28-10-2025,ETERNAL,Non-Hld,345.5,335,313.15,10.34,356.85,3.29,0.7,66.85,5.13,4.62,0.52,346.15,332,317.84
09-10-2025,28-10-2025,EXIDEIND,Non-Hld,399,400,382.85,4.22,417.15,4.55,0.77,46.18,-1.96,-1.02,-0.94,427.71,404.67,381.62
09-10-2025,28-10-2025,FEDERALBNK,Non-Hld,207.2,210,200.25,3.48,219.75,6.06,0.83,71.05,1.17,-0.24,1.41,203.79,195.99,188.19
09-10-2025,28-10-2025,FORTIS,Non-Hld,1067.5,1000,918.15,16.27,1081.85,1.35,0.85,73.19,30.38,21.38,9,1059.15,983.37,907.59
09-10-2025,28-10-2025,GAIL,Non-Hld,178.49,180,172.6,3.42,187.4,5,0.65,52.5,0.15,0.02,0.13,183.5,178.15,172.81
09-10-2025,28-10-2025,GLENMARK,Non-Hld,1935.2,2200,1984.15,-2.46,2415.85,24.84,0.63,39.17,-21.89,-11.42,-10.47,2143.66,2016.66,1889.67
09-10-2025,28-10-2025,GMRAIRPORT,Non-Hld,90.64,95,89.5,1.28,100.5,10.88,0.53,56.8,-0.02,-0.03,0.01,93.08,89.44,85.8
09-10-2025,28-10-2025,GODREJCP,Non-Hld,1128.9,1200,1122.15,0.61,1277.85,13.2,0.55,29.14,-27.01,-20.14,-6.87,1283.61,1194.47,1105.33
09-10-2025,28-10-2025,GODREJPROP,Non-Hld,2034,2000,1878.2,8.3,2121.8,4.32,0.61,49.53,-1.22,-4.65,3.42,2137.51,2038.96,1940.4
09-10-2025,28-10-2025,GRASIM,Non-Hld,2805.1,2900,2789.45,0.57,3010.55,7.33,0.59,52.65,-1.59,-0.25,-1.35,2884.3,2807.9,2731.5
09-10-2025,28-10-2025,HAL,Non-Hld,4857,5000,4746.95,2.32,5253.05,8.16,0.65,59.93,62.87,65.46,-2.59,4942.22,4797.38,4652.53
09-10-2025,28-10-2025,HAVELLS,Non-Hld,1486,1600,1476.4,0.66,1723.6,15.99,0.57,34.19,-18.19,-11.12,-7.07,1630.63,1542.52,1454.42
09-10-2025,28-10-2025,HCLTECH,Non-Hld,1484.5,1500,1426.3,4.09,1573.7,6.01,0.82,60.49,-8.51,-15.91,7.4,1499.22,1428.82,1358.43
09-10-2025,28-10-2025,HDFCAMC,Non-Hld,5473,5500,5227.9,4.69,5772.1,5.47,0.74,38.9,-40.29,-5.88,-34.41,5960.42,5699.12,5437.83
09-10-2025,28-10-2025,HDFCBANK,Non-Hld,975,1000,963.5,1.2,1036.5,6.31,0.77,57.32,0.7,-2.79,3.49,985.34,964.5,943.67
09-10-2025,28-10-2025,HDFCLIFE,Non-Hld,753.7,800,749.4,0.58,850.6,12.86,0.6,42.93,-5.02,-3.03,-1.99,789.86,767.97,746.08
09-10-2025,28-10-2025,HEROMOTOCO,Non-Hld,5509,5600,5345.1,3.07,5854.9,6.28,0.69,61.71,115.32,120.29,-4.97,5608.25,5403.62,5199
09-10-2025,28-10-2025,HFCL,Non-Hld,74.14,75,69.6,6.53,80.4,8.45,0.55,49.85,0.12,0.18,-0.06,77.87,74.48,71.08
09-10-2025,28-10-2025,HINDALCO,Non-Hld,774.5,800,762.5,1.58,837.5,8.14,0.71,66.6,13.13,12.78,0.34,780.24,756.24,732.24
09-10-2025,28-10-2025,HINDPETRO,Non-Hld,457.1,500,454.5,0.58,545.5,19.34,0.48,75.93,15.41,11.96,3.46,467.81,426.26,384.7
09-10-2025,28-10-2025,HINDUNILVR,Non-Hld,2522.4,2600,2494,1.14,2706,7.28,0.57,43.28,-18.43,-14.12,-4.3,2612.73,2547.23,2481.73
09-10-2025,28-10-2025,HINDZINC,Non-Hld,512.9,500,467.75,9.66,532.25,3.78,0.73,73.73,15.04,11.37,3.67,504.77,469.7,434.63
09-10-2025,28-10-2025,HUDCO,Non-Hld,230,230,217.55,5.73,242.45,5.42,0.6,55.29,3.2,3.46,-0.27,239.39,227.05,214.71
09-10-2025,28-10-2025,ICICIBANK,Non-Hld,1374,1400,1352.65,1.58,1447.35,5.34,0.73,44.14,-12.55,-13.11,0.55,1435.49,1386.82,1338.15
09-10-2025,28-10-2025,ICICIGI,Non-Hld,1890,1900,1807.95,4.54,1992.05,5.4,0.68,47.92,2.61,1.85,0.75,1916.15,1885.73,1855.32
09-10-2025,28-10-2025,ICICIPRULI,Non-Hld,593.95,600,570.4,4.13,629.6,6.01,0.67,43.14,-3.8,-4.44,0.65,610.12,598.78,587.44
09-10-2025,28-10-2025,IDEA,Non-Hld,9.05,10,8.45,7.11,11.55,27.63,0.57,63.79,0.45,0.4,0.04,9.3,8.35,7.4
09-10-2025,28-10-2025,IDFCFIRSTB,Non-Hld,73.28,70,65.25,12.31,74.75,2.01,0.77,64.13,0.2,-0.09,0.29,73.54,70.95,68.36
09-10-2025,28-10-2025,IEX,Holding,140.49,145,136.45,2.97,153.55,9.3,0.72,43.53,-1.49,-1.51,0.02,150.2,143.22,136.24
09-10-2025,28-10-2025,IGL,Non-Hld,217.55,220,208.15,4.52,231.85,6.58,0.59,61.36,1.42,0.46,0.96,221.12,211.74,202.36
09-10-2025,28-10-2025,IIFL,Non-Hld,494.65,500,470.15,5.22,529.85,7.12,0.67,68.39,8.02,1.56,6.47,487.78,451.72,415.66
09-10-2025,28-10-2025,INDHOTEL,Non-Hld,734.9,800,730.35,0.63,869.65,18.34,0.53,41.31,-11.38,-10.05,-1.33,800.64,748.98,697.32
09-10-2025,28-10-2025,INDIANB,Non-Hld,765.25,760,722.85,5.87,797.15,4.17,0.92,72.6,23.66,19.79,3.87,775.68,721.85,668.02
09-10-2025,28-10-2025,INDIGO,Holding,5720.5,6000,5695.25,0.45,6304.75,10.22,0.72,51.54,-28.48,-37.28,8.8,5786.16,5683.75,5581.34
09-10-2025,28-10-2025,INDUSINDBK,Non-Hld,749.55,750,709.6,5.63,790.4,5.45,1.04,50.59,-5.08,-8.29,3.21,758.29,740.09,721.9
09-10-2025,28-10-2025,INDUSTOWER,Non-Hld,356.2,360,340.25,4.69,379.75,6.62,0.68,52.56,0.81,0.33,0.47,363.54,354.49,345.44
09-10-2025,28-10-2025,INFY,Non-Hld,1509.7,1500,1419.4,6.37,1580.6,4.7,0.88,55.81,-5.16,-7.24,2.08,1553.99,1489.92,1425.84
09-10-2025,28-10-2025,INOXWIND,Non-Hld,147.26,150,140.65,4.7,159.35,8.21,0.59,54.44,-1.55,-1.63,0.08,155.27,145.25,135.24
09-10-2025,28-10-2025,IOC,Non-Hld,155.1,150,141.9,9.31,158.1,1.94,0.75,72.87,3.06,2.35,0.7,155.79,148.44,141.09
09-10-2025,28-10-2025,IRCTC,Holding,710.5,750,708.35,0.31,791.65,11.43,0.57,45.89,-4.17,-3.9,-0.28,739.19,716.72,694.24
09-10-2025,28-10-2025,IREDA,Non-Hld,149.6,160,145.65,2.72,174.35,16.55,0.43,46.89,0.27,0.7,-0.43,159.61,151.95,144.28
09-10-2025,28-10-2025,IRFC,Non-Hld,125.1,130,121.65,2.84,138.35,10.6,0.51,48.11,-0.3,-0.27,-0.03,130.55,126.27,122
09-10-2025,28-10-2025,ITC,Non-Hld,399.3,410,397.25,0.52,422.75,5.88,0.65,41.07,-2.53,-1.96,-0.57,416.42,406.06,395.71
09-10-2025,28-10-2025,JINDALSTEL,Non-Hld,1036,1100,1030.4,0.55,1169.6,12.9,0.59,51.31,8.03,12.44,-4.41,1073.93,1046.5,1019.07
09-10-2025,28-10-2025,JIOFIN,Non-Hld,307.15,320,302.2,1.64,337.8,9.98,0.71,48.87,-2.86,-3.55,0.69,322.56,307.54,292.52
09-10-2025,28-10-2025,JSWENERGY,Non-Hld,541.7,550,521.25,3.93,578.75,6.84,0.51,56.8,4.87,4.34,0.53,550.82,535.52,520.22
09-10-2025,28-10-2025,JSWSTEEL,Non-Hld,1172,1300,1148.75,2.03,1451.25,23.83,0.73,69.15,21.87,20.91,0.96,1176.96,1133.13,1089.3
09-10-2025,28-10-2025,JUBLFOOD,Non-Hld,599.55,620,587.2,2.11,652.8,8.89,0.55,35.39,-8.55,-7.1,-1.44,646.24,622.12,597.99
09-10-2025,28-10-2025,KALYANKJIL,Non-Hld,484,500,466.95,3.66,533.05,10.14,0.54,45.3,-10.06,-12.49,2.43,531.1,488.34,445.57
09-10-2025,28-10-2025,KAYNES,Non-Hld,7100,7000,6469.25,9.75,7530.75,6.07,0.48,51.08,162.71,206.17,-43.45,7543.63,7237.42,6931.22
09-10-2025,28-10-2025,KEI,Non-Hld,4240,4300,4028.65,5.25,4571.35,7.82,0.75,62.94,50.22,42.75,7.48,4263.37,4130.59,3997.82
09-10-2025,28-10-2025,KFINTECH,Holding,1052.8,1100,1017.4,3.48,1182.6,12.33,0.53,42.59,-15.19,-12.12,-3.07,1144.43,1082.68,1020.94
09-10-2025,28-10-2025,KOTAKBANK,Non-Hld,2140.9,2100,2012.85,6.37,2187.15,2.17,1.05,68.09,33.1,18.93,14.17,2154.86,2043.27,1931.68
09-10-2025,28-10-2025,KPITTECH,Non-Hld,1161.9,1200,1127,3.1,1273,9.57,0.64,41.24,-22.01,-13.87,-8.14,1331.18,1219.38,1107.59
09-10-2025,28-10-2025,LAURUSLABS,Non-Hld,864.45,900,837.45,3.23,962.55,11.35,0.56,47.49,-4.37,-0.1,-4.27,937.64,882.38,827.11
