Date,expiryDate,Symbol,Type,CMP,strikePrice,Support,Dist_from_Support,Resistance,Dist_from_Resist,PCR,RSI,MACD,MACD_Signal,MACD_Hist,BB_HI,BB_MID,BB_LO
13-10-2025,28-10-2025,M%26M,Non-Hld,3457,3600,3418.75,1.12,3781.25,9.38,0.47,49.12,0.74,15.65,-14.92,3667.5,3511.29,3355.09
13-10-2025,28-10-2025,MANAPPURAM,Non-Hld,286.45,300,281.95,1.6,318.05,11.04,0.61,51.2,2.44,3.09,-0.65,298.66,288.37,278.08
13-10-2025,28-10-2025,MANKIND,Non-Hld,2436.1,2600,2411.65,1.02,2788.35,14.46,0.43,39.45,-27.26,-21.18,-6.08,2651.65,2514.06,2376.48
13-10-2025,28-10-2025,MARICO,Non-Hld,712.9,740,709.4,0.5,770.6,8.1,0.61,49.06,-2.23,-3.3,1.08,728.07,711.46,694.85
13-10-2025,28-10-2025,MARUTI,Non-Hld,16320,16200,15719.95,3.82,16680.05,2.21,0.6,69.99,372.74,432.77,-60.03,16483.18,15975.6,15468.02
13-10-2025,28-10-2025,MAXHEALTH,Non-Hld,1143.9,1200,1134.7,0.82,1265.3,10.62,0.75,47.97,-11.15,-16.75,5.61,1191.51,1141.17,1090.82
13-10-2025,28-10-2025,MAZDOCK,Non-Hld,2828.9,3000,2782.15,1.69,3217.85,13.75,0.48,48.04,8.32,14.6,-6.28,3031.78,2891.93,2752.07
13-10-2025,28-10-2025,MCX,Holding,8955,8000,6957.8,28.71,9042.2,0.98,0.81,75.09,209.91,110.78,99.13,8740.3,8104.98,7469.65
13-10-2025,28-10-2025,MFSL,Non-Hld,1608,1600,1534.1,4.82,1665.9,3.61,0.59,54.97,3.19,0.81,2.38,1620.65,1577.3,1533.95
13-10-2025,28-10-2025,MOTHERSON,Holding,104,110,102.85,1.12,117.15,12.65,0.5,50.43,0.72,1.48,-0.77,111.87,106.75,101.62
13-10-2025,28-10-2025,MPHASIS,Non-Hld,2749,2900,2726.15,0.84,3073.85,11.82,0.51,45.46,-17.68,-18.77,1.09,3026.1,2804.66,2583.23
13-10-2025,28-10-2025,MUTHOOTFIN,Non-Hld,3216,3200,3060.2,5.1,3339.8,3.85,0.68,66.24,104.93,103.94,0.98,3307.88,3091.82,2875.75
13-10-2025,28-10-2025,NATIONALUM,Non-Hld,226.22,230,217.55,3.99,242.45,7.18,0.73,65.11,6.45,5.46,0.98,229.15,214.22,199.29
13-10-2025,28-10-2025,NAUKRI,Non-Hld,1334,1400,1315.85,1.38,1484.15,11.26,0.5,44.45,-7.03,-5.93,-1.1,1415.53,1358.22,1300.92
13-10-2025,28-10-2025,NBCC,Non-Hld,113.16,115,108.15,4.64,121.85,7.68,0.47,58.17,1.6,1.29,0.31,115.54,110.59,105.63
13-10-2025,28-10-2025,NCC,Non-Hld,208.42,210,201.2,3.59,218.8,4.99,0.55,46.31,-0.99,-1.23,0.23,218.07,210.51,202.95
13-10-2025,28-10-2025,NESTLEIND,Non-Hld,1185.2,1200,1156.6,2.48,1243.4,4.92,0.77,53.02,1.32,-0.05,1.38,1217.25,1182.6,1147.96
13-10-2025,28-10-2025,NHPC,Non-Hld,86.6,90,85.45,1.35,94.55,9.19,0.5,55.48,0.93,1.03,-0.11,88.53,86.61,84.68
13-10-2025,28-10-2025,NMDC,Non-Hld,77.15,80,75.7,1.92,84.3,9.27,0.57,57.12,0.98,1.06,-0.09,78.35,76.48,74.61
13-10-2025,28-10-2025,NTPC,Non-Hld,342,345,335.95,1.81,354.05,3.53,0.41,57.03,1.49,1.74,-0.26,345.9,338.91,331.91
13-10-2025,28-10-2025,NUVAMA,Non-Hld,7190,7000,6562.85,9.56,7437.15,3.44,1.05,70.29,152.63,32.53,120.1,7305.6,6554.2,5802.8
13-10-2025,28-10-2025,NYKAA,Non-Hld,261.51,250,234.85,11.36,265.15,1.4,0.71,66.36,7.77,5.66,2.11,267.58,245.59,223.61
13-10-2025,28-10-2025,OBEROIRLTY,Non-Hld,1585,1600,1513.15,4.75,1686.85,6.43,0.74,43.07,-13.72,-12.63,-1.09,1682.19,1618.34,1554.5
13-10-2025,28-10-2025,OFSS,Non-Hld,9185,9500,8871.95,3.53,10128.05,10.27,0.56,57.52,123.7,88.95,34.75,9526.61,8997.83,8469.04
13-10-2025,28-10-2025,OIL,Non-Hld,414.5,420,399.95,3.64,440.05,6.17,0.58,55.13,3.36,2.29,1.07,425.86,410.7,395.55
13-10-2025,28-10-2025,ONGC,Non-Hld,244,250,241.5,1.04,258.5,5.95,0.32,59.07,2.38,1.86,0.51,247.8,239.99,232.18
13-10-2025,28-10-2025,PAGEIND,Non-Hld,41080,43000,40395.95,1.7,45604.05,11.02,0.3,35.41,-841.11,-824.12,-16.99,45309.78,42602.75,39895.72
13-10-2025,28-10-2025,PATANJALI,Non-Hld,588.1,600,569.1,3.34,630.9,7.28,0.42,45.43,-1.85,-1.87,0.02,611.25,595.86,580.48
13-10-2025,28-10-2025,PAYTM,Non-Hld,1246.4,1240,1165.25,6.97,1314.75,5.49,0.78,60.82,12.36,4.08,8.28,1281.06,1193.55,1106.04
13-10-2025,28-10-2025,PERSISTENT,Non-Hld,5331,5200,4841,10.13,5559,4.28,0.63,54.59,-7.41,-41.06,33.64,5660.52,5234.68,4808.83
13-10-2025,28-10-2025,PETRONET,Non-Hld,281.25,270,254.1,10.69,285.9,1.66,1.01,53.17,1.18,0.28,0.9,287.62,278.19,268.76
13-10-2025,28-10-2025,PFC,Holding,403.2,410,393.65,2.43,426.35,5.75,0.75,48.7,0.59,1.24,-0.65,414.62,406.3,397.98
13-10-2025,28-10-2025,PGEL,Non-Hld,583.3,560,516.8,12.87,603.2,3.42,0.88,60.26,-6.93,-16.37,9.45,599.54,543.78,488.02
13-10-2025,28-10-2025,PHOENIXLTD,Non-Hld,1624,1600,1521.15,6.77,1678.85,3.38,0.56,61.3,14.47,13.49,0.99,1651.35,1593.12,1534.9
13-10-2025,28-10-2025,PIDILITIND,Non-Hld,1511.9,1500,1452,4.13,1548,2.39,0.59,52.51,-6.88,-9.99,3.11,1548.36,1502.12,1455.89
13-10-2025,28-10-2025,PIIND,Non-Hld,3546.5,3600,3450.7,2.78,3749.3,5.72,0.69,41.02,-59.02,-64.01,4.99,3774.5,3608.4,3442.3
13-10-2025,28-10-2025,PNB,Non-Hld,116.95,120,114.4,2.23,125.6,7.4,0.83,66.9,2.26,1.89,0.37,117.54,112.52,107.5
13-10-2025,28-10-2025,PNBHOUSING,Non-Hld,854.3,900,834.15,2.42,965.85,13.06,0.72,47.43,8.18,10.94,-2.76,910.64,869.92,829.2
13-10-2025,28-10-2025,POLICYBZR,Non-Hld,1719,1800,1691.4,1.64,1908.6,11.03,0.72,43.33,-20.82,-23.78,2.97,1842.35,1750.23,1658.11
13-10-2025,28-10-2025,POLYCAB,Non-Hld,7673,8000,7515.2,2.1,8484.8,10.58,0.49,65.7,120.57,105.75,14.81,7780.3,7484.32,7188.35
13-10-2025,28-10-2025,POWERGRID,Holding,286.7,300,285.45,0.44,314.55,9.72,0.47,50.24,0.31,0.06,0.25,292.89,286.3,279.72
13-10-2025,28-10-2025,POWERINDIA,Non-Hld,17800,18000,16939.25,5.09,19060.75,7.09,0.25,37.01,-482.89,-385.81,-97.08,20375.92,18718.6,17061.28
13-10-2025,28-10-2025,PPLPHARMA,Non-Hld,197.46,210,193.8,1.89,226.2,14.56,0.57,50.49,0.02,-0.13,0.15,208.63,198.41,188.2
13-10-2025,28-10-2025,PRESTIGE,Non-Hld,1610.8,1600,1521.15,5.9,1678.85,4.23,0.69,57.12,-3.64,-12.75,9.11,1666.86,1573.31,1479.76
13-10-2025,28-10-2025,RBLBANK,Non-Hld,289.2,270,237.25,21.9,302.75,4.69,0.43,68.41,5.83,4.43,1.4,290.35,275.6,260.86
13-10-2025,28-10-2025,RECLTD,Non-Hld,371.5,380,363.2,2.29,396.8,6.82,0.85,44.12,-0.94,-0.29,-0.65,388.57,377.72,366.86
13-10-2025,28-10-2025,RELIANCE,Non-Hld,1376,1400,1351.7,1.8,1448.3,5.26,0.7,46.87,-4.36,-4.75,0.38,1415.87,1384.24,1352.61
13-10-2025,28-10-2025,RVNL,Non-Hld,338.05,400,337.15,0.27,462.85,36.92,0.37,45.37,0.6,1.68,-1.09,365.03,349.18,333.32
13-10-2025,28-10-2025,SAIL,Non-Hld,132.66,140,130.1,1.97,149.9,13,0.53,51.27,1.28,1.82,-0.54,137.71,133.95,130.19
13-10-2025,28-10-2025,SAMMAANCAP,Non-Hld,162.17,160,152.05,6.66,167.95,3.57,0.97,66.17,8.16,7.44,0.72,174.74,149.63,124.53
13-10-2025,28-10-2025,SBICARD,Non-Hld,920.05,900,856.3,7.45,943.7,2.58,0.59,69.27,19.93,16.82,3.11,929.37,891.99,854.61
13-10-2025,28-10-2025,SBILIFE,Non-Hld,1816.8,1800,1736.15,4.65,1863.85,2.59,0.48,52.3,-5.97,-7.77,1.79,1849.2,1807.01,1764.82
13-10-2025,28-10-2025,SBIN,Non-Hld,884,880,854.35,3.48,905.65,2.45,0.62,66.64,12.64,12.51,0.13,889.2,861.88,834.56
13-10-2025,28-10-2025,SHREECEM,Non-Hld,29640,30000,28838,2.79,31162,5.14,0.82,49.7,-150.61,-194.07,43.46,30014.37,29503.75,28993.13
13-10-2025,28-10-2025,SHRIRAMFIN,Non-Hld,673,660,621.4,8.31,698.6,3.81,0.86,67.16,14.47,9.85,4.62,682.62,637.97,593.33
13-10-2025,28-10-2025,SIEMENS,Holding,3080,3300,3064.35,0.52,3535.65,14.8,0.43,39.82,-7.28,3.57,-10.86,3366.91,3207.7,3048.49
13-10-2025,28-10-2025,SOLARINDS,Non-Hld,14000,15000,13919.25,0.59,16080.75,14.87,0.66,47.41,-92.72,-132.36,39.64,14940.9,14127.7,13314.5
13-10-2025,28-10-2025,SONACOMS,Non-Hld,434.2,450,423,2.65,477,9.86,0.62,55.19,-4.17,-7.4,3.23,444.52,421.78,399.04
13-10-2025,28-10-2025,SRF,Non-Hld,3048.7,3100,2975.75,2.46,3224.25,5.76,0.89,66.34,19.67,-0.24,19.91,3052.86,2926.4,2799.95
13-10-2025,28-10-2025,SUNPHARMA,Non-Hld,1666.8,1680,1632.35,2.12,1727.65,3.66,0.82,60.07,11.06,5.21,5.85,1681.81,1632.1,1582.38
13-10-2025,28-10-2025,SUPREMEIND,Non-Hld,4268,4500,4190.4,1.86,4809.6,12.69,0.54,46.76,-59.15,-57.21,-1.94,4558.6,4305.44,4052.29
13-10-2025,28-10-2025,SUZLON,Non-Hld,54.35,56,52.85,2.84,59.15,8.84,0.48,38.18,-1.41,-1.3,-0.11,61.08,56.33,51.58
13-10-2025,28-10-2025,SYNGENE,Non-Hld,633.4,640,609.3,3.96,670.7,5.89,0.6,46.17,-4.64,-6.05,1.41,672.07,640.75,609.43
13-10-2025,28-10-2025,TATACONSUM,Non-Hld,1115.5,1150,1100.15,1.4,1199.85,7.57,0.4,50.26,7.26,10.38,-3.12,1150.9,1125.88,1100.85
13-10-2025,28-10-2025,TATAELXSI,Non-Hld,5350.5,5500,5218.5,2.53,5781.5,8.06,0.41,42.15,-63.02,-71.73,8.71,5809.25,5482.4,5155.55
13-10-2025,28-10-2025,TATAPOWER,Non-Hld,391.45,400,385,1.68,415,6.02,0.79,51.83,0.45,0.62,-0.17,398.81,391.24,383.66
13-10-2025,28-10-2025,TATASTEEL,Non-Hld,173.4,180,171.55,1.08,188.45,8.68,0.65,56.76,2.11,2.13,-0.02,175.78,171.42,167.07
13-10-2025,28-10-2025,TATATECH,Non-Hld,700.9,700,666.85,5.11,733.15,4.61,0.73,51.34,4.86,3.3,1.56,734.27,700.93,667.59
13-10-2025,28-10-2025,TCS,Non-Hld,3006,3100,2975.35,1.04,3224.65,7.28,0.55,47.49,-22.85,-31.65,8.8,3202.59,3013.34,2824.08
13-10-2025,28-10-2025,TECHM,Non-Hld,1456.6,1500,1415.05,2.94,1584.95,8.82,0.84,46.06,-14.8,-17.65,2.85,1550.21,1450.98,1351.75
13-10-2025,28-10-2025,TIINDIA,Non-Hld,3120,3200,3039.05,2.67,3360.95,7.73,0.56,45.9,0.66,15.67,-15.01,3444.17,3226.48,3008.8
13-10-2025,28-10-2025,TITAGARH,Non-Hld,893,920,864.05,3.36,975.95,9.29,0.45,50.21,4.33,6.53,-2.21,961.28,910.9,860.53
13-10-2025,28-10-2025,TITAN,Non-Hld,3532.9,3400,3240.75,9.02,3559.25,0.75,0.58,54.62,-5.91,-23.13,17.22,3601.56,3463.42,3325.27
13-10-2025,28-10-2025,TMPV,Non-Hld,664,720,661.25,0.42,778.75,17.29,0.25,38.24,-3.46,0.28,-3.74,731.77,694.1,656.42
13-10-2025,28-10-2025,TORNTPHARM,Non-Hld,3521,3600,3466.65,1.57,3733.35,6.04,0.49,42.92,-14.7,-9.16,-5.54,3651.32,3566.58,3481.84
13-10-2025,28-10-2025,TORNTPOWER,Non-Hld,1284.5,1300,1237.3,3.82,1362.7,6.09,0.62,57.17,-10.33,-15.8,5.46,1296.33,1247.62,1198.91
13-10-2025,28-10-2025,TRENT,Non-Hld,4685,5000,4645.9,0.85,5354.1,14.29,0.43,34.59,-151.15,-149.74,-1.41,5234.11,4854.56,4475.01
13-10-2025,28-10-2025,TVSMOTOR,Non-Hld,3499,3500,3353.35,4.35,3646.65,4.22,0.67,61.2,40.26,50.96,-10.7,3557.27,3482.36,3407.45
13-10-2025,28-10-2025,ULTRACEMCO,Non-Hld,12178,13000,12168.15,0.09,13831.85,13.59,0.61,46.13,-92.4,-95.96,3.57,12732.33,12279.8,11827.27
13-10-2025,28-10-2025,UNIONBANK,Non-Hld,139.9,140,132.75,5.39,147.25,5.26,0.56,58.31,1.31,1.23,0.08,141.42,137.62,133.83
13-10-2025,28-10-2025,UNITDSPR,Non-Hld,1316.6,1340,1287.15,2.29,1392.85,5.8,0.64,45.21,2.98,3.89,-0.91,1366.45,1333.18,1299.92
13-10-2025,28-10-2025,UNOMINDA,Non-Hld,1233.2,1300,1211.6,1.79,1388.4,12.59,0.44,41.81,2.88,16.77,-13.89,1367.28,1301.14,1234.99
13-10-2025,28-10-2025,UPL,Non-Hld,672.65,680,654.05,2.85,705.95,4.96,0.61,45.48,-5.69,-7.24,1.54,708.09,677.79,647.49
13-10-2025,28-10-2025,VBL,Non-Hld,443.3,500,443.6,-0.06,556.4,25.52,0.53,37.68,-11.02,-11.57,0.55,477.53,452.64,427.76
13-10-2025,28-10-2025,VEDL,Non-Hld,479.5,480,456.8,4.97,503.2,4.95,0.82,65.3,10.59,9.17,1.42,484.69,463.58,442.48
13-10-2025,28-10-2025,VOLTAS,Non-Hld,1381.1,1400,1333.1,3.61,1466.9,6.22,0.73,50.03,0.66,-0.46,1.12,1432.39,1382.4,1332.42
13-10-2025,28-10-2025,WIPRO,Non-Hld,245.15,250,237.4,3.27,262.6,7.12,0.93,48.31,-1.16,-1.6,0.44,258.08,246.29,234.5
13-10-2025,28-10-2025,YESBANK,Non-Hld,24.06,24,22.6,6.47,25.4,5.57,0.72,83.18,0.79,0.57,0.22,23.46,21.7,19.94
13-10-2025,28-10-2025,ZYDUSLIFE,Non-Hld,994.45,1000,960.4,3.55,1039.6,4.55,0.59,46.94,-4.86,-1.97,-2.89,1059.09,1010.32,961.56
14-10-2025,28-10-2025,360ONE,Non-Hld,1122,1100,1038.4,8.06,1161.6,3.53,0.5,66.84,10.72,1.16,9.55,1132.56,1063.03,993.49
14-10-2025,28-10-2025,ABB,Holding,5100,5300,5037.3,1.25,5562.7,9.08,0.6,40.9,-26.03,-14.83,-11.19,5436.95,5240.98,5045.02
14-10-2025,28-10-2025,ABCAPITAL,Non-Hld,297.1,300,285.35,4.12,314.65,5.91,0.55,56.01,4.06,4.26,-0.2,306.64,293.4,280.17
14-10-2025,28-10-2025,ADANIENSOL,Non-Hld,930.75,1000,911.4,2.13,1088.6,16.96,0.6,65.46,28.39,26.55,1.85,966.25,897.41,828.57
14-10-2025,28-10-2025,ADANIENT,Non-Hld,2519,2600,2459.3,2.43,2740.7,8.81,0.54,52.62,34.27,43.94,-9.67,2680.16,2537.44,2394.71
14-10-2025,28-10-2025,ADANIGREEN,Non-Hld,1034,1100,1010,2.38,1190,15.09,0.46,51,16.7,21.72,-5.02,1137.45,1052.42,967.39
14-10-2025,28-10-2025,ADANIPORTS,Non-Hld,1425,1400,1342.4,6.16,1457.6,2.29,0.61,59.05,10.35,10.11,0.24,1447.61,1413.3,1379
14-10-2025,28-10-2025,ALKEM,Non-Hld,5500,5600,5368,2.46,5832,6.04,0.54,57.31,36.4,46.19,-9.8,5564.42,5484.42,5404.43
14-10-2025,28-10-2025,AMBER,Non-Hld,8170,8500,7912.2,3.26,9087.8,11.24,0.53,53.53,120.97,151.52,-30.55,8439.65,8271.25,8102.85
14-10-2025,28-10-2025,AMBUJACEM,Non-Hld,562.95,600,562.6,0.07,637.4,13.23,0.62,41.81,-2.94,-2.22,-0.71,591.11,574.16,557.21
14-10-2025,28-10-2025,ANGELONE,Non-Hld,2388.1,2400,2232.95,6.95,2567.05,7.5,0.77,63.04,-6.87,-39.74,32.87,2368.56,2234.96,2101.37
14-10-2025,28-10-2025,APLAPOLLO,Non-Hld,1723.8,1700,1633.2,5.55,1766.8,2.5,0.54,56.83,19.1,18.22,0.88,1759.72,1707.86,1655.99
14-10-2025,28-10-2025,APOLLOHOSP,Non-Hld,7752,7700,7474.8,3.71,7925.2,2.24,0.62,56.84,-2.36,-16.56,14.2,7938.85,7658.58,7378.3
14-10-2025,28-10-2025,ASHOKLEY,Non-Hld,135.2,140,132.7,1.89,147.3,8.95,0.38,45.53,1.17,2.2,-1.02,144.45,139.56,134.66
14-10-2025,28-10-2025,ASIANPAINT,Non-Hld,2314,2500,2321.5,-0.32,2678.5,15.76,0.54,30.38,-43.29,-39.43,-3.86,2518.69,2391.4,2264.11
14-10-2025,28-10-2025,ASTRAL,Non-Hld,1415,1500,1408.7,0.45,1591.3,12.46,0.47,51.55,-2.68,-4.96,2.28,1480.83,1415.88,1350.93
14-10-2025,28-10-2025,AUBANK,Non-Hld,776.1,800,754.65,2.85,845.35,8.93,0.83,65.44,11.28,7.08,4.19,782.61,740.54,698.48
14-10-2025,28-10-2025,AUROPHARMA,Non-Hld,1120,1100,1043.7,7.32,1156.3,3.25,0.69,59,10.9,7.44,3.46,1139.31,1103.12,1066.94
14-10-2025,28-10-2025,AXISBANK,Non-Hld,1174,1200,1147.45,2.32,1252.55,6.7,0.52,58.68,22.55,22.61,-0.06,1209.44,1160.47,1111.51
14-10-2025,28-10-2025,BAJAJ-AUTO,Non-Hld,9101,9000,8661.6,5.08,9338.4,2.61,0.64,60.96,32.17,12.34,19.83,9197.25,8887.02,8576.8
14-10-2025,28-10-2025,BAJAJFINSV,Non-Hld,2019.9,2100,2001.9,0.9,2198.1,8.83,0.58,49.88,0.82,5.21,-4.39,2091.69,2035.64,1979.59
14-10-2025,28-10-2025,BAJFINANCE,Non-Hld,1017,1020,974.9,4.32,1065.1,4.73,0.7,60.03,19.91,20.97,-1.05,1039.25,1008.95,978.65
14-10-2025,28-10-2025,BANDHANBNK,Non-Hld,162.65,170,159.1,2.24,180.9,11.23,0.78,47.46,0.02,-0.58,0.61,170.18,163.23,156.28
14-10-2025,28-10-2025,BANKBARODA,Non-Hld,265,270,258.15,2.66,281.85,6.36,0.68,63.63,6.29,5.7,0.59,272.06,256.85,241.65
14-10-2025,28-10-2025,BANKINDIA,Non-Hld,124.2,130,122.15,1.68,137.85,11,0.58,58.47,2.65,2.53,0.12,128.98,122.44,115.91
14-10-2025,28-10-2025,BDL,Non-Hld,1487,1600,1480.15,0.47,1719.85,15.66,0.55,42.46,-10.59,-5.96,-4.63,1647.85,1552.35,1456.85
14-10-2025,28-10-2025,BEL,Holding,402.15,410,392.5,2.46,427.5,6.31,0.51,51.03,4.97,5.63,-0.66,416.68,406.21,395.73
14-10-2025,28-10-2025,BHARATFORG,Non-Hld,1220.2,1220,1165.85,4.67,1274.15,4.43,0.59,53.01,5.52,7.42,-1.9,1279.97,1228.22,1176.48
14-10-2025,28-10-2025,BHARTIARTL,Non-Hld,1948.2,1960,1913.95,1.79,2006.05,2.97,0.48,57.57,8.09,4.26,3.83,1978.9,1928.32,1877.74
14-10-2025,28-10-2025,BHEL,Non-Hld,232.4,250,230.5,0.83,269.5,15.97,0.56,46.83,2.61,3.47,-0.86,245.79,237.55,229.3
14-10-2025,28-10-2025,BIOCON,Non-Hld,350.8,360,343.55,2.12,376.45,7.32,0.59,47.75,-2.79,-3.37,0.58,369.45,352.96,336.47
14-10-2025,28-10-2025,BLUESTARCO,Non-Hld,1873.5,2000,1871.45,0.11,2128.55,13.62,0.67,46,2.14,6.43,-4.29,1986.92,1919.81,1852.7
14-10-2025,28-10-2025,BOSCHLTD,Non-Hld,38000,39000,37527.55,1.26,40472.45,6.51,0.51,37.74,-327.3,-272.17,-55.13,40079.78,38838,37596.22
14-10-2025,28-10-2025,BPCL,Non-Hld,332.5,350,329.1,1.04,370.9,11.55,0.6,50.46,4.75,5.17,-0.43,349.58,334,318.41
14-10-2025,28-10-2025,BRITANNIA,Non-Hld,5800,6000,5749.3,0.89,6250.7,7.78,0.44,39.74,-18.98,11.79,-30.77,6164.68,5966.4,5768.12
14-10-2025,28-10-2025,BSE,Holding,2446.6,2500,2337.3,4.68,2662.7,8.84,0.77,66.74,36.26,-12.64,48.9,2449.08,2193.82,1938.57
14-10-2025,28-10-2025,CAMS,Holding,3782,4000,3732.45,1.33,4267.55,12.84,0.56,43.33,-17.91,-14.06,-3.85,4079.98,3877.83,3675.68
14-10-2025,28-10-2025,CANBK,Non-Hld,125.3,130,122.95,1.92,137.05,9.38,0.79,62.06,3.93,3.91,0.03,131.1,122.35,113.6
14-10-2025,28-10-2025,CDSL,Holding,1604.9,1600,1518.7,5.68,1681.3,4.77,0.66,61.1,13.03,-0.74,13.77,1636.21,1539.33,1442.45
14-10-2025,28-10-2025,CGPOWER,Holding,744,840,754.9,-1.44,925.1,24.35,0.58,49.67,3.59,7.09,-3.5,793.52,759.04,724.56
14-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1650.1,1660,1589.3,3.83,1730.7,4.89,0.62,61.49,28.56,27.64,0.92,1656.1,1608.04,1559.99
14-10-2025,28-10-2025,CIPLA,Non-Hld,1548.3,1600,1536.75,0.76,1663.25,7.43,0.45,54.69,-2.13,-7.39,5.26,1586.53,1531.14,1475.75
14-10-2025,28-10-2025,COALINDIA,Holding,380.4,390,376.7,0.99,403.3,6.02,0.66,40.82,-1.26,0.08,-1.34,399.88,388.78,377.68
14-10-2025,28-10-2025,COFORGE,Non-Hld,1701.9,1700,1594.3,6.75,1805.7,6.1,0.63,51.89,-2.98,-14.3,11.33,1842.15,1680.38,1518.62
14-10-2025,28-10-2025,COLPAL,Non-Hld,2198,2340,2200.5,-0.11,2479.5,12.81,0.77,35.63,-32.34,-27.95,-4.38,2382.58,2265.58,2148.59
14-10-2025,28-10-2025,CONCOR,Non-Hld,527.2,540,517.15,1.95,562.85,6.77,0.68,40.82,-4.91,-5.41,0.5,564,537.99,511.99
14-10-2025,28-10-2025,CROMPTON,Non-Hld,280.75,300,279.25,0.54,320.75,14.25,0.48,24.23,-9.42,-8.74,-0.68,319.53,296.92,274.31
14-10-2025,28-10-2025,CUMMINSIND,Non-Hld,3940,4000,3850.6,2.33,4149.4,5.32,0.63,50.35,9.71,20.49,-10.78,4122.14,3983.86,3845.58
14-10-2025,28-10-2025,CYIENT,Non-Hld,1147,1300,1137.35,0.85,1462.65,27.52,0.52,40.21,-11.79,-11.19,-0.6,1263.26,1185.78,1108.3
14-10-2025,28-10-2025,DABUR,Non-Hld,486.85,500,481.2,1.18,518.8,6.57,0.44,34.49,-10.88,-9.39,-1.49,542.15,504.74,467.33
14-10-2025,28-10-2025,DALBHARAT,Non-Hld,2213,2300,2183.05,1.38,2416.95,9.22,0.7,32.49,-34.89,-28.21,-6.68,2463.66,2292.71,2121.77
14-10-2025,28-10-2025,DELHIVERY,Non-Hld,469.7,480,457,2.78,503,7.09,0.63,54.47,1.26,-0.54,1.8,490.74,462.1,433.47
14-10-2025,28-10-2025,DIVISLAB,Non-Hld,6550,6000,5404.15,21.21,6595.85,0.71,1.04,70.93,79.17,-13.11,92.27,6566.06,6045.75,5525.44
14-10-2025,28-10-2025,DIXON,Non-Hld,16610,18000,16419.6,1.16,19580.4,17.89,0.63,41.29,-127.22,-58.53,-68.69,18768.01,17418.1,16068.19
14-10-2025,28-10-2025,DLF,Non-Hld,741.5,740,708.65,4.64,771.35,4.03,0.64,47.92,-7.39,-9.36,1.97,792.04,743.66,695.28
14-10-2025,28-10-2025,DMART,Non-Hld,4203,4300,4112.85,2.2,4487.15,6.77,0.37,27.43,-96.28,-58.72,-37.56,4858.39,4490,4121.6
14-10-2025,28-10-2025,DRREDDY,Non-Hld,1235,1320,1231.55,0.29,1408.45,14.05,0.51,42.03,-8.33,-6.23,-2.1,1334.24,1269.76,1205.29
14-10-2025,28-10-2025,EICHERMOT,Non-Hld,6873,7000,6749.75,1.83,7250.25,5.49,0.66,56.64,115.2,163.43,-48.22,7048.91,6952.5,6856.09
14-10-2025,28-10-2025,ETERNAL,Non-Hld,347,335,312.15,11.17,357.85,3.13,0.72,67.77,6.59,5.44,1.15,351.85,335.58,319.3
14-10-2025,28-10-2025,EXIDEIND,Non-Hld,393,400,384.55,2.2,415.45,5.72,0.68,42.51,-2.08,-1.43,-0.65,421.41,401.44,381.46
14-10-2025,28-10-2025,FEDERALBNK,Non-Hld,215.28,225,211.4,1.84,238.6,10.84,0.58,78.35,3.83,1.36,2.47,212.6,198.46,184.33
14-10-2025,28-10-2025,FORTIS,Non-Hld,1082.55,1100,1054.65,2.65,1145.35,5.81,0.81,70.14,37.4,28.29,9.11,1100.53,999.53,898.54
14-10-2025,28-10-2025,GAIL,Non-Hld,175.41,180,171.9,2.05,188.1,7.24,0.59,45.92,0.22,0.17,0.05,183.54,178.02,172.51
14-10-2025,28-10-2025,GLENMARK,Non-Hld,1886.3,2000,1874.7,0.62,2125.3,12.68,0.51,33.79,-29.31,-18.8,-10.51,2100.67,1986.42,1872.16
14-10-2025,28-10-2025,GMRAIRPORT,Non-Hld,88.76,95,88.2,0.64,101.8,14.7,0.48,48.89,0.1,0.04,0.06,93.13,89.67,86.2
14-10-2025,28-10-2025,GODREJCP,Non-Hld,1099,1200,1099.3,-0.02,1300.7,18.36,0.5,24.5,-31.1,-24.77,-6.33,1260.09,1172.88,1085.67
14-10-2025,28-10-2025,GODREJPROP,Non-Hld,2064.2,2100,1996.15,3.41,2203.85,6.77,0.57,51.76,7.67,0.84,6.83,2148.81,2049.84,1950.87
14-10-2025,28-10-2025,GRASIM,Non-Hld,2777,2900,2762.95,0.51,3037.05,9.37,0.58,45.23,-2.15,-0.65,-1.49,2884.63,2806.97,2729.31
14-10-2025,28-10-2025,HAL,Non-Hld,4741,5000,4708.45,0.7,5291.55,11.62,0.52,50.57,44.05,58.4,-14.35,4917.02,4807.53,4698.04
14-10-2025,28-10-2025,HAVELLS,Non-Hld,1445.8,1600,1439.25,0.46,1760.75,21.79,0.54,28.75,-22.75,-15.74,-7.01,1620.76,1526.32,1431.88
14-10-2025,28-10-2025,HCLTECH,Non-Hld,1492,1500,1446.6,3.14,1553.4,4.12,0.51,62.05,4.63,-7.41,12.04,1512.01,1433,1353.99
14-10-2025,28-10-2025,HDFCAMC,Non-Hld,5597.5,5700,5423.55,3.21,5976.45,6.77,0.61,47.63,-32.25,-20.54,-11.71,5935,5671.2,5407.4
