Date,expiryDate,Symbol,Type,CMP,strikePrice,Support,Dist_from_Support,Resistance,Dist_from_Resist,PCR,RSI,MACD,MACD_Signal,MACD_Hist,BB_HI,BB_MID,BB_LO,CMP_change,CMP_pct_change,CMP_trend,strikePrice_change,strikePrice_pct_change,strikePrice_trend,Support_change,Support_pct_change,Support_trend,Resistance_change,Resistance_pct_change,Resistance_trend,PCR_change,PCR_pct_change,PCR_trend,RSI_change,RSI_pct_change,RSI_trend,MACD_change,MACD_pct_change,MACD_trend,MACD_Signal_change,MACD_Signal_pct_change,MACD_Signal_trend,MACD_Hist_change,MACD_Hist_pct_change,MACD_Hist_trend,BB_HI_change,BB_HI_pct_change,BB_HI_trend,BB_MID_change,BB_MID_pct_change,BB_MID_trend,BB_LO_change,BB_LO_pct_change,BB_LO_trend
09-10-2025,28-10-2025,CGPOWER,Holding,761.8,840,757,0.64,923,21.17,0.59,57.62,5.49,9.79,-4.3,803.16,764.82,726.47,15.85,2.124807293,up,0,0,unchanged,-80.1,-9.568749253,down,80.1,9.502906632,up,0.1,20.40816327,up,7.27,14.43892751,up,-1.49,-21.34670487,down,-4.09,-29.46685879,down,2.59,-37.59071118,up,-0.73,-0.090808444,down,-0.11,-0.014380401,down,0.5,0.068873369,up
10-10-2025,28-10-2025,CGPOWER,Holding,753.9,840,753.8,0.02,926.2,22.86,0.62,53.44,5.17,8.86,-3.69,800.69,763.23,725.77,5.5,0.734901122,up,0,0,unchanged,6.5,0.869797939,up,-6.5,-0.696901469,down,0.05,8.771929825,up,1.79,3.465634076,up,-0.93,-15.24590164,down,-3.46,-28.08441558,down,2.53,-40.67524116,up,-3.13,-0.38939066,down,-1.79,-0.233980811,down,-0.44,-0.060588535,down
13-10-2025,28-10-2025,CGPOWER,Holding,747.9,750,711.35,5.14,788.65,5.45,0.59,50.23,4.36,7.96,-3.6,797.95,761.31,724.67,6.8,0.917554986,up,-90,-10.71428571,down,-35.6,-4.766048598,down,-144.4,-15.47612668,down,-0.01,-1.666666667,down,0.75,1.515763945,up,-0.66,-13.14741036,down,-2.9,-26.70349908,down,2.24,-38.35616438,up,-5.61,-0.698143262,down,-3.9,-0.509664014,down,-2.19,-0.301295985,down
14-10-2025,28-10-2025,CGPOWER,Holding,744,840,754.9,-1.44,925.1,24.35,0.58,49.67,3.59,7.09,-3.5,793.52,759.04,724.56,-17.8,-2.336571279,down,0,0,unchanged,-2.1,-0.277410832,down,2.1,0.22751896,up,-0.01,-1.694915254,down,-7.95,-13.79729261,down,-1.9,-34.60837887,down,-2.7,-27.57916241,down,0.8,-18.60465116,up,-9.64,-1.200258977,down,-5.78,-0.755733375,down,-1.91,-0.262915193,down
15-10-2025,28-10-2025,CGPOWER,Holding,756.85,760,722.25,4.8,797.75,5.41,0.57,55.2,3.85,6.44,-2.59,788.23,757.3,726.36,2.95,0.391298581,up,-80,-9.523809524,down,-31.55,-4.185460334,down,-128.45,-13.86849493,down,-0.05,-8.064516129,down,1.76,3.293413174,up,-1.32,-25.53191489,down,-2.42,-27.31376975,down,1.1,-29.8102981,up,-12.46,-1.556157814,down,-5.93,-0.776961073,down,0.59,0.081292972,up
16-10-2025,28-10-2025,CGPOWER,Holding,760.5,840,762.3,-0.23,917.7,20.68,0.6,56.69,4.27,6.01,-1.74,782.36,755.73,729.09,12.6,1.684717208,up,90,12,up,50.95,7.162437619,up,129.05,16.36340582,up,0.01,1.694915254,up,6.46,12.86084014,up,-0.09,-2.064220183,down,-1.95,-24.49748744,down,1.86,-51.66666667,up,-15.59,-1.953756501,down,-5.58,-0.732947157,down,4.42,0.609932797,up
17-10-2025,28-10-2025,CGPOWER,Holding,756,840,752.3,0.5,927.7,22.72,0.57,54.96,4.32,5.67,-1.35,777.55,754.38,731.22,12,1.612903226,up,0,0,unchanged,-2.6,-0.344416479,down,2.6,0.281050697,up,-0.01,-1.724137931,down,5.29,10.65029193,up,0.73,20.33426184,up,-1.42,-20.02820874,down,2.15,-61.42857143,up,-15.97,-2.012551669,down,-4.66,-0.61393339,down,6.66,0.919178536,up
20-10-2025,28-10-2025,CGPOWER,Holding,740.15,840,732.2,1.09,947.8,28.06,0.53,45.84,2.91,5.12,-2.21,773.32,752.42,731.52,-16.7,-2.20651384,down,80,10.52631579,up,9.95,1.377639322,up,150.05,18.80915074,up,-0.04,-7.01754386,down,-9.36,-16.95652174,down,-0.94,-24.41558442,down,-1.32,-20.49689441,down,0.38,-14.67181467,up,-14.91,-1.891579869,down,-4.88,-0.64439456,down,5.16,0.710391541,up
21-10-2025,28-10-2025,CGPOWER,Holding,737.95,840,732.6,0.74,947.4,28.39,0.54,45.31,1.68,4.43,-2.75,770.86,750.86,730.87,-22.55,-2.965154504,down,0,0,unchanged,-29.7,-3.896103896,down,29.7,3.236351749,up,-0.06,-10,down,-11.38,-20.07408714,down,-2.59,-60.6557377,down,-1.58,-26.28951747,down,-1.01,58.04597701,down,-11.5,-1.46991155,down,-4.87,-0.644410041,down,1.78,0.244139955,up
23-10-2025,28-10-2025,CGPOWER,Holding,733.8,840,839.75,-12.62,840.25,14.51,0.56,42.48,0.21,3.59,-3.38,767.44,748.83,730.22,-22.2,-2.936507937,down,0,0,unchanged,87.45,11.62435199,up,-87.45,-9.426538752,down,-0.01,-1.754385965,down,-12.48,-22.70742358,down,-4.11,-95.13888889,down,-2.08,-36.68430335,down,-2.03,150.3703704,down,-10.11,-1.300237927,down,-5.55,-0.735703492,down,-1,-0.136757747,down
24-10-2025,28-10-2025,CGPOWER,Holding,723,840,719.85,0.44,960.15,32.8,0.59,38.68,-0.78,4.05,-4.83,765.47,746.52,727.57,-17.15,-2.317097886,down,0,0,unchanged,-12.35,-1.686697624,down,12.35,1.303017514,up,0.06,11.32075472,up,-7.16,-15.61954625,down,-3.69,-126.8041237,down,-1.07,-20.8984375,down,-2.62,118.5520362,down,-7.85,-1.015103709,down,-5.9,-0.784136519,down,-3.95,-0.539971566,down
03-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1572,1500,1405,11.89,1595,1.47,0.53,52.7,26.1,26.68,-0.58,1659.05,1564.98,1470.9,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
06-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1646.8,1500,1363.1,20.82,1636.9,-0.6,0.52,61.85,28.16,26.98,1.18,1664.35,1572.14,1479.92,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
07-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1626.7,1640,1555.45,4.59,1724.55,6.02,0.78,61.35,29.25,27.43,1.82,1667.33,1579.02,1490.7,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
08-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1610.3,1600,1522.9,5.74,1677.1,4.15,0.72,56.51,27.83,27.51,0.32,1666.64,1584.02,1501.41,38.3,2.436386768,up,100,6.666666667,up,117.9,8.391459075,up,82.1,5.147335423,up,0.19,35.8490566,up,3.81,7.229601518,up,1.73,6.62835249,up,0.83,3.110944528,up,0.9,-155.1724138,up,7.59,0.457490733,up,19.04,1.216628967,up,30.51,2.074240261,up
09-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1620.2,1600,1527.3,6.09,1672.7,3.25,0.72,58.55,27.53,27.52,0.02,1668.02,1588.98,1509.93,-26.6,-1.615253826,down,100,6.666666667,up,164.2,12.04607145,up,35.8,2.187060908,up,0.2,38.46153846,up,-3.3,-5.335489086,down,-0.63,-2.237215909,down,0.54,2.00148258,up,-1.16,-98.30508475,down,3.67,0.220506504,up,16.84,1.071151424,up,30.01,2.027812314,up
10-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1615.6,1600,1533.55,5.36,1666.45,3.15,0.71,57.08,26.41,27.29,-0.89,1661.94,1594.9,1527.86,-11.1,-0.682363066,down,-40,-2.43902439,down,-21.9,-1.407952683,down,-58.1,-3.36899481,down,-0.07,-8.974358974,down,-4.27,-6.9600652,down,-2.84,-9.709401709,down,-0.14,-0.510390084,down,-2.71,-148.9010989,down,-5.39,-0.323271338,down,15.88,1.005687072,up,37.16,2.492788623,up
13-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1643.7,1640,1573.75,4.45,1706.25,3.81,0.71,61.82,27.86,27.41,0.45,1660.76,1601.64,1542.53,33.4,2.074147674,up,40,2.5,up,50.85,3.33902423,up,29.15,1.738119373,up,-0.01,-1.388888889,down,5.31,9.396566979,up,0.03,0.107797341,up,-0.1,-0.36350418,down,0.13,40.625,up,-5.88,-0.352805645,down,17.62,1.112359692,up,41.12,2.7387589,up
14-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1650.1,1660,1589.3,3.83,1730.7,4.89,0.62,61.49,28.56,27.64,0.92,1656.1,1608.04,1559.99,29.9,1.845451179,up,60,3.75,up,62,4.059451319,up,58,3.467447839,up,-0.1,-13.88888889,down,2.94,5.021349274,up,1.03,3.741373048,up,0.12,0.436046512,up,0.9,4500,up,-11.92,-0.714619729,down,19.06,1.199511636,up,50.06,3.315385481,up
15-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1705,1700,1629.8,4.62,1770.2,3.83,0.73,68,32.98,28.71,4.28,1674.52,1613.81,1553.1,89.4,5.533547908,up,100,6.25,up,96.25,6.276287046,up,103.75,6.225809355,up,0.02,2.816901408,up,10.92,19.13104415,up,6.57,24.87694055,up,1.42,5.203371198,up,5.17,-580.8988764,up,12.58,0.756946701,up,18.91,1.185654273,up,25.24,1.651983821,up
16-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1664.7,1700,1629.9,2.14,1770.1,6.34,0.58,61.56,33.66,29.7,3.96,1680.66,1618.54,1556.43,21,1.277605402,up,60,3.658536585,up,56.15,3.567911041,up,63.85,3.742124542,up,-0.13,-18.30985915,down,-0.26,-0.420575865,down,5.8,20.8183776,up,2.29,8.354615104,up,3.51,780,up,19.9,1.198246586,up,16.9,1.055168452,up,13.9,0.901116996,up
17-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1655,1700,1628.8,1.61,1771.2,7.03,0.55,58.82,32.7,30.3,2.4,1684.09,1621.93,1559.77,4.9,0.2969517,up,40,2.409638554,up,39.5,2.485370918,up,40.5,2.340093604,up,-0.07,-11.29032258,down,-2.67,-4.342169458,down,4.14,14.49579832,up,2.66,9.623733719,up,1.48,160.8695652,up,27.99,1.690115331,up,13.89,0.863784483,up,-0.22,-0.014102655,down
20-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1675,1700,1644.85,1.84,1755.15,4.79,0.57,61.37,33.1,30.86,2.24,1690.33,1626.05,1561.77,-30,-1.759530792,down,0,0,unchanged,15.05,0.923426187,up,-15.05,-0.85018642,down,-0.16,-21.91780822,down,-6.63,-9.75,down,0.12,0.363856883,up,2.15,7.488679902,up,-2.04,-47.6635514,down,15.81,0.94415116,up,12.24,0.758453597,up,8.67,0.558238362,up
21-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1672,1700,1646.35,1.56,1753.65,4.89,0.58,60.73,32.79,31.24,1.55,1695.17,1628.06,1560.96,7.3,0.438517451,up,0,0,unchanged,16.45,1.009264372,up,-16.45,-0.929326027,down,0,0,unchanged,-0.83,-1.348278103,down,-0.87,-2.584670232,down,1.54,5.185185185,up,-2.41,-60.85858586,down,14.51,0.863351302,up,9.52,0.588184413,up,4.53,0.291050674,up
23-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1683,1700,1662.5,1.23,1737.5,3.24,0.68,62.73,33.32,31.66,1.66,1702.56,1631.11,1559.66,28,1.6918429,up,0,0,unchanged,33.7,2.069007859,up,-33.7,-1.90266486,down,0.13,23.63636364,up,3.91,6.647398844,up,0.62,1.896024465,up,1.36,4.488448845,up,-0.74,-30.83333333,down,18.47,1.096734735,up,9.18,0.565992367,up,-0.11,-0.007052322,down
24-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1747.4,1700,1666.2,4.87,1733.8,-0.78,0.89,68.59,43.53,38.22,5.31,1720.53,1636.28,1552.03,72.4,4.32238806,up,0,0,unchanged,21.35,1.297990698,up,-21.35,-1.216420249,down,0.32,56.14035088,up,7.22,11.76470588,up,10.43,31.51057402,up,7.36,23.84964355,up,3.07,137.0535714,up,30.2,1.786633379,up,10.23,0.629131946,up,-9.74,-0.62365137,down
03-10-2025,28-10-2025,CIPLA,Non-Hld,1517.5,1600,1513.6,0.26,1686.4,11.14,0.56,44.38,-12.34,-6.8,-5.54,1593.31,1540.24,1487.16,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
06-10-2025,28-10-2025,CIPLA,Non-Hld,1514,1600,1517.75,-0.24,1682.25,11.12,0.75,43.2,-12.3,-7.9,-4.4,1592.19,1538.22,1484.25,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
07-10-2025,28-10-2025,CIPLA,Non-Hld,1512,1600,1513.55,-0.1,1686.45,11.54,0.67,43.27,-12.11,-8.75,-3.37,1591.85,1536.82,1481.8,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
08-10-2025,28-10-2025,CIPLA,Non-Hld,1492,1600,1492.35,-0.02,1707.65,14.46,0.59,38.47,-13.32,-9.66,-3.66,1591.49,1533.98,1476.46,-25.5,-1.680395387,down,0,0,unchanged,-21.25,-1.403937632,down,21.25,1.260080645,up,0.03,5.357142857,up,-5.91,-13.31680937,down,-0.98,7.94165316,down,-2.86,42.05882353,down,1.88,-33.93501805,up,-1.82,-0.114227614,down,-6.26,-0.406430167,down,-10.7,-0.719492186,down
09-10-2025,28-10-2025,CIPLA,Non-Hld,1513.4,1600,1511.5,0.13,1688.5,11.57,0.57,44.98,-12.64,-10.26,-2.38,1587.94,1531.44,1474.94,-0.6,-0.039630119,down,0,0,unchanged,-6.25,-0.411793774,down,6.25,0.37152623,up,-0.18,-24,down,1.78,4.12037037,up,-0.34,2.764227642,down,-2.36,29.87341772,down,2.02,-45.90909091,up,-4.25,-0.266927942,down,-6.78,-0.440769201,down,-9.31,-0.627252821,down
10-10-2025,28-10-2025,CIPLA,Non-Hld,1568,1600,1540.4,1.8,1659.6,5.85,0.8,57.67,-8.07,-9.82,1.75,1588.09,1531.49,1474.89,56,3.703703704,up,0,0,unchanged,26.85,1.773975092,up,-26.85,-1.592101752,down,0.13,19.40298507,up,14.4,33.27940837,up,4.04,-33.36085879,up,-1.07,12.22857143,down,5.12,-151.9287834,up,-3.76,-0.23620316,down,-5.33,-0.346820057,down,-6.91,-0.46632474,down
13-10-2025,28-10-2025,CIPLA,Non-Hld,1562.9,1600,1535,1.82,1665,6.54,0.53,58.05,-4.26,-8.71,4.45,1586.05,1530.94,1475.83,70.9,4.752010724,up,0,0,unchanged,42.65,2.857908668,up,-42.65,-2.4975844,down,-0.06,-10.16949153,down,19.58,50.8968027,up,9.06,-68.01801802,up,0.95,-9.83436853,up,8.11,-221.5846995,up,-5.44,-0.341818045,down,-3.04,-0.19817729,down,-0.63,-0.042669629,down
14-10-2025,28-10-2025,CIPLA,Non-Hld,1548.3,1600,1536.75,0.76,1663.25,7.43,0.45,54.69,-2.13,-7.39,5.26,1586.53,1531.14,1475.75,34.9,2.306065812,up,0,0,unchanged,25.25,1.670525968,up,-25.25,-1.495410127,down,-0.12,-21.05263158,down,9.71,21.58737217,up,10.51,-83.14873418,up,2.87,-27.97270955,up,7.64,-321.0084034,up,-1.41,-0.088794287,down,-0.3,-0.019589406,down,0.81,0.054917488,up
15-10-2025,28-10-2025,CIPLA,Non-Hld,1556.1,1600,1539.85,1.06,1660.15,6.69,0.43,56.24,0.08,-5.9,5.97,1586.48,1531.12,1475.77,-11.9,-0.758928571,down,0,0,unchanged,-0.55,-0.035705012,down,0.55,0.033140516,up,-0.37,-46.25,down,-1.43,-2.479625455,down,8.15,-100.9913259,up,3.92,-39.9185336,up,4.22,241.1428571,up,-1.61,-0.101379645,down,-0.37,-0.024159479,down,0.88,0.059665467,up
16-10-2025,28-10-2025,CIPLA,Non-Hld,1570,1600,1546.9,1.5,1653.1,5.3,0.4,58.77,2.66,-4.19,6.84,1588.13,1531.62,1475.1,7.1,0.454283703,up,0,0,unchanged,11.9,0.7752443,up,-11.9,-0.714714715,down,-0.13,-24.52830189,down,0.72,1.240310078,up,6.92,-162.4413146,up,4.52,-51.89437428,up,2.39,53.70786517,up,2.08,0.131143407,up,0.68,0.044417155,up,-0.73,-0.049463692,down
17-10-2025,28-10-2025,CIPLA,Non-Hld,1574.2,1600,1553.05,1.37,1646.95,4.63,0.43,60.65,5.3,-2.29,7.59,1588.01,1531.58,1475.16,25.9,1.672802428,up,0,0,unchanged,16.3,1.060680007,up,-16.3,-0.980009018,down,-0.02,-4.444444444,down,5.96,10.89778753,up,7.43,-348.8262911,up,5.1,-69.01217862,up,2.33,44.29657795,up,1.48,0.093285346,up,0.44,0.028736758,up,-0.59,-0.039979671,down
20-10-2025,28-10-2025,CIPLA,Non-Hld,1643,1600,1543.6,6.44,1656.4,0.82,0.54,71.24,12.22,0.61,11.61,1605.91,1534.75,1463.59,86.9,5.584474006,up,0,0,unchanged,3.75,0.243530214,up,-3.75,-0.225883203,down,0.11,25.58139535,up,15,26.67140825,up,12.14,15175,up,6.51,-110.3389831,up,5.64,94.47236181,up,19.43,1.224723917,up,3.63,0.237081352,up,-12.18,-0.825331861,down
21-10-2025,28-10-2025,CIPLA,Non-Hld,1665,1680,1631.75,2.04,1728.25,3.8,0.51,74.22,19.46,4.38,15.08,1631.52,1540.82,1450.12,95,6.050955414,up,80,5,up,84.85,5.485163876,up,75.15,4.546004476,up,0.11,27.5,up,15.45,26.28892292,up,16.8,631.5789474,up,8.57,-204.5346062,up,8.24,120.4678363,up,43.39,2.732144094,up,9.2,0.600671185,up,-24.98,-1.693444512,down
23-10-2025,28-10-2025,CIPLA,Non-Hld,1645,1700,1634.95,0.61,1765.05,7.3,0.42,68.46,23.43,8.19,15.24,1647.83,1546.72,1445.61,70.8,4.497522551,up,100,6.25,up,81.9,5.273494092,up,118.1,7.17083093,up,-0.01,-2.325581395,down,7.81,12.87716406,up,18.13,342.0754717,up,10.48,-457.6419214,up,7.65,100.7905138,up,59.82,3.766978797,up,15.14,0.988521657,up,-29.55,-2.003172537,down
24-10-2025,28-10-2025,CIPLA,Non-Hld,1584.6,1600,1571.65,0.82,1628.35,2.76,0.42,53.72,23.75,11.91,11.84,1651.37,1549.04,1446.71,-58.4,-3.554473524,down,0,0,unchanged,28.05,1.817180617,up,-28.05,-1.693431538,down,-0.12,-22.22222222,down,-17.52,-24.59292532,down,11.53,94.35351882,up,11.3,1852.459016,up,0.23,1.981050818,up,45.46,2.830793756,up,14.29,0.93109627,up,-16.88,-1.153328459,down
03-10-2025,28-10-2025,COALINDIA,Holding,383.9,400,381.2,0.71,418.8,9.1,0.73,41.89,1.29,2.89,-1.6,399.19,391.93,384.66,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
06-10-2025,28-10-2025,COALINDIA,Holding,382.3,400,381.05,0.33,418.95,9.59,0.6,39.99,0.57,2.42,-1.85,399.85,391.39,382.93,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
07-10-2025,28-10-2025,COALINDIA,Holding,384.9,390,377.2,2.05,402.8,4.66,0.69,45.17,0.22,1.98,-1.76,400.03,391.27,382.51,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
08-10-2025,28-10-2025,COALINDIA,Holding,382.05,400,380.25,0.48,419.75,9.87,0.68,41.58,-0.26,1.53,-1.79,400.52,390.98,381.44,-1.85,-0.481896327,down,0,0,unchanged,-0.95,-0.249213012,down,0.95,0.226838586,up,-0.05,-6.849315068,down,-0.31,-0.740033421,down,-1.55,-120.1550388,down,-1.36,-47.05882353,down,-0.19,11.875,down,1.33,0.333174679,up,-0.95,-0.242390223,down,-3.22,-0.837102896,down
09-10-2025,28-10-2025,COALINDIA,Holding,383.3,390,377.3,1.6,402.7,5.07,0.67,43.89,-0.54,1.12,-1.66,400.64,390.55,380.47,1,0.26157468,up,-10,-2.5,down,-3.75,-0.984122819,down,-16.25,-3.87874448,down,0.07,11.66666667,up,3.9,9.75243811,up,-1.11,-194.7368421,down,-1.3,-53.71900826,down,0.19,-10.27027027,up,0.79,0.19757409,up,-0.84,-0.214619689,down,-2.46,-0.642415063,down
10-10-2025,28-10-2025,COALINDIA,Holding,384.1,400,382.65,0.38,417.35,8.66,0.66,46.01,-0.65,0.77,-1.42,400.44,390.11,379.78,-0.8,-0.207846194,down,10,2.564102564,up,5.45,1.44485684,up,14.55,3.612214499,up,-0.03,-4.347826087,down,0.84,1.859641355,up,-0.87,-395.4545455,down,-1.21,-61.11111111,down,0.34,-19.31818182,up,0.41,0.102492313,up,-1.16,-0.296470468,down,-2.73,-0.713706831,down
13-10-2025,28-10-2025,COALINDIA,Holding,381.95,390,376.95,1.33,403.05,5.53,0.66,41.67,-0.97,0.42,-1.39,400.25,389.47,378.69,-0.1,-0.026174584,down,-10,-2.5,down,-3.3,-0.867850099,down,-16.7,-3.978558666,down,-0.02,-2.941176471,down,0.09,0.216450216,up,-0.71,273.0769231,down,-1.11,-72.54901961,down,0.4,-22.34636872,up,-0.27,-0.067412364,down,-1.51,-0.386209013,down,-2.75,-0.720952181,down
14-10-2025,28-10-2025,COALINDIA,Holding,380.4,390,376.7,0.99,403.3,6.02,0.66,40.82,-1.26,0.08,-1.34,399.88,388.78,377.68,-2.9,-0.756587529,down,0,0,unchanged,-0.6,-0.159024649,down,0.6,0.148994289,up,-0.01,-1.492537313,down,-3.07,-6.994759626,down,-0.72,133.3333333,down,-1.04,-92.85714286,down,0.32,-19.27710843,up,-0.76,-0.189696486,down,-1.77,-0.453207016,down,-2.79,-0.733303546,down
15-10-2025,28-10-2025,COALINDIA,Holding,384.8,390,380,1.27,400,3.96,0.69,47.16,-1.21,-0.18,-1.03,398.98,388.2,377.43,0.7,0.182244207,up,-10,-2.5,down,-2.65,-0.692538874,down,-17.35,-4.157182221,down,0.03,4.545454545,up,1.15,2.49945664,up,-0.56,86.15384615,down,-0.95,-123.3766234,down,0.39,-27.46478873,up,-1.46,-0.364598941,down,-1.91,-0.489605496,down,-2.35,-0.618779293,down
16-10-2025,28-10-2025,COALINDIA,Holding,387.75,390,381.1,1.75,398.9,2.88,0.67,52.7,-0.89,-0.32,-0.57,396.98,387.6,378.21,5.8,1.518523367,up,0,0,unchanged,4.15,1.100941769,up,-4.15,-1.029648927,down,0.01,1.515151515,up,11.03,26.46988241,up,0.08,-8.24742268,up,-0.74,-176.1904762,down,0.82,-58.99280576,up,-3.27,-0.816989382,down,-1.87,-0.480139677,down,-0.48,-0.126752753,down
17-10-2025,28-10-2025,COALINDIA,Holding,388.7,390,381.45,1.91,398.55,2.54,0.66,54.53,-0.53,-0.36,-0.17,396.43,387.38,378.32,8.3,2.181913775,up,0,0,unchanged,4.75,1.260950358,up,-4.75,-1.177783288,down,0,0,unchanged,13.71,33.58647722,up,0.73,-57.93650794,up,-0.44,-550,down,1.17,-87.31343284,up,-3.45,-0.862758828,down,-1.4,-0.360100828,down,0.64,0.169455624,up
20-10-2025,28-10-2025,COALINDIA,Holding,390.5,390,382.25,2.16,397.75,1.86,0.65,57.22,-0.1,-0.31,0.21,395.77,387.18,378.6,5.7,1.481288981,up,0,0,unchanged,2.25,0.592105263,up,-2.25,-0.5625,down,-0.04,-5.797101449,down,10.06,21.33163698,up,1.11,-91.73553719,up,-0.13,72.22222222,down,1.24,-120.3883495,up,-3.21,-0.804551607,down,-1.02,-0.262751159,down,1.17,0.309991257,up
21-10-2025,28-10-2025,COALINDIA,Holding,390.95,400,389.2,0.45,410.8,5.08,0.67,57.96,0.28,-0.19,0.47,395.09,387,378.92,3.2,0.825274017,up,10,2.564102564,up,8.1,2.125426397,up,11.9,2.98320381,up,0,0,unchanged,5.26,9.981024668,up,1.17,-131.4606742,up,0.13,-40.625,up,1.04,-182.4561404,up,-1.89,-0.476094514,down,-0.6,-0.154798762,down,0.71,0.187726395,up
23-10-2025,28-10-2025,COALINDIA,Holding,392.2,400,391.2,0.26,408.8,4.23,0.64,60.26,0.7,-0.01,0.71,394.79,386.93,379.07,3.5,0.900437355,up,10,2.564102564,up,9.75,2.556036178,up,10.25,2.571822858,up,-0.02,-3.03030303,down,5.73,10.50797726,up,1.23,-232.0754717,up,0.35,-97.22222222,up,0.88,-517.6470588,up,-1.64,-0.413692203,down,-0.45,-0.116165006,down,0.75,0.198244872,up
24-10-2025,28-10-2025,COALINDIA,Holding,394,395,390.3,0.95,399.7,1.45,0.58,62.27,1.34,0.39,0.95,395.05,386.99,378.94,3.5,0.896286812,up,5,1.282051282,up,8.05,2.105951602,up,1.95,0.4902577,up,-0.07,-10.76923077,down,5.05,8.82558546,up,1.44,-1440,up,0.7,-225.8064516,up,0.74,352.3809524,up,-0.72,-0.181923845,down,-0.19,-0.049072783,down,0.34,0.089804543,up
03-10-2025,28-10-2025,COFORGE,Non-Hld,1614.9,1800,1597.7,1.08,2002.3,23.99,0.65,41.37,-38.74,-24.5,-14.24,1862.83,1688.07,1513.31,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
06-10-2025,28-10-2025,COFORGE,Non-Hld,1657.7,1700,1572.2,5.44,1827.8,10.27,0.6,48.19,-33.86,-26.37,-7.49,1862.9,1688.28,1513.65,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
07-10-2025,28-10-2025,COFORGE,Non-Hld,1686,1700,1577.2,6.9,1822.8,8.12,0.56,51.18,-27.73,-26.65,-1.09,1863.71,1689.48,1515.25,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
08-10-2025,28-10-2025,COFORGE,Non-Hld,1709.5,1700,1577.05,8.4,1822.95,6.64,0.53,54.38,-20.45,-25.41,4.96,1864.86,1690.33,1515.81,94.6,5.857947861,up,-100,-5.555555556,down,-20.65,-1.292482944,down,-179.35,-8.957199221,down,-0.12,-18.46153846,down,13.01,31.44790911,up,18.29,-47.21218379,up,-0.91,3.714285714,down,19.2,-134.8314607,up,2.03,0.10897398,up,2.26,0.133880704,up,2.5,0.165200785,up
