Date,expiryDate,Symbol,Type,CMP,strikePrice,Support,Dist_from_Support,Resistance,Dist_from_Resist,PCR,RSI,MACD,MACD_Signal,MACD_Hist,BB_HI,BB_MID,BB_LO,CMP_change,CMP_pct_change,CMP_trend,strikePrice_change,strikePrice_pct_change,strikePrice_trend,Support_change,Support_pct_change,Support_trend,Resistance_change,Resistance_pct_change,Resistance_trend,PCR_change,PCR_pct_change,PCR_trend,RSI_change,RSI_pct_change,RSI_trend,MACD_change,MACD_pct_change,MACD_trend,MACD_Signal_change,MACD_Signal_pct_change,MACD_Signal_trend,MACD_Hist_change,MACD_Hist_pct_change,MACD_Hist_trend,BB_HI_change,BB_HI_pct_change,BB_HI_trend,BB_MID_change,BB_MID_pct_change,BB_MID_trend,BB_LO_change,BB_LO_pct_change,BB_LO_trend
03-10-2025,28-10-2025,360ONE,Non-Hld,1047.1,1100,1029.45,1.72,1170.55,11.79,0.95,49.54,-9.88,-8.81,-1.07,1109.09,1052.01,994.93,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
06-10-2025,28-10-2025,360ONE,Non-Hld,1059.5,1100,1033.15,2.56,1166.85,10.14,0.79,52.79,-7.39,-8.52,1.13,1110.1,1053.25,996.4,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
07-10-2025,28-10-2025,360ONE,Non-Hld,1067,1100,1036.75,2.92,1163.25,9.03,0.73,54.47,-4.81,-7.78,2.97,1111.65,1054.72,997.79,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
08-10-2025,28-10-2025,360ONE,Non-Hld,1085.9,1100,1038.1,4.61,1161.9,7,0.68,58.11,-1.46,-6.52,5.06,1114.99,1056.79,998.59,38.8,3.705472257,up,0,0,unchanged,8.65,0.840254505,up,-8.65,-0.738968861,down,-0.27,-28.42105263,down,8.57,17.2991522,up,8.42,-85.22267206,up,2.29,-25.99318956,up,6.13,-572.8971963,up,5.9,0.531967649,up,4.78,0.454368304,up,3.66,0.367865076,up
09-10-2025,28-10-2025,360ONE,Non-Hld,1081.7,1100,1040.75,3.94,1159.25,7.17,0.69,57.83,1.11,-4.99,6.1,1115.84,1057.11,998.38,22.2,2.095327985,up,0,0,unchanged,7.6,0.735614383,up,-7.6,-0.65132622,down,-0.1,-12.65822785,down,5.04,9.547262739,up,8.5,-115.0202977,up,3.53,-41.43192488,up,4.97,439.8230088,up,5.74,0.517070534,up,3.86,0.36648469,up,1.98,0.198715375,up
10-10-2025,28-10-2025,360ONE,Non-Hld,1093.2,1100,1042.15,4.9,1157.85,5.92,0.69,60.3,3.97,-3.2,7.17,1120.03,1059.01,997.99,26.2,2.455482662,up,0,0,unchanged,5.4,0.520858452,up,-5.4,-0.464216634,down,-0.04,-5.479452055,down,5.83,10.70313934,up,8.78,-182.5363825,up,4.58,-58.8688946,up,4.2,141.4141414,up,8.38,0.75383439,up,4.29,0.406743022,up,0.2,0.020044298,up
13-10-2025,28-10-2025,360ONE,Non-Hld,1100,1100,1042.6,5.51,1157.4,5.22,0.55,61.72,6.66,-1.23,7.89,1124.3,1060.64,996.98,14.1,1.298462105,up,0,0,unchanged,4.5,0.43348425,up,-4.5,-0.387296669,down,-0.13,-19.11764706,down,3.61,6.212355877,up,8.12,-556.1643836,up,5.29,-81.13496933,up,2.83,55.92885375,up,9.31,0.834985067,up,3.85,0.36431079,up,-1.61,-0.161227331,down
14-10-2025,28-10-2025,360ONE,Non-Hld,1122,1100,1038.4,8.06,1161.6,3.53,0.5,66.84,10.72,1.16,9.55,1132.56,1063.03,993.49,40.3,3.725617084,up,0,0,unchanged,-2.35,-0.225798703,down,2.35,0.202717274,up,-0.19,-27.53623188,down,9.01,15.58014871,up,9.61,865.7657658,up,6.15,-123.246493,up,3.45,56.55737705,up,16.72,1.498422713,up,5.92,0.560017406,up,-4.89,-0.489793465,down
15-10-2025,28-10-2025,360ONE,Non-Hld,1161,1100,1021.2,13.69,1178.8,1.54,0.6,72.19,16.46,4.22,12.24,1147.27,1066.49,985.71,67.8,6.201975851,up,0,0,unchanged,-20.95,-2.010267236,down,20.95,1.80938809,up,-0.09,-13.04347826,down,11.89,19.71807629,up,12.49,314.6095718,up,7.42,-231.875,up,5.07,70.71129707,up,27.24,2.432077712,up,7.48,0.706320054,up,-12.28,-1.230473251,down
16-10-2025,28-10-2025,360ONE,Non-Hld,1169.7,1100,1014.55,15.3,1185.45,1.35,0.59,73.73,21.68,7.71,13.96,1161.75,1069.93,978.11,69.7,6.336363636,up,0,0,unchanged,-28.05,-2.690389411,down,28.05,2.423535511,up,0.04,7.272727273,up,12.01,19.4588464,up,15.02,225.5255255,up,8.94,-726.8292683,up,6.07,76.93282636,up,37.45,3.330961487,up,9.29,0.875886257,up,-18.87,-1.892716002,down
17-10-2025,28-10-2025,360ONE,Non-Hld,1167,1200,1139.4,2.43,1260.6,8.03,0.58,71.16,24.97,11.16,13.81,1173.01,1073.07,973.13,45,4.010695187,up,100,9.090909091,up,101,9.726502311,up,99,8.522727273,up,0.08,16,up,4.32,6.463195691,up,14.25,132.9291045,up,10,862.0689655,up,4.26,44.60732984,up,40.45,3.571554708,up,10.04,0.944470053,up,-20.36,-2.049341211,down
20-10-2025,28-10-2025,360ONE,Non-Hld,1190.6,1200,1157.85,2.83,1242.15,4.33,0.51,73.78,28.73,14.68,14.05,1189.1,1078.2,967.29,29.6,2.54952627,up,100,9.090909091,up,136.65,13.3813161,up,63.35,5.374109264,up,-0.09,-15,down,1.59,2.202521125,up,12.27,74.54434994,up,10.46,247.8672986,up,1.81,14.7875817,up,41.83,3.646046702,up,11.71,1.097994355,up,-18.42,-1.868703777,down
21-10-2025,28-10-2025,360ONE,Non-Hld,1172,1200,1155.3,1.45,1244.7,6.21,0.46,70.8,30.72,17.89,12.84,1202.26,1084.45,966.63,2.3,0.196631615,up,100,9.090909091,up,140.75,13.87314573,up,59.25,4.998101987,up,-0.13,-22.03389831,down,-2.93,-3.97395904,down,9.04,41.69741697,up,10.18,132.0363165,up,-1.12,-8.022922636,down,40.51,3.486980848,up,14.52,1.357098128,up,-11.48,-1.173692121,down
23-10-2025,28-10-2025,360ONE,Non-Hld,1180,1200,1161.6,1.58,1238.4,4.95,0.61,71.36,32.21,20.75,11.46,1213.11,1092.41,971.71,13,1.113967438,up,0,0,unchanged,22.2,1.948393892,up,-22.2,-1.761066159,down,0.03,5.172413793,up,0.2,0.281056773,up,7.24,28.99479375,up,9.59,85.93189964,up,-2.35,-17.0166546,down,40.1,3.418555682,up,19.34,1.802305535,up,-1.42,-0.145920894,down
24-10-2025,28-10-2025,360ONE,Non-Hld,1184.1,1200,1173.4,0.91,1226.6,3.59,0.64,72.45,37.4,25.49,11.91,1223.61,1100.37,977.13,-6.5,-0.545943222,down,0,0,unchanged,15.55,1.343006434,up,-15.55,-1.251861691,down,0.13,25.49019608,up,-1.33,-1.802656546,down,8.67,30.17751479,up,10.81,73.63760218,up,-2.14,-15.23131673,down,34.51,2.902194937,up,22.17,2.056204786,up,9.84,1.017275067,up
03-10-2025,28-10-2025,ABB,Holding,5190,5200,4950.15,4.85,5449.85,5.01,0.72,44.49,-8.37,3.14,-11.51,5450.37,5248.96,5047.55,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
06-10-2025,28-10-2025,ABB,Holding,5233,5200,4947.8,5.77,5452.2,4.19,0.61,48.1,-8.58,0.8,-9.37,5446.85,5253.99,5061.13,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
07-10-2025,28-10-2025,ABB,Holding,5224,5300,5039.1,3.67,5560.9,6.45,0.63,48.26,-8.52,-1.07,-7.45,5441.39,5259.55,5077.71,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
08-10-2025,28-10-2025,ABB,Holding,5110.5,5300,5000.05,2.21,5599.95,9.58,0.62,40.28,-15.64,-3.98,-11.66,5441.7,5259.38,5077.06,-79.5,-1.531791908,down,100,1.923076923,up,49.9,1.008050261,up,150.1,2.754204244,up,-0.1,-13.88888889,down,-4.21,-9.462800629,down,-7.27,86.85782557,down,-7.12,-226.7515924,down,-0.15,1.303214596,down,-8.67,-0.159071769,down,10.42,0.198515515,up,29.51,0.584640073,up
09-10-2025,28-10-2025,ABB,Holding,5151,5300,5035.3,2.3,5564.7,8.04,0.63,42.31,-19.6,-7.11,-12.5,5442.69,5258.61,5074.53,-82,-1.566978788,down,100,1.923076923,up,87.5,1.768462751,up,112.5,2.063387257,up,0.02,3.278688525,up,-5.79,-12.03742204,down,-11.02,128.4382284,down,-7.91,-988.75,down,-3.13,33.40448239,down,-4.16,-0.076374418,down,4.62,0.087933171,up,13.4,0.264763007,up
10-10-2025,28-10-2025,ABB,Holding,5188,5300,5062.75,2.48,5537.25,6.74,0.65,46.6,-19.33,-9.55,-9.78,5443.02,5257,5070.99,-36,-0.689127106,down,0,0,unchanged,23.65,0.469329841,up,-23.65,-0.42529087,down,0.02,3.174603175,up,-1.66,-3.439701616,down,-10.81,126.8779343,down,-8.48,792.5233645,down,-2.33,31.27516779,down,1.63,0.029955581,up,-2.55,-0.048483235,down,-6.72,-0.132343123,down
13-10-2025,28-10-2025,ABB,Holding,5130,5300,5053.1,1.53,5546.9,8.13,0.63,43.23,-21.97,-12.04,-9.94,5444,5251.95,5059.9,19.5,0.381567361,up,0,0,unchanged,53.05,1.06098939,up,-53.05,-0.947329887,down,0.01,1.612903226,up,2.95,7.323733863,up,-6.33,40.47314578,down,-8.06,202.5125628,down,1.72,-14.75128645,up,2.3,0.042266204,up,-7.43,-0.141271405,down,-17.16,-0.337990884,down
14-10-2025,28-10-2025,ABB,Holding,5100,5300,5037.3,1.25,5562.7,9.08,0.6,40.9,-26.03,-14.83,-11.19,5436.95,5240.98,5045.02,-51,-0.99009901,down,0,0,unchanged,2,0.03971958,up,-2,-0.035940841,down,-0.03,-4.761904762,down,-1.41,-3.332545498,down,-6.43,32.80612245,down,-7.72,108.5794655,down,1.31,-10.48,up,-5.74,-0.105462556,down,-17.63,-0.335259698,down,-29.51,-0.581531689,down
15-10-2025,28-10-2025,ABB,Holding,5181.5,5200,5007.6,3.48,5392.4,4.08,0.6,46.84,-24.6,-16.79,-7.81,5423.71,5232.21,5040.71,-6.5,-0.125289129,down,-100,-1.886792453,down,-55.15,-1.089328922,down,-144.85,-2.615919455,down,-0.05,-7.692307692,down,0.24,0.515021459,up,-5.27,27.26332126,down,-7.24,75.81151832,down,1.97,-20.14314928,up,-19.31,-0.354766288,down,-24.79,-0.471561727,down,-30.28,-0.597122061,down
16-10-2025,28-10-2025,ABB,Holding,5200,5200,5013.8,3.72,5386.2,3.59,0.66,50.64,-20.12,-17.45,-2.67,5401.66,5223.52,5045.38,70,1.364522417,up,-100,-1.886792453,down,-39.3,-0.777740397,down,-160.7,-2.897113703,down,0.03,4.761904762,up,7.41,17.14087439,up,1.85,-8.420573509,up,-5.41,44.93355482,down,7.27,-73.138833,up,-42.34,-0.777736958,down,-28.43,-0.541322747,down,-14.52,-0.286962193,down
17-10-2025,28-10-2025,ABB,Holding,5200,5300,5114.15,1.68,5485.85,5.5,0.63,49.65,-17.19,-17.4,0.21,5360.98,5211.82,5062.66,100,1.960784314,up,0,0,unchanged,76.85,1.525618883,up,-76.85,-1.381523361,down,0.03,5,up,8.75,21.39364303,up,8.84,-33.96081444,up,-2.57,17.32973702,down,11.4,-101.8766756,up,-75.97,-1.39729076,down,-29.16,-0.556384493,down,17.64,0.349651736,up
20-10-2025,28-10-2025,ABB,Holding,5235,5300,5145.5,1.74,5454.5,4.2,0.63,52.6,-12.34,-16.39,4.05,5310.05,5201.55,5093.05,53.5,1.032519541,up,100,1.923076923,up,137.9,2.753814202,up,62.1,1.1516208,up,0.03,5,up,5.76,12.2971819,up,12.26,-49.83739837,up,0.4,-2.382370459,up,11.86,-151.8565941,up,-113.66,-2.095613519,down,-30.66,-0.585985654,down,52.34,1.038345789,up
21-10-2025,28-10-2025,ABB,Holding,5232,5300,5151.65,1.56,5448.35,4.14,0.64,53.45,-7.72,-14.65,6.93,5277.37,5195.41,5113.45,32,0.615384615,up,100,1.923076923,up,137.85,2.749411624,up,62.15,1.153874717,up,-0.02,-3.03030303,down,2.81,5.548973144,up,12.4,-61.63021869,up,2.8,-16.04584527,up,9.6,-359.5505618,up,-124.29,-2.300959335,down,-28.11,-0.538142862,down,68.07,1.349155069,up
23-10-2025,28-10-2025,ABB,Holding,5169.5,5300,5135.5,0.66,5464.5,5.71,0.64,47.19,-8.68,-13.46,4.78,5256.52,5189.55,5122.58,-30.5,-0.586538462,down,0,0,unchanged,21.35,0.417469179,up,-21.35,-0.38918308,down,0.01,1.587301587,up,-2.46,-4.954682779,down,8.51,-49.50552647,up,3.94,-22.64367816,up,4.57,2176.190476,up,-104.46,-1.948524337,down,-22.27,-0.42729795,down,59.92,1.183567532,up
24-10-2025,28-10-2025,ABB,Holding,5180,5300,5146.7,0.65,5453.3,5.28,0.54,47.14,-12.91,-16.89,3.98,5250.07,5186.74,5123.4,-55,-1.050620821,down,0,0,unchanged,1.2,0.023321349,up,-1.2,-0.022000183,down,-0.09,-14.28571429,down,-5.46,-10.38022814,down,-0.57,4.619124797,down,-0.5,3.050640635,down,-0.07,-1.728395062,down,-59.98,-1.129556219,down,-14.81,-0.284722823,down,30.35,0.595910113,up
03-10-2025,28-10-2025,ABCAPITAL,Non-Hld,304.5,300,280.8,8.45,319.2,4.83,0.43,64.88,4.3,3.48,0.82,300.48,289.82,279.16,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
06-10-2025,28-10-2025,ABCAPITAL,Non-Hld,304.75,300,281.7,8.19,318.3,4.45,0.91,64.94,4.94,3.77,1.17,302.53,290.97,279.41,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
07-10-2025,28-10-2025,ABCAPITAL,Non-Hld,302.7,300,282.5,7.16,317.5,4.89,0.63,64.26,5.34,4.08,1.25,304.43,291.7,278.97,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
08-10-2025,28-10-2025,ABCAPITAL,Non-Hld,295.25,300,282.6,4.48,317.4,7.51,0.56,54.89,4.93,4.25,0.68,304.76,291.98,279.19,-9.25,-3.037766831,down,0,0,unchanged,1.8,0.641025641,up,-1.8,-0.563909774,down,0.13,30.23255814,up,-9.99,-15.39765721,down,0.63,14.65116279,up,0.77,22.12643678,up,-0.14,-17.07317073,down,4.28,1.424387646,up,2.16,0.74529018,up,0.03,0.010746525,up
09-10-2025,28-10-2025,ABCAPITAL,Non-Hld,298.1,300,284.25,4.88,315.75,5.93,0.57,57.09,4.77,4.36,0.41,305.37,292.49,279.62,-6.65,-2.182116489,down,0,0,unchanged,2.55,0.905218317,up,-2.55,-0.801131008,down,-0.34,-37.36263736,down,-7.85,-12.08808131,down,-0.17,-3.441295547,down,0.59,15.64986737,up,-0.76,-64.95726496,down,2.84,0.938749876,up,1.52,0.522390624,up,0.21,0.075158369,up
10-10-2025,28-10-2025,ABCAPITAL,Non-Hld,293.7,300,283.8,3.49,316.2,7.67,0.53,52.39,4.23,4.33,-0.1,305.49,292.66,279.83,-9,-2.973240833,down,0,0,unchanged,1.3,0.460176991,up,-1.3,-0.409448819,down,-0.1,-15.87301587,down,-11.87,-18.47183318,down,-1.11,-20.78651685,down,0.25,6.12745098,up,-1.35,-108,down,1.06,0.348191703,up,0.96,0.329105245,up,0.86,0.308276876,up
13-10-2025,28-10-2025,ABCAPITAL,Non-Hld,300,300,285.05,5.25,314.95,4.99,0.56,57.11,4.21,4.31,-0.1,306.15,293.04,279.93,4.75,1.608806097,up,0,0,unchanged,2.45,0.866949752,up,-2.45,-0.77189666,down,0,0,unchanged,2.22,4.044452541,up,-0.72,-14.60446247,down,0.06,1.411764706,up,-0.78,-114.7058824,down,1.39,0.456096601,up,1.06,0.363038564,up,0.74,0.265052473,up
14-10-2025,28-10-2025,ABCAPITAL,Non-Hld,297.1,300,285.35,4.12,314.65,5.91,0.55,56.01,4.06,4.26,-0.2,306.64,293.4,280.17,-1,-0.3354579,down,0,0,unchanged,1.1,0.386983289,up,-1.1,-0.34837688,down,-0.02,-3.50877193,down,-1.08,-1.891749869,down,-0.71,-14.88469602,down,-0.1,-2.293577982,down,-0.61,-148.7804878,down,1.27,0.415888922,up,0.91,0.311121748,up,0.55,0.196695515,up
15-10-2025,28-10-2025,ABCAPITAL,Non-Hld,303.3,300,286,6.05,314,3.53,0.57,60.32,4.33,4.27,0.06,307.91,294.08,280.25,9.6,3.268641471,up,0,0,unchanged,2.2,0.775193798,up,-2.2,-0.695762176,down,0.04,7.547169811,up,7.93,15.13647643,up,0.1,2.364066194,up,-0.06,-1.385681293,down,0.16,-160,up,2.42,0.792169956,up,1.42,0.485204674,up,0.42,0.150091127,up
16-10-2025,28-10-2025,ABCAPITAL,Non-Hld,300,300,287.25,4.44,312.75,4.25,0.57,56.52,4.22,4.26,-0.04,308.12,294.88,281.64,0,0,unchanged,0,0,unchanged,2.2,0.771794422,up,-2.2,-0.698523575,down,0.01,1.785714286,up,-0.59,-1.033094029,down,0.01,0.237529691,up,-0.05,-1.160092807,down,0.06,-60,up,1.97,0.643475421,up,1.84,0.627900628,up,1.71,0.610867002,up
17-10-2025,28-10-2025,ABCAPITAL,Non-Hld,299.4,300,288.6,3.75,311.4,4.01,0.55,55.77,4.03,4.22,-0.19,308.54,295.3,282.06,2.3,0.774150118,up,0,0,unchanged,3.25,1.138952164,up,-3.25,-1.032893691,down,0,0,unchanged,-0.24,-0.428494912,down,-0.03,-0.738916256,down,-0.04,-0.938967136,down,0.01,-5,up,1.9,0.619619097,up,1.9,0.647580095,up,1.89,0.674590427,up
20-10-2025,28-10-2025,ABCAPITAL,Non-Hld,305.5,300,288.7,5.82,311.3,1.9,0.61,60.66,4.32,4.24,0.08,309.73,296.11,282.5,2.2,0.725354435,up,0,0,unchanged,2.7,0.944055944,up,-2.7,-0.859872611,down,0.04,7.01754386,up,0.34,0.563660477,up,-0.01,-0.230946882,down,-0.03,-0.702576112,down,0.02,33.33333333,up,1.82,0.59108181,up,2.03,0.690288357,up,2.25,0.802854594,up
21-10-2025,28-10-2025,ABCAPITAL,Non-Hld,303.2,300,291.8,3.91,308.2,1.65,0.63,60.07,4.45,4.28,0.17,310.55,296.95,283.34,3.2,1.066666667,up,0,0,unchanged,4.55,1.583986075,up,-4.55,-1.454836131,down,0.06,10.52631579,up,3.55,6.280962491,up,0.23,5.450236967,up,0.02,0.469483568,up,0.21,-525,up,2.43,0.788653771,up,2.07,0.701980467,up,1.7,0.603607442,up
23-10-2025,28-10-2025,ABCAPITAL,Non-Hld,308,300,289.1,6.54,310.9,0.94,0.8,62.55,4.76,4.37,0.38,311.94,297.77,283.61,8.6,2.87241149,up,0,0,unchanged,0.5,0.173250173,up,-0.5,-0.160565189,down,0.25,45.45454545,up,6.78,12.1570737,up,0.73,18.11414392,up,0.15,3.55450237,up,0.57,-300,up,3.4,1.101964089,up,2.47,0.836437521,up,1.55,0.549528469,up
24-10-2025,28-10-2025,ABCAPITAL,Non-Hld,305.7,300,292.25,4.6,307.75,0.67,0.78,60.19,5.75,5.38,0.38,312.84,298.49,284.13,0.2,0.065466448,up,0,0,unchanged,3.55,1.229650156,up,-3.55,-1.140379056,down,0.17,27.86885246,up,-0.47,-0.774810419,down,1.43,33.10185185,up,1.14,26.88679245,up,0.3,375,up,3.11,1.004100345,up,2.38,0.803755361,up,1.63,0.57699115,up
03-10-2025,28-10-2025,ADANIENSOL,Non-Hld,927.75,1000,906.35,2.37,1093.65,17.89,0.52,66.14,24.94,20.94,4,951.07,853.91,756.75,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
06-10-2025,28-10-2025,ADANIENSOL,Non-Hld,927.75,1000,906.35,2.37,1093.65,17.89,0.52,67.84,26.86,22.12,4.74,953.48,862.44,771.41,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
07-10-2025,28-10-2025,ADANIENSOL,Non-Hld,918.15,1000,906.95,1.24,1093.05,19.05,0.61,65.22,27.44,23.18,4.26,954.66,869.58,784.51,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
08-10-2025,28-10-2025,ADANIENSOL,Non-Hld,913.3,1000,993,-8.02,1007,10.26,0.6,63.5,27.19,23.99,3.21,955.26,875.58,795.89,-14.45,-1.557531663,down,0,0,unchanged,86.65,9.560324378,up,-86.65,-7.923010104,down,0.08,15.38461538,up,-2.64,-3.991533112,down,2.25,9.021651965,up,3.05,14.56542502,up,-0.79,-19.75,down,4.19,0.440556426,up,21.67,2.537738169,up,39.14,5.172117608,up
09-10-2025,28-10-2025,ADANIENSOL,Non-Hld,931.8,1000,914.25,1.92,1085.75,16.53,0.62,66.89,28.12,24.81,3.31,959.22,881.58,803.95,4.05,0.436540016,up,0,0,unchanged,7.9,0.871627958,up,-7.9,-0.722351758,down,0.1,19.23076923,up,-0.95,-1.400353774,down,1.26,4.69099032,up,2.69,12.16094033,up,-1.43,-30.16877637,down,5.74,0.602005286,up,19.14,2.21928482,up,32.54,4.218249699,up
10-10-2025,28-10-2025,ADANIENSOL,Non-Hld,928.25,1000,915.4,1.41,1084.6,16.85,0.6,64.69,28.04,25.46,2.58,960.48,887.19,813.9,10.1,1.10003812,up,0,0,unchanged,8.45,0.93169414,up,-8.45,-0.773066191,down,-0.01,-1.639344262,down,-0.53,-0.812634161,down,0.6,2.186588921,up,2.28,9.836065574,up,-1.68,-39.43661972,down,5.82,0.609641129,up,17.61,2.025115573,up,29.39,3.746287492,up
13-10-2025,28-10-2025,ADANIENSOL,Non-Hld,936.3,1000,924.95,1.23,1075.05,14.82,0.6,66.95,28.59,26.08,2.51,964.05,892.58,821.11,23,2.518340085,up,0,0,unchanged,-68.05,-6.852970796,down,68.05,6.757696127,up,0,0,unchanged,3.45,5.433070866,up,1.4,5.148951821,up,2.09,8.711963318,up,-0.7,-21.80685358,down,8.79,0.920168331,up,17,1.941570159,up,25.22,3.168779605,up
14-10-2025,28-10-2025,ADANIENSOL,Non-Hld,930.75,1000,911.4,2.13,1088.6,16.96,0.6,65.46,28.39,26.55,1.85,966.25,897.41,828.57,-1.05,-0.112685126,down,0,0,unchanged,-2.85,-0.311730927,down,2.85,0.262491365,up,-0.02,-3.225806452,down,-1.43,-2.137838242,down,0.27,0.960170697,up,1.74,7.013301088,up,-1.46,-44.10876133,down,7.03,0.732887137,up,15.83,1.795639647,up,24.62,3.062379501,up
15-10-2025,28-10-2025,ADANIENSOL,Non-Hld,948,1000,926.55,2.32,1073.45,13.24,0.64,67.54,28.75,26.99,1.76,968.52,902.79,837.06,19.75,2.127659574,up,0,0,unchanged,11.15,1.218046756,up,-11.15,-1.028028766,down,0.04,6.666666667,up,2.85,4.405626836,up,0.71,2.532097004,up,1.53,6.009426551,up,-0.82,-31.78294574,down,8.04,0.837081459,up,15.6,1.758360667,up,23.16,2.845558422,up
16-10-2025,28-10-2025,ADANIENSOL,Non-Hld,945,1000,931.5,1.45,1068.5,13.07,0.64,68.28,28.99,27.39,1.61,967.3,908.87,850.43,8.7,0.929189362,up,0,0,unchanged,6.55,0.708146386,up,-6.55,-0.609273987,down,0.04,6.666666667,up,1.33,1.986557132,up,0.4,1.399090591,up,1.31,5.023006135,up,-0.9,-35.85657371,down,3.25,0.337119444,up,16.29,1.825046494,up,29.32,3.570776144,up
17-10-2025,28-10-2025,ADANIENSOL,Non-Hld,928.9,1000,921.6,0.8,1078.4,16.1,0.63,60.99,27.4,27.39,0.01,962.47,913.47,864.47,-1.85,-0.198764437,down,0,0,unchanged,10.2,1.11915734,up,-10.2,-0.936983281,down,0.03,5,up,-4.47,-6.828597617,down,-0.99,-3.48714336,down,0.84,3.163841808,up,-1.84,-99.45945946,down,-3.78,-0.391203105,down,16.06,1.7895945,up,35.9,4.332766091,up
20-10-2025,28-10-2025,ADANIENSOL,Non-Hld,937,1000,931.05,0.64,1068.95,14.09,0.63,62.72,26.43,27.2,-0.77,963.5,916.47,869.43,-11,-1.160337553,down,0,0,unchanged,4.5,0.485672657,up,-4.5,-0.419209092,down,-0.01,-1.5625,down,-4.82,-7.136511697,down,-2.32,-8.069565217,down,0.21,0.77806595,up,-2.53,-143.75,down,-5.02,-0.518316607,down,13.68,1.515302562,up,32.37,3.867106301,up
21-10-2025,28-10-2025,ADANIENSOL,Non-Hld,934,1000,932.85,0.13,1067.15,14.26,0.64,62.48,25.32,26.82,-1.5,963.37,916.42,869.47,-11,-1.164021164,down,0,0,unchanged,1.35,0.144927536,up,-1.35,-0.126345344,down,0,0,unchanged,-5.8,-8.494434681,down,-3.67,-12.65953777,down,-0.57,-2.081051479,down,-3.11,-193.1677019,down,-3.93,-0.406285537,down,7.55,0.830701861,up,19.04,2.238867396,up
23-10-2025,28-10-2025,ADANIENSOL,Non-Hld,952.8,1000,944.1,0.92,1055.9,10.82,0.66,66.22,25.43,26.54,-1.11,967.19,917.79,868.38,23.9,2.57293573,up,0,0,unchanged,22.5,2.44140625,up,-22.5,-2.086424332,down,0.03,4.761904762,up,5.23,8.575176258,up,-1.97,-7.189781022,down,-0.85,-3.10332238,down,-1.12,-11200,down,4.72,0.490404896,up,4.32,0.472921935,up,3.91,0.452300253,up
24-10-2025,28-10-2025,ADANIENSOL,Non-Hld,944.2,1000,938.4,0.62,1061.6,12.43,0.67,62.77,29.18,30.54,-1.36,969.38,920.55,871.71,7.2,0.768409819,up,0,0,unchanged,7.35,0.789431287,up,-7.35,-0.687590626,down,0.04,6.349206349,up,0.05,0.079719388,up,2.75,10.40484298,up,3.34,12.27941176,up,-0.59,76.62337662,down,5.88,0.610275039,up,4.08,0.445186422,up,2.28,0.262240778,up
03-10-2025,28-10-2025,ADANIENT,Non-Hld,2586.1,2600,2448.7,5.62,2751.3,6.39,0.55,63.09,58.28,49.13,9.15,2705.33,2469.48,2233.62,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
06-10-2025,28-10-2025,ADANIENT,Non-Hld,2573,2600,2452.1,4.94,2747.9,6.8,0.58,60.89,57.31,50.77,6.54,2707.38,2484.08,2260.78,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged,,,unchanged
