Date,expiryDate,Symbol,Type,CMP,CMP_chg,CMP_pct_chg,CMP_trend,strikePrice,strikePrice_trend,Support,Support_chg,Support_pct_chg,Support_trend,Dist_from_Support,Dist_from_Support_trend,Resistance,Resistance_chg,Resistance_pct_chg,Resistance_trend,Dist_from_Resist,Dist_from_Resist_trend,PCR,PCR_trend,RSI,RSI_trend,MACD,MACD_trend,MACD_Signal,MACD_Signal_trend,MACD_Hist,MACD_Hist_trend,BB_HI,BB_HI_chg,BB_HI_pct_chg,BB_HI_trend,BB_MID,BB_MID_chg,BB_MID_pct_chg,BB_MID_trend,BB_LO,BB_LO_chg,BB_LO_pct_chg,BB_LO_trend,BB-FnO
24-Oct-25,28-Oct-25,PNBHOUSING,Non-Hld,911.5,38.5,4.41,up,850,down,784.7,-69.5,-8.14,down,16.16,up,915.3,-30.5,-3.22,down,0.42,down,1.06,up,64.12,up,7.71,up,5,up,2.71,up,911.61,2.21,0.24,up,871.5,0.46,0.05,up,831.39,-1.28,-0.15,down,Volatile Wide Range (BB within Res-Support)
27-Oct-25,28-Oct-25,PNBHOUSING,Non-Hld,932,45,5.07,up,850,down,770.85,-94.7,-10.94,down,20.91,up,929.15,-5.3,-0.57,down,-0.31,down,1.05,up,68.3,up,11.13,up,6.15,up,4.97,up,916.89,8.62,0.95,up,872.49,1.86,0.21,up,828.09,-4.89,-0.59,down,Volatile Wide Range (BB within Res-Support)
28-Oct-25,28-Oct-25,PNBHOUSING,Non-Hld,937,25.5,2.8,up,850,unchanged,771.65,-13.05,-1.66,down,21.43,up,928.35,13.05,1.43,up,-0.92,down,1.71,up,69.41,up,14.59,up,7.84,up,6.75,up,927.47,15.86,1.74,up,875.96,4.46,0.51,up,824.45,-6.94,-0.83,down,Volatile Wide Range (BB within Res-Support)
03-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1701,,,unchanged,1700,unchanged,1585.7,,,unchanged,7.28,unchanged,1814.3,,,unchanged,6.67,unchanged,0.73,unchanged,39.11,unchanged,-35.45,unchanged,-24.59,unchanged,-10.86,unchanged,1875.06,,,unchanged,1770.52,,,unchanged,1665.98,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1724,,,unchanged,1700,unchanged,1592.25,,,unchanged,8.28,unchanged,1807.75,,,unchanged,4.86,unchanged,0.71,unchanged,43.52,unchanged,-33.43,unchanged,-26.36,unchanged,-7.07,unchanged,1869.11,,,unchanged,1765.66,,,unchanged,1662.22,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1767.1,66.1,3.89,up,1700,unchanged,1579.3,-6.4,-0.4,down,11.9,up,1820.7,6.4,0.35,up,3.04,down,0.83,up,49.75,up,-28.31,up,-26.75,down,-1.56,up,1867.6,-7.46,-0.4,down,1764.59,-5.93,-0.33,down,1661.59,-4.39,-0.26,down,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1765.8,41.8,2.42,up,1700,unchanged,1586.5,-5.75,-0.36,down,11.31,up,1813.5,5.75,0.32,up,2.71,down,0.84,up,49.63,up,-24.04,up,-26.21,up,2.17,up,1863.55,-5.56,-0.3,down,1762.44,-3.22,-0.18,down,1661.32,-0.9,-0.05,down,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1734,-33.1,-1.87,down,1800,up,1695.85,116.55,7.38,up,2.25,down,1904.15,83.45,4.58,up,9.82,up,0.75,down,45.45,down,-22.69,up,-25.51,up,2.81,up,1854.62,-12.98,-0.7,down,1757.75,-6.84,-0.39,down,1660.88,-0.71,-0.04,down,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1745,-20.8,-1.18,down,1800,up,1698.9,112.4,7.08,up,2.72,down,1901.1,87.6,4.83,up,8.95,up,0.76,down,47.09,down,-20.6,up,-24.53,up,3.92,up,1848.25,-15.3,-0.82,down,1754.46,-7.98,-0.45,down,1660.66,-0.66,-0.04,down,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1719,-15,-0.87,down,1800,unchanged,1691.4,-4.45,-0.26,down,1.64,down,1908.6,4.45,0.23,up,11.03,up,0.72,down,43.33,down,-20.82,up,-23.78,up,2.97,up,1842.35,-12.27,-0.66,down,1750.23,-7.52,-0.43,down,1658.11,-2.77,-0.17,down,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1711,-34,-1.95,down,1800,unchanged,1687.1,-11.8,-0.69,down,1.42,down,1912.9,11.8,0.62,up,11.81,up,0.71,down,41.86,down,-21.6,down,-23.35,up,1.75,down,1835.28,-12.97,-0.7,down,1745.32,-9.14,-0.52,down,1655.35,-5.31,-0.32,down,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1676.9,-42.1,-2.45,down,1800,unchanged,1666.8,-24.6,-1.45,down,0.61,down,1933.2,24.6,1.29,up,15.29,up,0.64,down,37.44,down,-24.72,down,-23.62,up,-1.1,down,1825.74,-16.61,-0.9,down,1737.92,-12.31,-0.7,down,1650.1,-8.01,-0.48,down,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1691,-20,-1.17,down,1800,unchanged,1685,-2.1,-0.12,down,0.36,down,1915,2.1,0.11,up,13.25,up,0.68,down,40.74,down,-25.53,down,-24,down,-1.53,down,1818.7,-16.58,-0.9,down,1732.72,-12.6,-0.72,down,1646.74,-8.61,-0.52,down,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1647.6,-29.3,-1.75,down,1800,unchanged,1636.75,-30.05,-1.8,down,0.67,up,1963.25,30.05,1.55,up,19.16,up,0.59,down,35.48,down,-29.39,down,-25.08,down,-4.31,down,1815.11,-10.63,-0.58,down,1725.59,-12.33,-0.71,down,1636.06,-14.04,-0.85,down,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1643,-48,-2.84,down,1700,down,1628.3,-56.7,-3.36,down,0.91,up,1771.7,-143.3,-7.48,down,7.84,down,0.65,down,35.07,down,-32.38,down,-26.54,down,-5.84,down,1804.92,-13.78,-0.76,down,1717.26,-15.46,-0.89,down,1629.61,-17.13,-1.04,down,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1636,-11.6,-0.7,down,1700,down,1630.55,-6.2,-0.38,down,0.34,down,1769.45,-193.8,-9.87,down,8.16,down,0.68,up,34.29,down,-34.9,down,-28.21,down,-6.68,down,1795.72,-19.39,-1.07,down,1709.26,-16.33,-0.95,down,1622.79,-13.27,-0.81,down,Consolidation (Res-Sup Inside BB Range)
23-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1663.5,20.5,1.25,up,1800,up,1674.45,46.15,2.83,up,-0.65,down,1925.55,153.85,8.68,up,15.75,up,0.78,up,41.17,up,-33.83,down,-29.33,down,-4.49,up,1779.54,-25.38,-1.41,down,1702.65,-14.61,-0.85,down,1625.76,-3.85,-0.24,down,Neutral (BB_MID Between Res-Sup)
24-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1681,45,2.75,up,1800,up,1685.3,54.75,3.36,up,-0.26,down,1914.7,145.25,8.21,up,13.9,up,0.82,up,44.25,up,-36.74,down,-34.6,down,-2.15,up,1775.9,-19.82,-1.1,down,1700.18,-9.08,-0.53,down,1624.45,1.66,0.1,up,Neutral (BB_MID Between Res-Sup)
27-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1748,84.5,5.08,up,1800,unchanged,1729.95,55.5,3.31,up,1.04,up,1870.05,-55.5,-2.88,down,6.98,down,0.9,up,54.36,up,-23.9,up,-28.57,up,4.66,up,1775.57,-3.97,-0.22,down,1700.08,-2.57,-0.15,down,1624.6,-1.16,-0.07,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
28-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1770,89,5.29,up,1600,down,1511,-174.3,-10.34,down,17.14,up,1689,-225.7,-11.79,down,-4.58,down,1.08,up,57.68,up,-15.79,up,-26.01,up,10.22,up,1786.33,10.43,0.59,up,1704.98,4.8,0.28,up,1623.63,-0.82,-0.05,down,Mixed / Undefined
03-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7385,,,unchanged,7000,unchanged,6467.6,,,unchanged,14.19,unchanged,7532.4,,,unchanged,2,unchanged,0.12,unchanged,56.01,unchanged,71.71,unchanged,99.73,unchanged,-28.02,unchanged,7630.36,,,unchanged,7364.18,,,unchanged,7097.99,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7629,,,unchanged,7200,unchanged,6609.4,,,unchanged,15.43,unchanged,7790.6,,,unchanged,2.12,unchanged,0.17,unchanged,65.52,unchanged,85.63,unchanged,96.91,unchanged,-11.28,unchanged,7663.33,,,unchanged,7383.55,,,unchanged,7103.77,,,unchanged,Volatile Wide Range (BB within Res-Support)
07-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7600,215,2.91,up,7400,up,6940.35,472.75,7.31,up,9.51,down,7859.65,327.25,4.34,up,3.42,up,0.59,up,64.18,up,93.97,up,96.32,down,-2.35,up,7690.07,59.71,0.78,up,7397.1,32.92,0.45,up,7104.13,6.14,0.09,up,Volatile Wide Range (BB within Res-Support)
08-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7581,-48,-0.63,down,7400,up,6919.95,310.55,4.7,up,9.56,down,7880.05,89.45,1.15,up,3.95,up,0.6,up,63.65,down,98.83,up,96.82,down,2.01,up,7705.34,42.01,0.55,up,7416.85,33.3,0.45,up,7128.36,24.59,0.35,up,Volatile Wide Range (BB within Res-Support)
09-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7629,29,0.38,up,7400,unchanged,6917.7,-22.65,-0.33,down,10.29,up,7882.3,22.65,0.29,up,3.33,down,0.58,down,65.4,up,104.95,up,98.45,up,6.5,up,7724.27,34.2,0.44,up,7437.95,40.85,0.55,up,7151.63,47.5,0.67,up,Volatile Wide Range (BB within Res-Support)
10-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7730,149,1.97,up,8000,up,7535.9,615.95,8.9,up,2.58,down,8464.1,584.05,7.41,up,9.5,up,0.48,down,69.1,up,116.44,up,102.05,up,14.39,up,7759.78,54.44,0.71,up,7462.78,45.93,0.62,up,7165.77,37.41,0.52,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7673,44,0.58,up,8000,up,7515.2,597.5,8.64,up,2.1,down,8484.8,602.5,7.64,up,10.58,up,0.49,down,65.7,up,120.57,up,105.75,up,14.81,up,7780.3,56.03,0.73,up,7484.32,46.37,0.62,up,7188.35,36.72,0.51,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
14-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7572.5,-157.5,-2.04,down,8000,unchanged,7459.1,-76.8,-1.02,down,1.53,down,8540.9,76.8,0.91,up,12.79,up,0.52,up,60.15,down,116.24,down,107.85,up,8.39,down,7782.22,22.44,0.29,up,7502.22,39.44,0.53,up,7222.23,56.46,0.79,up,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7670,-3,-0.04,down,8000,unchanged,7520.9,5.7,0.08,up,1.99,down,8479.1,-5.7,-0.07,down,10.55,down,0.53,up,62.38,down,115.56,down,109.39,up,6.17,down,7798.75,18.45,0.24,up,7515.4,31.08,0.42,up,7232.05,43.7,0.61,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
16-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7592.5,20,0.26,up,8000,unchanged,7460.8,1.7,0.02,up,1.77,up,8539.2,-1.7,-0.02,down,12.47,down,0.5,down,56.92,down,107.28,down,108.97,up,-1.69,down,7801.49,19.27,0.25,up,7526.35,24.13,0.32,up,7251.21,28.98,0.4,up,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7450,-220,-2.87,down,8000,unchanged,7399.15,-121.75,-1.62,down,0.69,down,8600.85,121.75,1.44,up,15.45,up,0.49,down,48.97,down,88.53,down,104.88,down,-16.35,down,7801.5,2.75,0.04,up,7526.3,10.9,0.15,up,7251.1,19.05,0.26,up,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7661,68.5,0.9,up,8000,unchanged,7620.7,159.9,2.14,up,0.53,down,8379.3,-159.9,-1.87,down,9.38,down,0.69,up,59.31,up,91.5,down,102.2,down,-10.71,down,7815.03,13.54,0.17,up,7532.52,6.17,0.08,up,7250.02,-1.19,-0.02,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
21-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7599,149,2,up,8000,unchanged,7628.45,229.3,3.1,up,-0.38,down,8371.55,-229.3,-2.67,down,10.17,down,0.69,up,55.75,up,87.31,down,99.23,down,-11.91,up,7808.73,7.23,0.09,up,7529.92,3.62,0.05,up,7251.12,0.02,0,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
23-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7519.5,-141.5,-1.85,down,7700,down,7472.15,-148.55,-1.95,down,0.63,up,7927.85,-451.45,-5.39,down,5.43,down,0.64,down,51.54,down,76.14,down,94.61,down,-18.47,down,7800.59,-14.44,-0.18,down,7524.85,-7.67,-0.1,down,7249.11,-0.91,-0.01,down,Neutral (BB_MID Between Res-Sup)
24-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7510,-89,-1.17,down,7700,down,7472.5,-155.95,-2.04,down,0.5,up,7927.5,-444.05,-5.3,down,5.56,down,0.59,down,51.27,down,84.71,down,110.06,up,-25.35,down,7799.64,-9.09,-0.12,down,7523.88,-6.04,-0.08,down,7248.11,-3.01,-0.04,down,Neutral (BB_MID Between Res-Sup)
27-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7660,140.5,1.87,up,8000,up,7658.6,186.45,2.5,up,0.02,down,8341.4,413.55,5.22,up,8.9,up,0.76,up,57.8,up,69.69,down,85.06,down,-15.37,up,7813.84,13.25,0.17,up,7536.82,11.97,0.16,up,7259.81,10.7,0.15,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
28-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7500,-10,-0.13,down,8000,up,7659.3,186.8,2.5,up,-2.08,down,8340.7,413.2,5.21,up,11.21,up,0.67,up,50.39,down,59.24,down,79.89,down,-20.66,up,7805.7,6.06,0.08,up,7546.2,22.32,0.3,up,7286.7,38.59,0.53,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
03-Oct-25,28-Oct-25,POWERGRID,Holding,288.65,,,unchanged,300,unchanged,284.2,,,unchanged,1.57,unchanged,315.8,,,unchanged,9.41,unchanged,0.58,unchanged,55.97,unchanged,-0.41,unchanged,-0.26,unchanged,-0.15,unchanged,292.33,,,unchanged,285.64,,,unchanged,278.96,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,POWERGRID,Holding,286.75,,,unchanged,300,unchanged,284.95,,,unchanged,0.64,unchanged,315.05,,,unchanged,9.87,unchanged,0.65,unchanged,51.97,unchanged,-0.22,unchanged,-0.25,unchanged,0.03,unchanged,292.43,,,unchanged,285.72,,,unchanged,279.01,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,POWERGRID,Holding,289.65,1,0.35,up,300,unchanged,286.65,2.45,0.86,up,1.05,down,313.35,-2.45,-0.78,down,8.19,down,0.6,up,54.59,down,0.1,up,-0.18,up,0.28,up,292.74,0.41,0.14,up,286.03,0.39,0.14,up,279.32,0.36,0.13,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
08-Oct-25,28-Oct-25,POWERGRID,Holding,285,-1.75,-0.61,down,300,unchanged,282.85,-2.1,-0.74,down,0.77,up,317.15,2.1,0.67,up,11.29,up,0.55,down,49.46,down,0.05,up,-0.13,up,0.18,up,292.75,0.32,0.11,up,286.1,0.38,0.13,up,279.46,0.45,0.16,up,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,POWERGRID,Holding,285.75,-3.9,-1.35,down,300,unchanged,284.55,-2.1,-0.73,down,0.43,down,315.45,2.1,0.67,up,10.4,up,0.49,down,50.61,down,0.08,down,-0.09,up,0.17,down,292.75,0.01,0,up,286.26,0.23,0.08,up,279.77,0.45,0.16,up,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,POWERGRID,Holding,288.65,3.65,1.28,up,300,unchanged,287,4.15,1.47,up,0.58,down,313,-4.15,-1.31,down,8.44,down,0.49,down,54.53,up,0.34,up,0,up,0.35,up,292.99,0.24,0.08,up,286.38,0.28,0.1,up,279.77,0.31,0.11,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-Oct-25,28-Oct-25,POWERGRID,Holding,286.7,0.95,0.33,up,300,unchanged,285.45,0.9,0.32,up,0.44,up,314.55,-0.9,-0.29,down,9.72,down,0.47,down,50.24,down,0.31,up,0.06,up,0.25,up,292.89,0.14,0.05,up,286.3,0.04,0.01,up,279.72,-0.05,-0.02,down,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,POWERGRID,Holding,287,-1.65,-0.57,down,300,unchanged,285.8,-1.2,-0.42,down,0.42,down,314.2,1.2,0.38,up,9.48,up,0.46,down,52.07,down,0.38,up,0.12,up,0.26,down,292.97,-0.02,-0.01,down,286.37,-0.01,0,down,279.77,0,0,unchanged,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,POWERGRID,Holding,291.9,5.2,1.81,up,300,unchanged,289.65,4.2,1.47,up,0.78,up,310.35,-4.2,-1.34,down,6.33,down,0.5,up,56.47,up,0.71,up,0.24,up,0.47,up,293.35,0.46,0.16,up,286.5,0.2,0.07,up,279.65,-0.07,-0.03,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
16-Oct-25,28-Oct-25,POWERGRID,Holding,291.8,4.8,1.67,up,300,unchanged,289.85,4.05,1.42,up,0.68,up,310.15,-4.05,-1.29,down,6.29,down,0.49,up,57.57,up,1.03,up,0.4,up,0.63,up,293.97,1,0.34,up,286.73,0.36,0.13,up,279.5,-0.27,-0.1,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
17-Oct-25,28-Oct-25,POWERGRID,Holding,289.3,-2.6,-0.89,down,300,unchanged,288.8,-0.85,-0.29,down,0.18,down,311.2,0.85,0.27,up,7.57,up,0.44,down,54.14,down,1.1,up,0.54,up,0.56,up,294.05,0.7,0.24,up,286.76,0.26,0.09,up,279.48,-0.17,-0.06,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
20-Oct-25,28-Oct-25,POWERGRID,Holding,287.95,-3.85,-1.32,down,300,unchanged,288,-1.85,-0.64,down,-0.01,down,312,1.85,0.6,up,8.36,up,0.46,down,51.7,down,1.02,down,0.64,up,0.39,down,294.17,0.2,0.07,up,286.86,0.13,0.05,up,279.56,0.06,0.02,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
21-Oct-25,28-Oct-25,POWERGRID,Holding,288.7,-0.6,-0.21,down,300,unchanged,288.1,-0.7,-0.24,down,0.21,up,311.9,0.7,0.22,up,8.04,up,0.46,up,52.3,down,0.98,down,0.71,up,0.28,down,294.31,0.26,0.09,up,286.96,0.2,0.07,up,279.62,0.14,0.05,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
23-Oct-25,28-Oct-25,POWERGRID,Holding,289.15,1.2,0.42,up,300,unchanged,289.8,1.8,0.63,up,-0.22,down,310.2,-1.8,-0.58,down,7.28,down,0.45,down,53.91,up,1.02,unchanged,0.77,up,0.25,down,294.42,0.25,0.08,up,287.02,0.16,0.06,up,279.61,0.05,0.02,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,POWERGRID,Holding,288.7,0,0,unchanged,300,unchanged,288.15,0.05,0.02,up,0.19,down,311.85,-0.05,-0.02,down,8.02,down,0.42,down,51.84,down,1.05,up,0.86,up,0.19,down,293.64,-0.67,-0.23,down,286.78,-0.18,-0.06,down,279.91,0.29,0.1,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
27-Oct-25,28-Oct-25,POWERGRID,Holding,291,1.85,0.64,up,300,unchanged,291.35,1.55,0.53,up,-0.12,up,308.65,-1.55,-0.5,down,6.07,down,0.4,down,55.89,up,1.09,up,0.86,up,0.22,down,294.12,-0.3,-0.1,down,287.11,0.09,0.03,up,280.09,0.48,0.17,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
28-Oct-25,28-Oct-25,POWERGRID,Holding,288.5,-0.2,-0.07,down,300,unchanged,287.5,-0.65,-0.23,down,0.35,up,312.5,0.65,0.21,up,8.32,up,0.39,down,50.84,down,0.96,down,0.88,up,0.08,down,294.07,0.43,0.15,up,287.41,0.63,0.22,up,280.74,0.83,0.3,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
03-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,18219,,,unchanged,18000,unchanged,16731.05,,,unchanged,8.9,unchanged,19268.95,,,unchanged,5.77,unchanged,0.42,unchanged,37.84,unchanged,-317.26,unchanged,-193.89,unchanged,-123.37,unchanged,20364.52,,,unchanged,19162.45,,,unchanged,17960.38,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,18203,,,unchanged,20000,unchanged,19844.5,,,unchanged,-8.27,unchanged,20155.5,,,unchanged,10.73,unchanged,0.42,unchanged,37.65,unchanged,-343.24,unchanged,-223.76,unchanged,-119.48,unchanged,20397.14,,,unchanged,19130.1,,,unchanged,17863.06,,,unchanged,Consolidation (Res-Sup Inside BB Range)
07-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17601,-618,-3.39,down,20000,up,17552.75,821.7,4.91,up,0.28,down,22447.25,3178.3,16.49,up,27.54,up,0.31,down,31.81,down,-412.02,down,-261.41,down,-150.6,down,20505.05,140.53,0.69,up,19064.9,-97.55,-0.51,down,17624.75,-335.63,-1.87,down,Volatile Wide Range (BB within Res-Support)
08-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17819,-384,-2.11,down,20000,unchanged,17745.35,-2099.15,-10.58,down,0.42,up,22254.65,2099.15,10.41,up,24.9,up,0.29,down,35.84,down,-441.5,down,-297.43,down,-144.07,down,20553.87,156.73,0.77,up,19012.3,-117.8,-0.62,down,17470.73,-392.33,-2.2,down,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17776,175,0.99,up,20000,unchanged,17557,4.25,0.02,up,1.25,up,22443,-4.25,-0.02,down,26.26,down,0.28,down,35.27,up,-464.59,down,-330.86,down,-133.73,up,20521.07,16.02,0.08,up,18915.1,-149.8,-0.79,down,17309.13,-315.62,-1.79,down,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17635,-184,-1.03,down,20000,unchanged,17567.85,-177.5,-1,down,0.39,down,22432.15,177.5,0.8,up,27.21,up,0.26,down,34.46,down,-484.25,down,-361.54,down,-122.71,up,20501.74,-52.13,-0.25,down,18824.85,-187.45,-0.99,down,17147.96,-322.77,-1.85,down,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17800,24,0.14,up,18000,down,16939.25,-617.75,-3.52,down,5.09,up,19060.75,-3382.25,-15.07,down,7.09,down,0.25,down,37.01,up,-482.89,down,-385.81,down,-97.08,up,20375.92,-145.15,-0.71,down,18718.6,-196.5,-1.04,down,17061.28,-247.85,-1.43,down,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17440,-195,-1.11,down,20000,unchanged,17594.95,27.1,0.15,up,-0.88,down,22405.05,-27.1,-0.12,down,28.47,up,0.2,down,33.66,down,-503.04,down,-409.26,down,-93.78,up,20184.17,-317.57,-1.55,down,18582.15,-242.7,-1.29,down,16980.13,-167.83,-0.98,down,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17471,-329,-1.85,down,18000,unchanged,16859.8,-79.45,-0.47,down,3.63,down,19140.2,79.45,0.42,up,9.56,up,0.21,down,34.36,down,-510.14,down,-429.43,down,-80.71,up,19991.99,-383.93,-1.88,down,18457.65,-260.95,-1.39,down,16923.31,-137.97,-0.81,down,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17656,216,1.24,up,18000,down,17164.7,-430.25,-2.45,down,2.87,up,18835.3,-3569.75,-15.93,down,6.68,down,0.22,up,38.42,up,-492.99,up,-442.14,down,-50.84,up,19703.07,-481.1,-2.38,down,18337.2,-244.95,-1.32,down,16971.33,-8.8,-0.05,down,Consolidation (Res-Sup Inside BB Range)
17-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17410,-61,-0.35,down,18000,unchanged,17079.95,220.15,1.31,up,1.94,down,18920.05,-220.15,-1.15,down,8.68,down,0.25,up,35.51,up,-494.74,up,-452.66,down,-42.08,up,19571.46,-420.53,-2.1,down,18240.2,-217.45,-1.18,down,16908.94,-14.37,-0.08,down,Consolidation (Res-Sup Inside BB Range)
20-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17457,-199,-1.13,down,18000,unchanged,17207.5,42.8,0.25,up,1.45,down,18792.5,-42.8,-0.23,down,7.66,up,0.24,up,35.77,down,-489.45,up,-460.02,down,-29.43,up,19483.89,-219.18,-1.11,down,18161.55,-175.65,-0.96,down,16839.21,-132.12,-0.78,down,Consolidation (Res-Sup Inside BB Range)
21-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17472,62,0.36,up,18000,unchanged,17225.25,145.3,0.85,up,1.44,down,18774.75,-145.3,-0.77,down,7.46,down,0.25,unchanged,36.09,up,-478.52,up,-463.72,down,-14.8,up,19364.31,-207.15,-1.06,down,18080.6,-159.6,-0.87,down,16796.89,-112.05,-0.66,down,Consolidation (Res-Sup Inside BB Range)
23-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17075,-382,-2.19,down,18000,unchanged,17930.15,722.65,4.2,up,-4.77,down,18069.85,-722.65,-3.85,down,5.83,down,0.17,down,31.64,down,-495.78,down,-470.13,down,-25.65,up,19267.59,-216.3,-1.11,down,17984.6,-176.95,-0.97,down,16701.61,-137.6,-0.82,down,Consolidation (Res-Sup Inside BB Range)
24-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,16760,-712,-4.08,down,18000,unchanged,16734.25,-491,-2.85,down,0.15,down,19265.75,491,2.62,up,14.95,up,0.18,down,28.65,down,-615.07,down,-556.57,down,-58.5,down,19172.28,-192.03,-0.99,down,17873.1,-207.5,-1.15,down,16573.92,-222.97,-1.33,down,Neutral (BB_MID Between Res-Sup)
27-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,16614,-461,-2.7,down,18000,unchanged,16792.75,-1137.4,-6.34,down,-1.06,up,19207.25,1137.4,6.29,up,15.61,up,0.23,up,27.63,down,-556.55,down,-496.71,down,-59.84,down,18997.09,-270.5,-1.4,down,17745.7,-238.9,-1.33,down,16494.31,-207.3,-1.24,down,Neutral (BB_MID Between Res-Sup)
