Date,expiryDate,Symbol,Type,CMP,CMP_chg,CMP_pct_chg,CMP_trend,strikePrice,strikePrice_trend,Support,Support_chg,Support_pct_chg,Support_trend,Dist_from_Support,Dist_from_Support_trend,Resistance,Resistance_chg,Resistance_pct_chg,Resistance_trend,Dist_from_Resist,Dist_from_Resist_trend,PCR,PCR_trend,RSI,RSI_trend,MACD,MACD_trend,MACD_Signal,MACD_Signal_trend,MACD_Hist,MACD_Hist_trend,BB_HI,BB_HI_chg,BB_HI_pct_chg,BB_HI_trend,BB_MID,BB_MID_chg,BB_MID_pct_chg,BB_MID_trend,BB_LO,BB_LO_chg,BB_LO_pct_chg,BB_LO_trend,BB-FnO
03-Oct-25,28-Oct-25,360ONE,Non-Hld,1047.1,,,unchanged,1100,unchanged,1029.45,,,unchanged,1.72,unchanged,1170.55,,,unchanged,11.79,unchanged,0.95,unchanged,49.54,unchanged,-9.88,unchanged,-8.81,unchanged,-1.07,unchanged,1109.09,,,unchanged,1052.01,,,unchanged,994.93,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,360ONE,Non-Hld,1059.5,,,unchanged,1100,unchanged,1033.15,,,unchanged,2.56,unchanged,1166.85,,,unchanged,10.14,unchanged,0.79,unchanged,52.79,unchanged,-7.39,unchanged,-8.52,unchanged,1.13,unchanged,1110.1,,,unchanged,1053.25,,,unchanged,996.4,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,360ONE,Non-Hld,1067,19.9,1.9,up,1100,unchanged,1036.75,7.3,0.71,up,2.92,up,1163.25,-7.3,-0.62,down,9.03,down,0.73,down,54.47,up,-4.81,up,-7.78,up,2.97,up,1111.65,2.56,0.23,up,1054.72,2.71,0.26,up,997.79,2.86,0.29,up,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,360ONE,Non-Hld,1085.9,26.4,2.49,up,1100,unchanged,1038.1,4.95,0.48,up,4.61,up,1161.9,-4.95,-0.42,down,7,down,0.68,down,58.11,up,-1.46,up,-6.52,up,5.06,up,1114.99,4.89,0.44,up,1056.79,3.54,0.34,up,998.59,2.19,0.22,up,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,360ONE,Non-Hld,1081.7,14.7,1.38,up,1100,unchanged,1040.75,4,0.39,up,3.94,up,1159.25,-4,-0.34,down,7.17,down,0.69,down,57.83,up,1.11,up,-4.99,up,6.1,up,1115.84,4.19,0.38,up,1057.11,2.39,0.23,up,998.38,0.59,0.06,up,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,360ONE,Non-Hld,1093.2,7.3,0.67,up,1100,unchanged,1042.15,4.05,0.39,up,4.9,up,1157.85,-4.05,-0.35,down,5.92,down,0.69,up,60.3,up,3.97,up,-3.2,up,7.17,up,1120.03,5.04,0.45,up,1059.01,2.22,0.21,up,997.99,-0.6,-0.06,down,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,360ONE,Non-Hld,1100,18.3,1.69,up,1100,unchanged,1042.6,1.85,0.18,up,5.51,up,1157.4,-1.85,-0.16,down,5.22,down,0.55,down,61.72,up,6.66,up,-1.23,up,7.89,up,1124.3,8.46,0.76,up,1060.64,3.53,0.33,up,996.98,-1.4,-0.14,down,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,360ONE,Non-Hld,1122,28.8,2.63,up,1100,unchanged,1038.4,-3.75,-0.36,down,8.06,up,1161.6,3.75,0.32,up,3.53,down,0.5,down,66.84,up,10.72,up,1.16,up,9.55,up,1132.56,12.53,1.12,up,1063.03,4.02,0.38,up,993.49,-4.5,-0.45,down,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,360ONE,Non-Hld,1161,61,5.55,up,1100,unchanged,1021.2,-21.4,-2.05,down,13.69,up,1178.8,21.4,1.85,up,1.54,down,0.6,up,72.19,up,16.46,up,4.22,up,12.24,up,1147.27,22.97,2.04,up,1066.49,5.85,0.55,up,985.71,-11.27,-1.13,down,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,360ONE,Non-Hld,1169.7,47.7,4.25,up,1100,unchanged,1014.55,-23.85,-2.3,down,15.3,up,1185.45,23.85,2.05,up,1.35,down,0.59,up,73.73,up,21.68,up,7.71,up,13.96,up,1161.75,29.19,2.58,up,1069.93,6.9,0.65,up,978.11,-15.38,-1.55,down,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,360ONE,Non-Hld,1167,6,0.52,up,1200,up,1139.4,118.2,11.57,up,2.43,down,1260.6,81.8,6.94,up,8.03,up,0.58,down,71.16,down,24.97,up,11.16,up,13.81,up,1173.01,25.74,2.24,up,1073.07,6.58,0.62,up,973.13,-12.58,-1.28,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
20-Oct-25,28-Oct-25,360ONE,Non-Hld,1190.6,20.9,1.79,up,1200,up,1157.85,143.3,14.12,up,2.83,down,1242.15,56.7,4.78,up,4.33,up,0.51,down,73.78,up,28.73,up,14.68,up,14.05,up,1189.1,27.35,2.35,up,1078.2,8.27,0.77,up,967.29,-10.82,-1.11,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
21-Oct-25,28-Oct-25,360ONE,Non-Hld,1172,5,0.43,up,1200,unchanged,1155.3,15.9,1.4,up,1.45,down,1244.7,-15.9,-1.26,down,6.21,down,0.46,down,70.8,down,30.72,up,17.89,up,12.84,down,1202.26,29.25,2.49,up,1084.45,11.38,1.06,up,966.63,-6.5,-0.67,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
23-Oct-25,28-Oct-25,360ONE,Non-Hld,1180,-10.6,-0.89,down,1200,unchanged,1161.6,3.75,0.32,up,1.58,down,1238.4,-3.75,-0.3,down,4.95,up,0.61,up,71.36,down,32.21,up,20.75,up,11.46,down,1213.11,24.01,2.02,up,1092.41,14.21,1.32,up,971.71,4.42,0.46,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,360ONE,Non-Hld,1184.1,12.1,1.03,up,1200,unchanged,1173.4,18.1,1.57,up,0.91,down,1226.6,-18.1,-1.45,down,3.59,down,0.64,up,72.45,up,37.4,up,25.49,up,11.91,down,1223.61,21.35,1.78,up,1100.37,15.92,1.47,up,977.13,10.5,1.09,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
27-Oct-25,28-Oct-25,360ONE,Non-Hld,1167.8,-12.2,-1.03,down,1140,down,1107.65,-53.95,-4.64,down,5.43,up,1172.35,-66.05,-5.33,down,0.39,down,0.67,up,69.62,down,33.51,up,25.26,up,8.26,down,1224.26,11.15,0.92,up,1102.61,10.2,0.93,up,980.95,9.24,0.95,up,Consolidation (Res-Sup Inside BB Range)
28-Oct-25,28-Oct-25,360ONE,Non-Hld,1169.8,-14.3,-1.21,down,1140,down,1107.65,-65.75,-5.6,down,5.61,up,1172.35,-54.25,-4.42,down,0.22,down,0.67,up,69.1,down,33.14,down,26.83,up,6.3,down,1226.29,2.68,0.22,up,1111.36,10.99,1,up,996.42,19.29,1.97,up,Consolidation (Res-Sup Inside BB Range)
03-Oct-25,28-Oct-25,ABB,Holding,5190,,,unchanged,5200,unchanged,4950.15,,,unchanged,4.85,unchanged,5449.85,,,unchanged,5.01,unchanged,0.72,unchanged,44.49,unchanged,-8.37,unchanged,3.14,unchanged,-11.51,unchanged,5450.37,,,unchanged,5248.96,,,unchanged,5047.55,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,ABB,Holding,5233,,,unchanged,5200,unchanged,4947.8,,,unchanged,5.77,unchanged,5452.2,,,unchanged,4.19,unchanged,0.61,unchanged,48.1,unchanged,-8.58,unchanged,0.8,unchanged,-9.37,unchanged,5446.85,,,unchanged,5253.99,,,unchanged,5061.13,,,unchanged,Volatile Wide Range (BB within Res-Support)
07-Oct-25,28-Oct-25,ABB,Holding,5224,34,0.66,up,5300,up,5039.1,88.95,1.8,up,3.67,down,5560.9,111.05,2.04,up,6.45,up,0.63,down,48.26,up,-8.52,down,-1.07,down,-7.45,up,5441.39,-8.98,-0.16,down,5259.55,10.59,0.2,up,5077.71,30.16,0.6,up,Volatile Wide Range (BB within Res-Support)
08-Oct-25,28-Oct-25,ABB,Holding,5110.5,-122.5,-2.34,down,5300,up,5000.05,52.25,1.06,up,2.21,down,5599.95,147.75,2.71,up,9.58,up,0.62,up,40.28,down,-15.64,down,-3.98,down,-11.66,down,5441.7,-5.15,-0.09,down,5259.38,5.39,0.1,up,5077.06,15.93,0.31,up,Volatile Wide Range (BB within Res-Support)
09-Oct-25,28-Oct-25,ABB,Holding,5151,-73,-1.4,down,5300,unchanged,5035.3,-3.8,-0.08,down,2.3,down,5564.7,3.8,0.07,up,8.04,up,0.63,unchanged,42.31,down,-19.6,down,-7.11,down,-12.5,down,5442.69,1.3,0.02,up,5258.61,-0.94,-0.02,down,5074.53,-3.18,-0.06,down,Volatile Wide Range (BB within Res-Support)
10-Oct-25,28-Oct-25,ABB,Holding,5188,77.5,1.52,up,5300,unchanged,5062.75,62.7,1.25,up,2.48,up,5537.25,-62.7,-1.12,down,6.74,down,0.65,up,46.6,up,-19.33,down,-9.55,down,-9.78,up,5443.02,1.32,0.02,up,5257,-2.38,-0.05,down,5070.99,-6.07,-0.12,down,Volatile Wide Range (BB within Res-Support)
13-Oct-25,28-Oct-25,ABB,Holding,5130,-21,-0.41,down,5300,unchanged,5053.1,17.8,0.35,up,1.53,down,5546.9,-17.8,-0.32,down,8.13,up,0.63,unchanged,43.23,up,-21.97,down,-12.04,down,-9.94,up,5444,1.31,0.02,up,5251.95,-6.66,-0.13,down,5059.9,-14.63,-0.29,down,Volatile Wide Range (BB within Res-Support)
14-Oct-25,28-Oct-25,ABB,Holding,5100,-88,-1.7,down,5300,unchanged,5037.3,-25.45,-0.5,down,1.25,down,5562.7,25.45,0.46,up,9.08,up,0.6,down,40.9,down,-26.03,down,-14.83,down,-11.19,down,5436.95,-6.07,-0.11,down,5240.98,-16.02,-0.3,down,5045.02,-25.97,-0.51,down,Volatile Wide Range (BB within Res-Support)
15-Oct-25,28-Oct-25,ABB,Holding,5181.5,51.5,1,up,5200,down,5007.6,-45.5,-0.9,down,3.48,up,5392.4,-154.5,-2.79,down,4.08,down,0.6,down,46.84,up,-24.6,down,-16.79,down,-7.81,up,5423.71,-20.29,-0.37,down,5232.21,-19.74,-0.38,down,5040.71,-19.19,-0.38,down,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,ABB,Holding,5200,100,1.96,up,5200,down,5013.8,-23.5,-0.47,down,3.72,up,5386.2,-176.5,-3.17,down,3.59,down,0.66,up,50.64,up,-20.12,up,-17.45,down,-2.67,up,5401.66,-35.29,-0.65,down,5223.52,-17.46,-0.33,down,5045.38,0.36,0.01,up,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,ABB,Holding,5200,18.5,0.36,up,5300,up,5114.15,106.55,2.13,up,1.68,down,5485.85,93.45,1.73,up,5.5,up,0.63,up,49.65,up,-17.19,up,-17.4,down,0.21,up,5360.98,-62.73,-1.16,down,5211.82,-20.39,-0.39,down,5062.66,21.95,0.44,up,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,ABB,Holding,5235,35,0.67,up,5300,up,5145.5,131.7,2.63,up,1.74,down,5454.5,68.3,1.27,up,4.2,up,0.63,down,52.6,up,-12.34,up,-16.39,up,4.05,up,5310.05,-91.61,-1.7,down,5201.55,-21.97,-0.42,down,5093.05,47.67,0.94,up,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,ABB,Holding,5232,32,0.62,up,5300,unchanged,5151.65,37.5,0.73,up,1.56,down,5448.35,-37.5,-0.68,down,4.14,down,0.64,up,53.45,up,-7.72,up,-14.65,up,6.93,up,5277.37,-83.61,-1.56,down,5195.41,-16.41,-0.31,down,5113.45,50.79,1,up,Neutral (BB_MID Between Res-Sup)
23-Oct-25,28-Oct-25,ABB,Holding,5169.5,-65.5,-1.25,down,5300,unchanged,5135.5,-10,-0.19,down,0.66,down,5464.5,10,0.18,up,5.71,up,0.64,up,47.19,down,-8.68,up,-13.46,up,4.78,up,5256.52,-53.53,-1.01,down,5189.55,-12,-0.23,down,5122.58,29.53,0.58,up,Neutral (BB_MID Between Res-Sup)
24-Oct-25,28-Oct-25,ABB,Holding,5180,-52,-0.99,down,5300,unchanged,5146.7,-4.95,-0.1,down,0.65,down,5453.3,4.95,0.09,up,5.28,up,0.54,down,47.14,down,-12.91,down,-16.89,down,3.98,down,5250.07,-27.3,-0.52,down,5186.74,-8.67,-0.17,down,5123.4,9.95,0.19,up,Neutral (BB_MID Between Res-Sup)
27-Oct-25,28-Oct-25,ABB,Holding,5233,63.5,1.23,up,5300,unchanged,5220.9,85.4,1.66,up,0.23,down,5379.1,-85.4,-1.56,down,2.79,down,0.56,down,53.31,up,-5.27,up,-11.17,up,5.9,up,5255.57,-0.95,-0.02,down,5188.6,-0.95,-0.02,down,5121.63,-0.95,-0.02,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
28-Oct-25,28-Oct-25,ABB,Holding,5182.5,2.5,0.05,up,5400,up,5157.95,11.25,0.22,up,0.48,down,5642.05,188.75,3.46,up,8.87,up,0.64,up,46.85,down,-6.97,up,-10.33,up,3.36,down,5255.58,5.51,0.1,up,5188.7,1.96,0.04,up,5121.83,-1.57,-0.03,down,Neutral (BB_MID Between Res-Sup)
03-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,304.5,,,unchanged,300,unchanged,280.8,,,unchanged,8.45,unchanged,319.2,,,unchanged,4.83,unchanged,0.43,unchanged,64.88,unchanged,4.3,unchanged,3.48,unchanged,0.82,unchanged,300.48,,,unchanged,289.82,,,unchanged,279.16,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,304.75,,,unchanged,300,unchanged,281.7,,,unchanged,8.19,unchanged,318.3,,,unchanged,4.45,unchanged,0.91,unchanged,64.94,unchanged,4.94,unchanged,3.77,unchanged,1.17,unchanged,302.53,,,unchanged,290.97,,,unchanged,279.41,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,302.7,-1.8,-0.59,down,300,unchanged,282.5,1.7,0.61,up,7.16,down,317.5,-1.7,-0.53,down,4.89,up,0.63,up,64.26,down,5.34,up,4.08,up,1.25,up,304.43,3.95,1.31,up,291.7,1.88,0.65,up,278.97,-0.19,-0.07,down,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,295.25,-9.5,-3.12,down,300,unchanged,282.6,0.9,0.32,up,4.48,down,317.4,-0.9,-0.28,down,7.51,up,0.56,down,54.89,down,4.93,down,4.25,up,0.68,down,304.76,2.23,0.74,up,291.98,1.01,0.35,up,279.19,-0.22,-0.08,down,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,298.1,-4.6,-1.52,down,300,unchanged,284.25,1.75,0.62,up,4.88,down,315.75,-1.75,-0.55,down,5.93,up,0.57,down,57.09,down,4.77,down,4.36,up,0.41,down,305.37,0.94,0.31,up,292.49,0.79,0.27,up,279.62,0.65,0.23,up,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,293.7,-1.55,-0.52,down,300,unchanged,283.8,1.2,0.42,up,3.49,down,316.2,-1.2,-0.38,down,7.67,up,0.53,down,52.39,down,4.23,down,4.33,up,-0.1,down,305.49,0.73,0.24,up,292.66,0.68,0.23,up,279.83,0.64,0.23,up,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,300,1.9,0.64,up,300,unchanged,285.05,0.8,0.28,up,5.25,up,314.95,-0.8,-0.25,down,4.99,down,0.56,down,57.11,up,4.21,down,4.31,down,-0.1,down,306.15,0.78,0.26,up,293.04,0.55,0.19,up,279.93,0.31,0.11,up,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,297.1,3.4,1.16,up,300,unchanged,285.35,1.55,0.55,up,4.12,up,314.65,-1.55,-0.49,down,5.91,down,0.55,up,56.01,up,4.06,down,4.26,down,-0.2,down,306.64,1.15,0.38,up,293.4,0.74,0.25,up,280.17,0.34,0.12,up,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,303.3,3.3,1.1,up,300,unchanged,286,0.95,0.33,up,6.05,up,314,-0.95,-0.3,down,3.53,down,0.57,up,60.32,up,4.33,up,4.27,down,0.06,up,307.91,1.76,0.57,up,294.08,1.04,0.35,up,280.25,0.32,0.11,up,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,300,2.9,0.98,up,300,unchanged,287.25,1.9,0.67,up,4.44,up,312.75,-1.9,-0.6,down,4.25,down,0.57,up,56.52,up,4.22,up,4.26,unchanged,-0.04,up,308.12,1.48,0.48,up,294.88,1.48,0.5,up,281.64,1.47,0.52,up,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,299.4,-3.9,-1.29,down,300,unchanged,288.6,2.6,0.91,up,3.75,down,311.4,-2.6,-0.83,down,4.01,up,0.55,down,55.77,down,4.03,down,4.22,down,-0.19,down,308.54,0.63,0.2,up,295.3,1.22,0.41,up,282.06,1.81,0.65,up,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,305.5,5.5,1.83,up,300,unchanged,288.7,1.45,0.5,up,5.82,up,311.3,-1.45,-0.46,down,1.9,down,0.61,up,60.66,up,4.32,up,4.24,down,0.08,up,309.73,1.61,0.52,up,296.11,1.23,0.42,up,282.5,0.86,0.31,up,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,303.2,3.8,1.27,up,300,unchanged,291.8,3.2,1.11,up,3.91,up,308.2,-3.2,-1.03,down,1.65,down,0.63,up,60.07,up,4.45,up,4.28,up,0.17,up,310.55,2.01,0.65,up,296.95,1.65,0.56,up,283.34,1.28,0.45,up,Consolidation (Res-Sup Inside BB Range)
23-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,308,2.5,0.82,up,300,unchanged,289.1,0.4,0.14,up,6.54,up,310.9,-0.4,-0.13,down,0.94,down,0.8,up,62.55,up,4.76,up,4.37,up,0.38,up,311.94,2.21,0.71,up,297.77,1.66,0.56,up,283.61,1.11,0.39,up,Consolidation (Res-Sup Inside BB Range)
24-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,305.7,2.5,0.82,up,300,unchanged,292.25,0.45,0.15,up,4.6,up,307.75,-0.45,-0.15,down,0.67,down,0.78,up,60.19,up,5.75,up,5.38,up,0.38,up,312.84,2.29,0.74,up,298.49,1.54,0.52,up,284.13,0.79,0.28,up,Consolidation (Res-Sup Inside BB Range)
27-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,310.75,2.75,0.89,up,300,unchanged,289,-0.1,-0.03,down,7.53,up,311,0.1,0.03,up,0.08,down,0.95,up,63.84,up,5.14,up,4.6,up,0.54,up,313.89,1.95,0.63,up,299.7,1.93,0.65,up,285.5,1.89,0.67,up,Consolidation (Res-Sup Inside BB Range)
28-Oct-25,28-Oct-25,ABCAPITAL,Non-Hld,313.45,7.75,2.54,up,300,unchanged,285.95,-6.3,-2.16,down,9.62,up,314.05,6.3,2.05,up,0.19,down,1.09,up,65.23,up,5.5,down,4.78,down,0.72,up,313.08,0.24,0.08,up,301.38,2.89,0.97,up,289.68,5.55,1.95,up,Volatile Wide Range (BB within Res-Support)
03-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,927.75,,,unchanged,1000,unchanged,906.35,,,unchanged,2.37,unchanged,1093.65,,,unchanged,17.89,unchanged,0.52,unchanged,66.14,unchanged,24.94,unchanged,20.94,unchanged,4,unchanged,951.07,,,unchanged,853.91,,,unchanged,756.75,,,unchanged,Moderate Uptrend (Sup Near BB_MID to BB_HI)
06-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,927.75,,,unchanged,1000,unchanged,906.35,,,unchanged,2.37,unchanged,1093.65,,,unchanged,17.89,unchanged,0.52,unchanged,67.84,unchanged,26.86,unchanged,22.12,unchanged,4.74,unchanged,953.48,,,unchanged,862.44,,,unchanged,771.41,,,unchanged,Moderate Uptrend (Sup Near BB_MID to BB_HI)
07-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,918.15,-9.6,-1.03,down,1000,unchanged,906.95,0.6,0.07,up,1.24,down,1093.05,-0.6,-0.05,down,19.05,up,0.61,up,65.22,down,27.44,up,23.18,up,4.26,up,954.66,3.59,0.38,up,869.58,15.67,1.84,up,784.51,27.76,3.67,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
08-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,913.3,-14.45,-1.56,down,1000,unchanged,993,86.65,9.56,up,-8.02,down,1007,-86.65,-7.92,down,10.26,down,0.6,up,63.5,down,27.19,up,23.99,up,3.21,down,955.26,1.78,0.19,up,875.58,13.14,1.52,up,795.89,24.48,3.17,up,Strong Uptrend (Both Above BB_HI)
09-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,931.8,13.65,1.49,up,1000,unchanged,914.25,7.3,0.8,up,1.92,up,1085.75,-7.3,-0.67,down,16.53,down,0.62,up,66.89,up,28.12,up,24.81,up,3.31,down,959.22,4.56,0.48,up,881.58,12,1.38,up,803.95,19.44,2.48,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
10-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,928.25,14.95,1.64,up,1000,unchanged,915.4,-77.6,-7.81,down,1.41,up,1084.6,77.6,7.71,up,16.85,up,0.6,unchanged,64.69,up,28.04,up,25.46,up,2.58,down,960.48,5.22,0.55,up,887.19,11.61,1.33,up,813.9,18.01,2.26,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,936.3,4.5,0.48,up,1000,unchanged,924.95,10.7,1.17,up,1.23,down,1075.05,-10.7,-0.99,down,14.82,down,0.6,down,66.95,up,28.59,up,26.08,up,2.51,down,964.05,4.83,0.5,up,892.58,11,1.25,up,821.11,17.16,2.13,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
14-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,930.75,2.5,0.27,up,1000,unchanged,911.4,-4,-0.44,down,2.13,up,1088.6,4,0.37,up,16.96,up,0.6,unchanged,65.46,up,28.39,up,26.55,up,1.85,down,966.25,5.77,0.6,up,897.41,10.22,1.15,up,828.57,14.67,1.8,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
15-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,948,11.7,1.25,up,1000,unchanged,926.55,1.6,0.17,up,2.32,up,1073.45,-1.6,-0.15,down,13.24,down,0.64,up,67.54,up,28.75,up,26.99,up,1.76,down,968.52,4.47,0.46,up,902.79,10.21,1.14,up,837.06,15.95,1.94,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
16-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,945,14.25,1.53,up,1000,unchanged,931.5,20.1,2.21,up,1.45,down,1068.5,-20.1,-1.85,down,13.07,down,0.64,up,68.28,up,28.99,up,27.39,up,1.61,down,967.3,1.05,0.11,up,908.87,11.46,1.28,up,850.43,21.86,2.64,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
17-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,928.9,-19.1,-2.01,down,1000,unchanged,921.6,-4.95,-0.53,down,0.8,down,1078.4,4.95,0.46,up,16.1,up,0.63,down,60.99,down,27.4,down,27.39,up,0.01,down,962.47,-6.05,-0.62,down,913.47,10.68,1.18,up,864.47,27.41,3.27,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
20-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,937,-8,-0.85,down,1000,unchanged,931.05,-0.45,-0.05,down,0.64,down,1068.95,0.45,0.04,up,14.09,up,0.63,down,62.72,down,26.43,down,27.2,down,-0.77,down,963.5,-3.8,-0.39,down,916.47,7.6,0.84,up,869.43,19,2.23,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
21-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,934,5.1,0.55,up,1000,unchanged,932.85,11.25,1.22,up,0.13,down,1067.15,-11.25,-1.04,down,14.26,down,0.64,up,62.48,up,25.32,down,26.82,down,-1.5,down,963.37,0.9,0.09,up,916.42,2.95,0.32,up,869.47,5,0.58,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
23-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,952.8,15.8,1.69,up,1000,unchanged,944.1,13.05,1.4,up,0.92,up,1055.9,-13.05,-1.22,down,10.82,down,0.66,up,66.22,up,25.43,down,26.54,down,-1.11,down,967.19,3.69,0.38,up,917.79,1.32,0.14,up,868.38,-1.05,-0.12,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,944.2,10.2,1.09,up,1000,unchanged,938.4,5.55,0.59,up,0.62,up,1061.6,-5.55,-0.52,down,12.43,down,0.67,up,62.77,up,29.18,up,30.54,up,-1.36,up,969.38,6.01,0.62,up,920.55,4.13,0.45,up,871.71,2.24,0.26,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
27-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,945.05,-7.75,-0.81,down,1000,unchanged,997.95,53.85,5.7,up,-5.3,down,1002.05,-53.85,-5.1,down,6.03,down,0.62,down,63.3,down,23.8,down,25.68,down,-1.88,down,971.65,4.46,0.46,up,923.16,5.37,0.59,up,874.66,6.28,0.72,up,Strong Uptrend (Both Above BB_HI)
28-Oct-25,28-Oct-25,ADANIENSOL,Non-Hld,923,-21.2,-2.25,down,1000,unchanged,926.35,-12.05,-1.28,down,-0.36,down,1073.65,12.05,1.14,up,16.32,up,0.65,down,53.48,down,20.91,down,24.73,down,-3.82,down,969.4,0.02,0,up,925.25,4.7,0.51,up,881.11,9.4,1.08,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
03-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2586.1,,,unchanged,2600,unchanged,2448.7,,,unchanged,5.62,unchanged,2751.3,,,unchanged,6.39,unchanged,0.55,unchanged,63.09,unchanged,58.28,unchanged,49.13,unchanged,9.15,unchanged,2705.33,,,unchanged,2469.48,,,unchanged,2233.62,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2573,,,unchanged,2600,unchanged,2452.1,,,unchanged,4.94,unchanged,2747.9,,,unchanged,6.8,unchanged,0.58,unchanged,60.89,unchanged,57.31,unchanged,50.77,unchanged,6.54,unchanged,2707.38,,,unchanged,2484.08,,,unchanged,2260.78,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2556.5,-29.6,-1.14,down,2600,unchanged,2446.5,-2.2,-0.09,down,4.5,down,2753.5,2.2,0.08,up,7.71,up,0.59,up,56.83,down,53.4,down,51.29,up,2.11,down,2705.42,0.09,0,up,2495.64,26.16,1.06,up,2285.87,52.25,2.34,up,Neutral (BB_MID Between Res-Sup)
