Date,expiryDate,Symbol,Type,CMP,CMP_chg,CMP_pct_chg,CMP_trend,strikePrice,strikePrice_trend,Support,Support_chg,Support_pct_chg,Support_trend,Dist_from_Support,Dist_from_Support_trend,Resistance,Resistance_chg,Resistance_pct_chg,Resistance_trend,Dist_from_Resist,Dist_from_Resist_trend,PCR,PCR_trend,RSI,RSI_trend,MACD,MACD_trend,MACD_Signal,MACD_Signal_trend,MACD_Hist,MACD_Hist_trend,BB_HI,BB_HI_chg,BB_HI_pct_chg,BB_HI_trend,BB_MID,BB_MID_chg,BB_MID_pct_chg,BB_MID_trend,BB_LO,Sentiment,Call_B,Call_S,Puts_W,Puts_L,Call_W,Call_L,Puts_B,Puts_S,Tot_Strikes,BB-FnO
13-10-2025,28-Oct-25,KAYNES,Non-Hld,6865,-719,-9.48,down,7000,unchanged,6548.8,287.9,4.6,up,4.83,down,7451.2,-287.9,-3.72,down,8.54,up,0.43,down,43.65,down,98.59,down,173.97,down,-75.38,down,7572.58,28.02,0.37,up,7219.85,-12.9,-0.18,down,6867.12,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,KEI,Non-Hld,4312,107,2.54,up,4300,up,4041.85,98.25,2.49,up,6.69,up,4558.15,101.75,2.28,up,5.71,down,0.79,down,66.42,up,64.35,up,49.35,up,15,up,4312.86,89.45,2.12,up,4149.59,38.82,0.94,up,3986.32,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,KFINTECH,Holding,1148.5,97.3,9.26,up,1100,unchanged,1015.9,1.8,0.18,up,13.06,up,1184.1,-1.8,-0.15,down,3.1,down,0.7,up,61.84,up,-6.07,up,-11.11,down,5.04,up,1148.68,2.61,0.23,up,1082.79,-6.45,-0.59,down,1016.9,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,KOTAKBANK,Non-Hld,2151.4,25.4,1.19,up,2100,unchanged,2011.05,-1,-0.05,down,6.98,up,2188.95,1,0.05,up,1.75,down,1.03,down,68.96,up,38.51,up,25.62,up,12.89,down,2178.66,49.07,2.3,up,2061.15,34.32,1.69,up,1943.64,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,KPITTECH,Non-Hld,1155,-15.5,-1.32,down,1200,up,1128.1,107.4,10.52,up,2.39,down,1271.9,92.6,7.85,up,10.13,up,0.66,down,40.14,down,-22.91,down,-17.09,down,-5.82,up,1323.95,-14.27,-1.07,down,1209.13,-20.54,-1.67,down,1094.31,,,,,,,,,,,Consolidation (Res-Sup Inside BB Range)
13-10-2025,28-Oct-25,LAURUSLABS,Non-Hld,874.05,11.1,1.29,up,900,unchanged,842.3,1.7,0.2,up,3.77,up,957.7,-1.7,-0.18,down,9.58,down,0.57,down,50.6,up,-2.72,up,-1.15,down,-1.57,up,934.98,-5.12,-0.54,down,880.35,-6.01,-0.68,down,825.71,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,LICHSGFIN,Non-Hld,572,5,0.88,up,600,unchanged,569.05,5.35,0.95,up,0.52,down,630.95,-5.35,-0.84,down,10.31,down,0.72,down,51.39,up,-0.57,down,0.23,down,-0.8,down,592.57,-0.55,-0.09,down,574.08,0.76,0.13,up,555.58,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,LICI,Non-Hld,898.2,-13.15,-1.44,down,900,down,867.25,-41.85,-4.6,down,3.57,up,932.75,-158.15,-14.5,down,3.85,down,0.42,down,52.23,down,3.52,down,3.35,up,0.18,down,913.66,-1.22,-0.13,down,894.99,3.99,0.45,up,876.33,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,LODHA,Non-Hld,1157,12,1.05,up,1160,down,1096.4,-17.45,-1.57,down,5.53,up,1223.6,-62.55,-4.86,down,5.76,down,0.63,down,45.83,up,-19.93,up,-22.57,up,2.65,up,1230.61,-2.36,-0.19,down,1163.66,-6.71,-0.57,down,1096.7,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,LT,Non-Hld,3765.5,35,0.94,up,3800,unchanged,3698.6,28.3,0.77,up,1.81,up,3901.4,-28.3,-0.72,down,3.61,down,0.46,down,63.64,up,41.65,up,33.57,up,8.07,up,3793.83,14.27,0.38,up,3696.04,42.9,1.17,up,3598.24,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-10-2025,28-Oct-25,LTF,Non-Hld,266.99,7.99,3.08,up,260,up,243.45,12.45,5.39,up,9.67,down,276.55,7.55,2.81,up,3.59,down,0.93,down,69.83,down,8.95,down,8.72,up,0.23,down,267.46,4.19,1.59,up,250.47,5.17,2.11,up,233.47,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,LTIM,Non-Hld,5476,213,4.05,up,5500,up,5209.6,230.6,4.63,up,5.12,down,5790.4,169.4,3.01,up,5.75,down,0.76,up,64.79,up,46.56,up,18.33,up,28.22,up,5577.92,66.87,1.21,up,5302,31.48,0.6,up,5026.08,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,LUPIN,Non-Hld,1965.1,42.1,2.19,up,2000,unchanged,1920.6,24.2,1.28,up,2.32,up,2079.4,-24.2,-1.15,down,5.82,down,0.71,up,51.82,up,-5.36,up,-3.02,down,-2.35,up,2074.51,-5.53,-0.27,down,1978.66,-8.68,-0.44,down,1882.81,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,M%26M,Non-Hld,3457,-40,-1.14,down,3600,up,3418.75,76.1,2.28,up,1.12,down,3781.25,123.9,3.39,up,9.38,up,0.47,down,49.12,down,0.74,down,15.65,down,-14.92,up,3667.5,-43.73,-1.18,down,3511.29,-35.12,-0.99,down,3355.09,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,MANAPPURAM,Non-Hld,286.45,-4.65,-1.6,down,300,up,281.95,9.25,3.39,up,1.6,down,318.05,10.75,3.5,up,11.04,up,0.61,up,51.2,down,2.44,down,3.09,down,-0.65,unchanged,298.66,0.55,0.18,up,288.37,0.02,0.01,up,278.08,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,MANKIND,Non-Hld,2436.1,-50.8,-2.04,down,2600,unchanged,2411.65,-24.85,-1.02,down,1.02,down,2788.35,24.85,0.9,up,14.46,up,0.43,down,39.45,down,-27.26,down,-21.18,down,-6.08,up,2651.65,-26.08,-0.97,down,2514.06,-26.99,-1.06,down,2376.48,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,MARICO,Non-Hld,712.9,-1.8,-0.25,down,740,unchanged,709.4,2.85,0.4,up,0.5,down,770.6,-2.85,-0.37,down,8.1,down,0.61,down,49.06,down,-2.23,up,-3.3,up,1.08,up,728.07,-12.11,-1.64,down,711.46,-4.07,-0.57,down,694.85,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,MARUTI,Non-Hld,16320,228,1.42,up,16200,down,15719.95,-339.5,-2.11,down,3.82,up,16680.05,-1260.5,-7.03,down,2.21,down,0.6,up,69.99,up,372.74,down,432.77,down,-60.03,up,16483.18,-46.08,-0.28,down,15975.6,184.6,1.17,up,15468.02,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,MAXHEALTH,Non-Hld,1143.9,15.9,1.41,up,1200,unchanged,1134.7,15.1,1.35,up,0.82,up,1265.3,-15.1,-1.18,down,10.62,down,0.75,down,47.97,up,-11.15,up,-16.75,up,5.61,up,1191.51,-12.39,-1.03,down,1141.17,-4.86,-0.42,down,1090.82,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,MAZDOCK,Non-Hld,2828.9,-56.1,-1.94,down,3000,unchanged,2782.15,-4.6,-0.17,down,1.69,down,3217.85,4.6,0.14,up,13.75,up,0.48,down,48.04,down,8.32,down,14.6,down,-6.28,down,3031.78,-25.58,-0.84,down,2891.93,12.72,0.44,up,2752.07,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,MCX,Holding,8955,743,9.05,up,8000,unchanged,6957.8,-499.2,-6.69,down,28.71,up,9042.2,499.2,5.84,up,0.98,down,0.81,up,75.09,up,209.91,up,110.78,up,99.13,up,8740.3,453.65,5.47,up,8104.98,199.58,2.52,up,7469.65,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,MFSL,Non-Hld,1608,24.6,1.55,up,1600,unchanged,1534.1,13.55,0.89,up,4.82,up,1665.9,-13.55,-0.81,down,3.61,down,0.59,down,54.97,up,3.19,up,0.81,up,2.38,down,1620.65,-4.17,-0.26,down,1577.3,-2.24,-0.14,down,1533.95,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,MOTHERSON,Holding,104,-0.7,-0.67,down,110,unchanged,102.85,0.5,0.49,up,1.12,down,117.15,-0.5,-0.42,down,12.65,up,0.5,down,50.43,up,0.72,down,1.48,down,-0.77,down,111.87,-1.06,-0.94,down,106.75,0.43,0.4,up,101.62,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,MPHASIS,Non-Hld,2749,-63,-2.24,down,2900,unchanged,2726.15,-7.3,-0.27,down,0.84,down,3073.85,7.3,0.24,up,11.82,up,0.51,down,45.46,down,-17.68,up,-18.77,up,1.09,up,3026.1,-41.75,-1.36,down,2804.66,-25.56,-0.9,down,2583.23,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,MUTHOOTFIN,Non-Hld,3216,-24,-0.74,down,3200,unchanged,3060.2,20.75,0.68,up,5.1,down,3339.8,-20.75,-0.62,down,3.85,up,0.68,down,66.24,down,104.93,down,103.94,up,0.98,down,3307.88,69.95,2.16,up,3091.82,61.98,2.05,up,2875.75,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,NATIONALUM,Non-Hld,226.22,9.02,4.15,up,230,up,217.55,11.25,5.45,up,3.99,down,242.45,8.75,3.74,up,7.18,down,0.73,up,65.11,up,6.45,up,5.46,up,0.98,up,229.15,7.92,3.58,up,214.22,3.21,1.52,up,199.29,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-10-2025,28-Oct-25,NAUKRI,Non-Hld,1334,-50,-3.61,down,1400,unchanged,1315.85,-13.6,-1.02,down,1.38,down,1484.15,13.6,0.92,up,11.26,up,0.5,down,44.45,down,-7.03,down,-5.93,up,-1.1,down,1415.53,-2.92,-0.21,down,1358.22,-4.36,-0.32,down,1300.92,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,NBCC,Non-Hld,113.16,0.42,0.37,up,115,up,108.15,6.15,6.03,up,4.64,down,121.85,3.85,3.26,up,7.68,up,0.47,down,58.17,down,1.6,up,1.29,up,0.31,down,115.54,0.45,0.39,up,110.59,1.41,1.29,up,105.63,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,NCC,Non-Hld,208.42,-3.27,-1.54,down,210,unchanged,201.2,3,1.51,up,3.59,down,218.8,-3,-1.35,down,4.99,up,0.55,down,46.31,down,-0.99,up,-1.23,up,0.23,down,218.07,0.03,0.01,up,210.51,0.25,0.12,up,202.95,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,NESTLEIND,Non-Hld,1185.2,9.2,0.78,up,1200,unchanged,1156.6,-1.1,-0.1,down,2.48,up,1243.4,1.1,0.09,up,4.92,down,0.77,up,53.02,up,1.32,up,-0.05,up,1.38,up,1217.25,-13.86,-1.13,down,1182.6,-5.12,-0.43,down,1147.96,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,NHPC,Non-Hld,86.6,-0.05,-0.06,down,90,unchanged,85.45,0.7,0.83,up,1.35,down,94.55,-0.7,-0.73,down,9.19,down,0.5,up,55.48,down,0.93,down,1.03,down,-0.11,down,88.53,-2.22,-2.45,down,86.61,1.08,1.26,up,84.68,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,NMDC,Non-Hld,77.15,1.08,1.42,up,80,unchanged,75.7,0.65,0.87,up,1.92,up,84.3,-0.65,-0.77,down,9.27,down,0.57,down,57.12,up,0.98,up,1.06,down,-0.09,up,78.35,0.57,0.73,up,76.48,0.36,0.47,up,74.61,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,NTPC,Non-Hld,342,3.75,1.11,up,345,unchanged,335.95,2.75,0.83,up,1.81,up,354.05,-2.75,-0.77,down,3.53,down,0.41,down,57.03,up,1.49,down,1.74,down,-0.26,down,345.9,-2.35,-0.67,down,338.91,1.93,0.57,up,331.91,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,NUVAMA,Non-Hld,7190,237,3.41,up,7000,unchanged,6562.85,-22.55,-0.34,down,9.56,up,7437.15,22.55,0.3,up,3.44,down,1.05,up,70.29,up,152.63,up,32.53,up,120.1,up,7305.6,439.17,6.4,up,6554.2,160.38,2.51,up,5802.8,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-10-2025,28-Oct-25,NYKAA,Non-Hld,261.51,1.82,0.7,up,250,unchanged,234.85,-0.3,-0.13,down,11.36,up,265.15,0.3,0.11,up,1.4,down,0.71,down,66.36,down,7.77,up,5.66,up,2.11,up,267.58,12.05,4.72,up,245.59,4.55,1.89,up,223.61,,,,,,,,,,,Consolidation (Res-Sup Inside BB Range)
13-10-2025,28-Oct-25,OBEROIRLTY,Non-Hld,1585,-53.5,-3.27,down,1600,down,1513.15,-82.05,-5.14,down,4.75,up,1686.85,-117.95,-6.54,down,6.43,down,0.74,down,43.07,down,-13.72,down,-12.63,down,-1.09,down,1682.19,2.24,0.13,up,1618.34,-3.91,-0.24,down,1554.5,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,OFSS,Non-Hld,9185,-140,-1.5,down,9500,unchanged,8871.95,-42.4,-0.48,down,3.53,down,10128.05,42.4,0.42,up,10.27,up,0.56,down,57.52,down,123.7,up,88.95,up,34.75,up,9526.61,28.29,0.3,up,8997.83,55.85,0.62,up,8469.04,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,OIL,Non-Hld,414.5,-7.45,-1.77,down,420,unchanged,399.95,5.5,1.39,up,3.64,down,440.05,-5.5,-1.23,down,6.17,up,0.58,up,55.13,down,3.36,up,2.29,up,1.07,down,425.86,1.5,0.35,up,410.7,4.65,1.15,up,395.55,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,ONGC,Non-Hld,244,-1.34,-0.55,down,250,unchanged,241.5,0.05,0.02,up,1.04,down,258.5,-0.05,-0.02,down,5.95,up,0.32,down,59.07,down,2.38,up,1.86,up,0.51,down,247.8,1.64,0.67,up,239.99,2.28,0.96,up,232.18,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-10-2025,28-Oct-25,PAGEIND,Non-Hld,41080,-655,-1.57,down,43000,down,40395.95,-1120.75,-2.7,down,1.7,up,45604.05,-2879.25,-5.94,down,11.02,down,0.3,down,35.41,down,-841.11,up,-824.12,down,-16.99,up,45309.78,-559.88,-1.22,down,42602.75,-552,-1.28,down,39895.72,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,PATANJALI,Non-Hld,588.1,-7.9,-1.33,down,600,unchanged,569.1,2,0.35,up,3.34,down,630.9,-2,-0.32,down,7.28,up,0.42,down,45.43,down,-1.85,up,-1.87,up,0.02,up,611.25,-0.85,-0.14,down,595.86,-0.82,-0.14,down,580.48,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,PAYTM,Non-Hld,1246.4,8.9,0.72,up,1240,up,1165.25,51.35,4.61,up,6.97,down,1314.75,28.65,2.23,up,5.49,up,0.78,down,60.82,up,12.36,up,4.08,up,8.28,up,1281.06,8.51,0.67,up,1193.55,2.89,0.24,up,1106.04,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,PERSISTENT,Non-Hld,5331,70.6,1.34,up,5200,unchanged,4841,21,0.44,up,10.13,up,5559,-21,-0.38,down,4.28,down,0.63,down,54.59,up,-7.41,up,-41.06,up,33.64,up,5660.52,-19.34,-0.34,down,5234.68,-3.6,-0.07,down,4808.83,,,,,,,,,,,Consolidation (Res-Sup Inside BB Range)
13-10-2025,28-Oct-25,PETRONET,Non-Hld,281.25,-6.65,-2.31,down,270,down,254.1,-33.4,-11.62,down,10.69,up,285.9,-46.6,-14.02,down,1.66,down,1.01,down,53.17,down,1.18,up,0.28,up,0.9,down,287.62,1.95,0.68,up,278.19,1.19,0.43,up,268.76,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,PFC,Holding,403.2,-5.8,-1.42,down,410,unchanged,393.65,3,0.77,up,2.43,down,426.35,-3,-0.7,down,5.75,up,0.75,down,48.7,down,0.59,down,1.24,down,-0.65,down,414.62,-1.96,-0.47,down,406.3,1.16,0.29,up,397.98,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,PGEL,Non-Hld,583.3,61.35,11.75,up,560,up,516.8,18.4,3.69,up,12.87,up,603.2,21.6,3.71,up,3.42,down,0.88,up,60.26,up,-6.93,up,-16.37,up,9.45,up,599.54,1.24,0.21,up,543.78,-2,-0.37,down,488.02,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,PHOENIXLTD,Non-Hld,1624,14.1,0.88,up,1600,unchanged,1521.15,11.5,0.76,up,6.77,up,1678.85,-11.5,-0.68,down,3.38,down,0.56,down,61.3,up,14.47,up,13.49,down,0.99,up,1651.35,4.01,0.24,up,1593.12,9.39,0.59,up,1534.9,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,PIDILITIND,Non-Hld,1511.9,41.9,2.85,up,1500,unchanged,1452,6.05,0.42,up,4.13,up,1548,-6.05,-0.39,down,2.39,down,0.59,down,52.51,up,-6.88,up,-9.99,up,3.11,up,1548.36,-16.51,-1.06,down,1502.12,-6.83,-0.45,down,1455.89,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,PIIND,Non-Hld,3546.5,-41.5,-1.16,down,3600,unchanged,3450.7,16.4,0.48,up,2.78,down,3749.3,-16.4,-0.44,down,5.72,up,0.69,down,41.02,down,-59.02,up,-64.01,up,4.99,down,3774.5,-31.94,-0.84,down,3608.4,-35.31,-0.97,down,3442.3,,,,,,,,,,,Consolidation (Res-Sup Inside BB Range)
13-10-2025,28-Oct-25,PNB,Non-Hld,116.95,2.78,2.43,up,120,up,114.4,4.8,4.38,up,2.23,down,125.6,5.2,4.32,up,7.4,up,0.83,up,66.9,up,2.26,up,1.89,up,0.37,up,117.54,0.95,0.81,up,112.52,1.8,1.63,up,107.5,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-10-2025,28-Oct-25,PNBHOUSING,Non-Hld,854.3,-36.7,-4.12,down,900,unchanged,834.15,-4.65,-0.55,down,2.42,down,965.85,4.65,0.48,up,13.06,up,0.72,up,47.43,down,8.18,down,10.94,down,-2.76,down,910.64,-10.51,-1.14,down,869.92,10.38,1.21,up,829.2,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,POLICYBZR,Non-Hld,1719,-48.1,-2.72,down,1800,up,1691.4,112.1,7.1,up,1.64,down,1908.6,87.9,4.83,up,11.03,up,0.72,down,43.33,down,-20.82,up,-23.78,up,2.97,up,1842.35,-25.25,-1.35,down,1750.23,-14.36,-0.81,down,1658.11,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,POLYCAB,Non-Hld,7673,73,0.96,up,8000,up,7515.2,574.85,8.28,up,2.1,down,8484.8,625.15,7.95,up,10.58,up,0.49,down,65.7,up,120.57,up,105.75,up,14.81,up,7780.3,90.23,1.17,up,7484.32,87.22,1.18,up,7188.35,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-10-2025,28-Oct-25,POWERGRID,Holding,286.7,-2.95,-1.02,down,300,unchanged,285.45,-1.2,-0.42,down,0.44,down,314.55,1.2,0.38,up,9.72,up,0.47,down,50.24,down,0.31,up,0.06,up,0.25,down,292.89,0.15,0.05,up,286.3,0.27,0.09,up,279.72,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,POWERINDIA,Non-Hld,17800,199,1.13,up,18000,down,16939.25,-613.5,-3.5,down,5.09,up,19060.75,-3386.5,-15.09,down,7.09,down,0.25,down,37.01,up,-482.89,down,-385.81,down,-97.08,up,20375.92,-129.13,-0.63,down,18718.6,-346.3,-1.82,down,17061.28,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,PPLPHARMA,Non-Hld,197.46,2.08,1.06,up,210,unchanged,193.8,1.55,0.81,up,1.89,up,226.2,-1.55,-0.68,down,14.56,down,0.57,up,50.49,up,0.02,up,-0.13,down,0.15,up,208.63,-0.1,-0.05,down,198.41,-0.38,-0.19,down,188.2,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,PRESTIGE,Non-Hld,1610.8,80.8,5.28,up,1600,unchanged,1521.15,27.5,1.84,up,5.9,up,1678.85,-27.5,-1.61,down,4.23,down,0.69,down,57.12,up,-3.64,up,-12.75,up,9.11,up,1666.86,13.28,0.8,up,1573.31,5.99,0.38,up,1479.76,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,RBLBANK,Non-Hld,289.2,14.9,5.43,up,270,down,237.25,-29.95,-11.21,down,21.9,up,302.75,-30.05,-9.03,down,4.69,down,0.43,up,68.41,up,5.83,up,4.43,up,1.4,up,290.35,11.45,4.11,up,275.6,3.31,1.22,up,260.86,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,RECLTD,Non-Hld,371.5,-6.5,-1.72,down,380,unchanged,363.2,1.7,0.47,up,2.29,down,396.8,-1.7,-0.43,down,6.82,up,0.85,down,44.12,down,-0.94,down,-0.29,down,-0.65,down,388.57,-0.27,-0.07,down,377.72,0.06,0.02,up,366.86,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,RELIANCE,Non-Hld,1376,-8.5,-0.61,down,1400,unchanged,1351.7,0.9,0.07,up,1.8,down,1448.3,-0.9,-0.06,down,5.26,up,0.7,down,46.87,down,-4.36,up,-4.75,down,0.38,up,1415.87,-0.76,-0.05,down,1384.24,-1.48,-0.11,down,1352.61,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,RVNL,Non-Hld,338.05,-17.9,-5.03,down,400,unchanged,337.15,-12.25,-3.51,down,0.27,down,462.85,12.25,2.72,up,36.92,up,0.37,down,45.37,down,0.6,down,1.68,down,-1.09,down,365.03,-1.82,-0.5,down,349.18,1.66,0.48,up,333.32,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,SAIL,Non-Hld,132.66,0.06,0.05,up,140,unchanged,130.1,0.55,0.42,up,1.97,down,149.9,-0.55,-0.37,down,13,down,0.53,up,51.27,down,1.28,down,1.82,down,-0.54,down,137.71,-0.12,-0.09,down,133.95,0.48,0.36,up,130.19,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,SAMMAANCAP,Non-Hld,162.17,-0.73,-0.45,down,160,unchanged,152.05,3.95,2.67,up,6.66,down,167.95,-3.95,-2.3,down,3.57,down,0.97,down,66.17,down,8.16,down,7.44,up,0.72,down,174.74,6.33,3.76,up,149.63,4.93,3.41,up,124.53,,,,,,,,,,,Consolidation (Res-Sup Inside BB Range)
13-10-2025,28-Oct-25,SBICARD,Non-Hld,920.05,13.35,1.47,up,900,unchanged,856.3,1.15,0.13,up,7.45,up,943.7,-1.15,-0.12,down,2.58,down,0.59,down,69.27,up,19.93,up,16.82,up,3.11,up,929.37,11.56,1.26,up,891.99,15.11,1.72,up,854.61,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,SBILIFE,Non-Hld,1816.8,30.1,1.68,up,1800,unchanged,1736.15,6.9,0.4,up,4.65,up,1863.85,-6.9,-0.37,down,2.59,down,0.48,up,52.3,up,-5.97,up,-7.77,down,1.79,up,1849.2,-3.22,-0.17,down,1807.01,-3.77,-0.21,down,1764.82,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,SBIN,Non-Hld,884,19.85,2.3,up,880,unchanged,854.35,5.3,0.62,up,3.48,up,905.65,-5.3,-0.58,down,2.45,down,0.62,up,66.64,up,12.64,down,12.51,down,0.13,down,889.2,-3.12,-0.35,down,861.88,10.48,1.23,up,834.56,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,SHREECEM,Non-Hld,29640,85,0.29,up,30000,unchanged,28838,-5.4,-0.02,down,2.79,up,31162,5.4,0.02,up,5.14,down,0.82,up,49.7,up,-150.61,up,-194.07,up,43.46,up,30014.37,-178.06,-0.59,down,29503.75,-83,-0.28,down,28993.13,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
13-10-2025,28-Oct-25,SHRIRAMFIN,Non-Hld,673,6.05,0.91,up,660,up,621.4,12.45,2.04,up,8.31,down,698.6,7.55,1.09,up,3.81,up,0.86,down,67.16,up,14.47,up,9.85,up,4.62,down,682.62,17.92,2.7,up,637.97,11.02,1.76,up,593.33,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,SIEMENS,Holding,3080,-166,-5.11,down,3300,unchanged,3064.35,-73.1,-2.33,down,0.52,down,3535.65,73.1,2.11,up,14.8,up,0.43,down,39.82,down,-7.28,down,3.57,down,-10.86,down,3366.91,6.03,0.18,up,3207.7,-5,-0.16,down,3048.49,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,SOLARINDS,Non-Hld,14000,-166,-1.17,down,15000,up,13919.25,761.75,5.79,up,0.59,down,16080.75,1238.25,8.34,up,14.87,up,0.66,down,47.41,down,-92.72,up,-132.36,up,39.64,up,14940.9,-11.77,-0.08,down,14127.7,3.45,0.02,up,13314.5,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
13-10-2025,28-Oct-25,SONACOMS,Non-Hld,434.2,20.2,4.88,up,450,up,423,29.5,7.5,up,2.65,down,477,30.5,6.83,up,9.86,up,0.62,down,55.19,up,-4.17,up,-7.4,up,3.23,up,444.52,-6.7,-1.48,down,421.78,-3.02,-0.71,down,399.04,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-10-2025,28-Oct-25,SRF,Non-Hld,3048.7,81.6,2.75,up,3100,up,2975.75,109.35,3.81,up,2.46,down,3224.25,90.65,2.89,up,5.76,up,0.89,down,66.34,up,19.67,up,-0.24,up,19.91,up,3052.86,29.82,0.99,up,2926.4,8.6,0.29,up,2799.95,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
