Date,expiryDate,Symbol,Type,CMP,strikePrice,Support,Dist_from_Support,Resistance,Dist_from_Resist,PCR,RSI,MACD,MACD_Signal,MACD_Hist,BB_HI,BB_MID,BB_LO,Sentiment,Call_B,Call_S,Puts_W,Puts_L,Call_W,Call_L,Puts_B,Puts_S,Tot_Strikes
23-Oct-25,28-Oct-25,BHARATFORG,Non-Hld,1296,1300,1269.6,2.08,1330.4,2.65,0.83,66.2,15.16,10.23,4.94,1276.45,1225.75,1175.05,,,,,,,,,,
23-Oct-25,28-Oct-25,BHARTIARTL,Non-Hld,2009.9,1960,1907.95,5.34,2012.05,0.11,0.63,62.05,28.19,17.68,10.51,2045.19,1946.9,1848.61,,,,,,,,,,
23-Oct-25,28-Oct-25,BHEL,Non-Hld,233.84,250,233.95,-0.05,266.05,13.77,0.47,49.54,0.85,1.88,-1.03,245.38,237.08,228.78,,,,,,,,,,
23-Oct-25,28-Oct-25,BIOCON,Non-Hld,362.4,370,360.6,0.5,379.4,4.69,0.72,56.07,1.13,-0.93,2.07,367.34,352.44,337.55,,,,,,,,,,
23-Oct-25,28-Oct-25,BLUESTARCO,Non-Hld,1975,2060,1976.4,-0.07,2143.6,8.54,0.5,59.36,16.78,10.91,5.86,1986.04,1919.76,1853.47,,,,,,,,,,
23-Oct-25,28-Oct-25,BOSCHLTD,Non-Hld,38860,39000,38372.8,1.27,39627.2,1.97,0.69,50.35,-110.14,-210.81,100.68,39201.59,38570.5,37939.41,,,,,,,,,,
23-Oct-25,28-Oct-25,BPCL,Non-Hld,331.4,335,326.3,1.56,343.7,3.71,0.6,47.18,2.62,3.85,-1.23,347.64,337.24,326.84,,,,,,,,,,
23-Oct-25,28-Oct-25,BRITANNIA,Non-Hld,6049,6600,6599.5,-8.34,6600.5,9.12,0.76,58.8,27.7,12.32,15.38,6121.86,5952.32,5782.79,,,,,,,,,,
23-Oct-25,28-Oct-25,BSE,Holding,2486.5,2500,2428.3,2.4,2571.7,3.43,0.74,66.87,76.24,47.87,28.37,2650.74,2286.43,1922.12,,,,,,,,,,
23-Oct-25,28-Oct-25,CAMS,Holding,3875.6,4000,3851.6,0.62,4148.4,7.04,0.58,52.91,-9.14,-13.79,4.65,3892.34,3823.93,3755.52,,,,,,,,,,
23-Oct-25,28-Oct-25,CANBK,Non-Hld,126.14,130,124.9,0.99,135.1,7.1,0.74,58.69,3.04,3.52,-0.49,130.68,125.29,119.89,,,,,,,,,,
23-Oct-25,28-Oct-25,CDSL,Holding,1601.5,1640,1588.8,0.8,1691.2,5.6,0.71,57.64,20.6,14.96,5.64,1669.11,1552.53,1435.95,,,,,,,,,,
23-Oct-25,28-Oct-25,CGPOWER,Holding,733.8,840,839.75,-12.62,840.25,14.51,0.56,42.48,0.21,3.59,-3.38,767.44,748.83,730.22,,,,,,,,,,
23-Oct-25,28-Oct-25,CHOLAFIN,Non-Hld,1683,1700,1662.5,1.23,1737.5,3.24,0.68,62.73,33.32,31.66,1.66,1702.56,1631.11,1559.66,,,,,,,,,,
23-Oct-25,28-Oct-25,CIPLA,Non-Hld,1645,1700,1634.95,0.61,1765.05,7.3,0.42,68.46,23.43,8.19,15.24,1647.83,1546.72,1445.61,,,,,,,,,,
23-Oct-25,28-Oct-25,COALINDIA,Holding,392.2,400,391.2,0.26,408.8,4.23,0.64,60.26,0.7,-0.01,0.71,394.79,386.93,379.07,,,,,,,,,,
23-Oct-25,28-Oct-25,COFORGE,Non-Hld,1761.7,1800,1707.1,3.2,1892.9,7.45,0.59,57.51,14.96,4.89,10.07,1820.64,1676.85,1533.06,,,,,,,,,,
23-Oct-25,28-Oct-25,COLPAL,Non-Hld,2300,2400,2268.2,1.4,2531.8,10.08,0.68,53.29,-10.8,-19.83,9.04,2306.31,2241.74,2177.17,,,,,,,,,,
23-Oct-25,28-Oct-25,CONCOR,Non-Hld,535.5,540,529.05,1.22,550.95,2.89,0.72,48.19,-3.11,-4.22,1.11,539.71,531.05,522.38,,,,,,,,,,
23-Oct-25,28-Oct-25,CROMPTON,Non-Hld,291.2,300,289.45,0.6,310.55,6.64,0.56,43.04,-6.18,-7.63,1.44,299.3,289.78,280.26,,,,,,,,,,
23-Oct-25,28-Oct-25,CUMMINSIND,Non-Hld,4071.4,4100,4015.65,1.39,4184.35,2.77,0.83,63.37,21.42,15.57,5.86,4046.81,3960.91,3875.01,,,,,,,,,,
23-Oct-25,28-Oct-25,CYIENT,Non-Hld,1210.9,1300,1197.2,1.14,1402.8,15.85,0.8,56.89,-2.35,-8.4,6.05,1209.76,1168.68,1127.59,,,,,,,,,,
23-Oct-25,28-Oct-25,DABUR,Non-Hld,511,550,509.35,0.32,590.65,15.59,0.61,55.03,-3.61,-6.87,3.26,515.84,496.99,478.13,,,,,,,,,,
23-Oct-25,28-Oct-25,DALBHARAT,Non-Hld,2135.3,2300,2135.3,0,2464.7,15.43,0.36,26.23,-38.98,-33.02,-5.97,2297.9,2228.91,2159.92,,,,,,,,,,
23-Oct-25,28-Oct-25,DELHIVERY,Non-Hld,472.95,500,471.45,0.32,528.55,11.76,0.66,55.24,2.58,0.88,1.71,485.28,459.58,433.89,,,,,,,,,,
23-Oct-25,28-Oct-25,DIVISLAB,Non-Hld,6564,6000,5426.6,20.96,6573.4,0.14,1.08,68.08,154.53,102.71,51.82,6924.93,6193,5461.07,,,,,,,,,,
23-Oct-25,28-Oct-25,DIXON,Non-Hld,15650,17000,15625.75,0.16,18374.25,17.41,0.36,31.49,-335.94,-193.03,-142.91,18139.19,16877.55,15615.91,,,,,,,,,,
23-Oct-25,28-Oct-25,DLF,Non-Hld,774,780,764.5,1.24,795.5,2.78,0.78,61.72,4.43,-1.45,5.88,781.19,741,700.8,,,,,,,,,,
23-Oct-25,28-Oct-25,DMART,Non-Hld,4275,4400,4246.6,0.67,4553.4,6.51,0.36,36.68,-80.43,-78.42,-2.01,4610.87,4362.08,4113.3,,,,,,,,,,
23-Oct-25,28-Oct-25,DRREDDY,Non-Hld,1280,1260,1218.55,5.04,1301.45,1.68,0.61,54.91,-0.48,-5.01,4.53,1295.02,1254.9,1214.77,,,,,,,,,,
23-Oct-25,28-Oct-25,EICHERMOT,Non-Hld,6894,7000,6838.95,0.8,7161.05,3.87,0.71,51.8,85.13,114.57,-29.44,7074.1,6961.98,6849.85,,,,,,,,,,
23-Oct-25,28-Oct-25,ETERNAL,Non-Hld,328,350,327.6,0.12,372.4,13.54,0.46,42.96,3.55,5.4,-1.86,355.92,337.54,319.16,,,,,,,,,,
23-Oct-25,28-Oct-25,EXIDEIND,Non-Hld,392.9,400,389.95,0.76,410.05,4.36,0.7,42.91,-1.82,-1.73,-0.09,404.7,396.24,387.78,,,,,,,,,,
23-Oct-25,28-Oct-25,FEDERALBNK,Non-Hld,227,230,223.8,1.43,236.2,4.05,0.92,80.12,7.72,5.05,2.68,231.07,205.65,180.23,,,,,,,,,,
23-Oct-25,28-Oct-25,FORTIS,Non-Hld,1048.95,1100,1049.6,-0.06,1150.4,9.67,0.73,55.04,34.66,35.44,-0.78,1147.37,1035.66,923.95,,,,,,,,,,
23-Oct-25,28-Oct-25,GAIL,Non-Hld,179.95,180,176.3,2.07,183.7,2.08,0.56,55.02,0.44,0.28,0.17,181.43,177.27,173.12,,,,,,,,,,
23-Oct-25,28-Oct-25,GLENMARK,Non-Hld,1849.9,2000,1863.4,-0.72,2136.6,15.5,0.45,29.24,-42.5,-34.1,-8.4,2034.21,1928.79,1823.37,,,,,,,,,,
23-Oct-25,28-Oct-25,GMRAIRPORT,Non-Hld,92.32,95,91.85,0.51,98.15,6.31,0.55,60.66,0.7,0.37,0.33,92.62,89.5,86.38,,,,,,,,,,
23-Oct-25,28-Oct-25,GODREJCP,Non-Hld,1136.7,1200,1137.95,-0.11,1262.05,11.03,0.64,39.17,-22.78,-25.77,3,1190.58,1142.43,1094.28,,,,,,,,,,
23-Oct-25,28-Oct-25,GODREJPROP,Non-Hld,2276,2100,1915.75,18.8,2284.25,0.36,1.04,69.18,60.55,33.47,27.08,2307.83,2092.77,1877.7,,,,,,,,,,
23-Oct-25,28-Oct-25,GRASIM,Non-Hld,2866,2900,2842.85,0.81,2957.15,3.18,0.62,59.5,14.94,7.12,7.82,2877.94,2805.44,2732.94,,,,,,,,,,
23-Oct-25,28-Oct-25,HAL,Non-Hld,4813.4,5000,4788.4,0.52,5211.6,8.27,0.48,53.01,43.14,49.85,-6.71,4910.01,4807.61,4705.21,,,,,,,,,,
23-Oct-25,28-Oct-25,HAVELLS,Non-Hld,1498,1600,1496.05,0.13,1703.95,13.75,0.58,46.6,-16.68,-18.61,1.92,1536.76,1493.84,1450.92,,,,,,,,,,
23-Oct-25,28-Oct-25,HCLTECH,Non-Hld,1524.9,1600,1524.4,0.03,1675.6,9.88,0.65,66.6,17.12,8.05,9.07,1542.92,1445.62,1348.33,,,,,,,,,,
23-Oct-25,28-Oct-25,HDFCAMC,Non-Hld,5618,6000,5675.7,-1.02,6324.3,12.57,0.43,46.98,4.22,-2.76,6.98,5833.37,5636.88,5440.38,,,,,,,,,,
23-Oct-25,28-Oct-25,HDFCBANK,Non-Hld,1006.6,1020,1001.3,0.53,1038.7,3.19,0.88,73.23,9.73,5.3,4.44,1015.25,975.95,936.66,,,,,,,,,,
23-Oct-25,28-Oct-25,HDFCLIFE,Non-Hld,743.6,800,747.85,-0.57,852.15,14.6,0.48,41.97,-6.89,-6.14,-0.75,771.34,753.66,735.98,,,,,,,,,,
23-Oct-25,28-Oct-25,HEROMOTOCO,Non-Hld,5584,5600,5492.65,1.66,5707.35,2.21,0.72,61.07,95.77,103.15,-7.37,5727.26,5507.62,5287.99,,,,,,,,,,
23-Oct-25,28-Oct-25,HFCL,Non-Hld,76.76,80,76.5,0.34,83.5,8.78,0.52,54.74,0.75,0.58,0.17,78.27,75.21,72.15,,,,,,,,,,
23-Oct-25,28-Oct-25,HINDALCO,Non-Hld,790,800,783.8,0.79,816.2,3.32,0.75,67.34,12.07,11.51,0.56,795.87,768.22,740.58,,,,,,,,,,
23-Oct-25,28-Oct-25,HINDPETRO,Non-Hld,440.8,450,435.5,1.22,464.5,5.38,0.65,52.74,9.77,11.72,-1.95,467.3,445.36,423.41,,,,,,,,,,
23-Oct-25,28-Oct-25,HINDUNILVR,Non-Hld,2601,2600,2550.3,1.99,2649.7,1.87,0.51,59.22,5.56,-6.08,11.64,2607.67,2538.28,2468.89,,,,,,,,,,
23-Oct-25,28-Oct-25,HINDZINC,Non-Hld,481.25,500,479.9,0.28,520.1,8.07,0.39,50.64,9.9,13.14,-3.24,523.28,487.82,452.36,,,,,,,,,,
23-Oct-25,28-Oct-25,HUDCO,Non-Hld,229,240,227.85,0.5,252.15,10.11,0.47,52.95,1.56,2.17,-0.62,235.89,228.21,220.53,,,,,,,,,,
23-Oct-25,28-Oct-25,ICICIBANK,Non-Hld,1364.3,1400,1361.45,0.21,1438.55,5.44,0.47,41.51,-2.32,-3.91,1.58,1419.56,1378.46,1337.37,,,,,,,,,,
23-Oct-25,28-Oct-25,ICICIGI,Non-Hld,1985,1900,1810.6,9.63,1989.4,0.22,1.34,60.03,28.96,16.85,12.11,2032.62,1915.85,1799.08,,,,,,,,,,
23-Oct-25,28-Oct-25,ICICIPRULI,Non-Hld,605.65,620,603.55,0.35,636.45,5.09,0.54,56.57,-1.73,-3.2,1.46,605.97,595.44,584.9,,,,,,,,,,
23-Oct-25,28-Oct-25,IDEA,Non-Hld,9.49,10,9.2,3.15,10.8,13.8,0.68,65.65,0.34,0.34,0,9.45,8.73,8.01,,,,,,,,,,
23-Oct-25,28-Oct-25,IDFCFIRSTB,Non-Hld,78.97,80,78.1,1.11,81.9,3.71,1.13,73.23,1.45,0.77,0.68,77.83,72.23,66.64,,,,,,,,,,
23-Oct-25,28-Oct-25,IEX,Holding,144.8,150,143.1,1.19,156.9,8.36,0.6,58.27,-1.39,-1.93,0.54,144.7,139.24,133.77,,,,,,,,,,
23-Oct-25,28-Oct-25,IGL,Non-Hld,214.4,220,212.8,0.75,227.2,5.97,0.49,55,0.17,0.55,-0.38,220.55,210.98,201.41,,,,,,,,,,
23-Oct-25,28-Oct-25,IIFL,Non-Hld,491,500,486.7,0.88,513.3,4.54,0.72,58.86,13.02,11.46,1.56,525.94,474.45,422.95,,,,,,,,,,
23-Oct-25,28-Oct-25,INDHOTEL,Non-Hld,738,800,738.8,-0.11,861.2,16.69,0.55,47.73,-4.72,-7.52,2.8,748.16,730.4,712.63,,,,,,,,,,
23-Oct-25,28-Oct-25,INDIANB,Non-Hld,827,800,770.55,7.33,829.45,0.3,1.07,78.18,29.59,25.7,3.89,828.41,762.88,697.36,,,,,,,,,,
23-Oct-25,28-Oct-25,INDIGO,Holding,5789.5,5900,5740.05,0.86,6059.95,4.67,0.75,51.31,37.61,16.88,20.73,5947.09,5735.55,5524.01,,,,,,,,,,
23-Oct-25,28-Oct-25,INDUSINDBK,Non-Hld,758.5,800,756.85,0.22,843.15,11.16,0.94,54.47,1.07,-1.62,2.69,769.75,745.21,720.67,,,,,,,,,,
23-Oct-25,28-Oct-25,INDUSTOWER,Non-Hld,358.45,360,348.8,2.77,371.2,3.56,0.74,56.73,0.45,-0.43,0.88,363.44,351.23,339.03,,,,,,,,,,
23-Oct-25,28-Oct-25,INFY,Non-Hld,1525,1560,1498,1.8,1622,6.36,0.42,59.41,-1.2,-4.01,2.81,1525.96,1474.5,1423.03,,,,,,,,,,
23-Oct-25,28-Oct-25,INOXWIND,Non-Hld,153,150,146.55,4.4,153.45,0.29,0.5,61.57,0.92,0.08,0.84,153.08,144.46,135.83,,,,,,,,,,
23-Oct-25,28-Oct-25,IOC,Non-Hld,150.29,155,149.15,0.76,160.85,7.03,0.7,49.03,2,2.49,-0.49,157.93,151.79,145.65,,,,,,,,,,
23-Oct-25,28-Oct-25,IRCTC,Holding,719,800,717.9,0.15,882.1,22.68,0.46,52.71,-0.01,-1.63,1.62,724.93,711.46,697.98,,,,,,,,,,
23-Oct-25,28-Oct-25,IREDA,Non-Hld,153.31,160,152.9,0.27,167.1,8.99,0.45,54.02,0.77,0.67,0.1,156.05,151.46,146.87,,,,,,,,,,
23-Oct-25,28-Oct-25,IRFC,Non-Hld,125.25,130,123.7,1.25,136.3,8.82,0.45,49.11,-0.29,-0.31,0.01,127.07,124.87,122.67,,,,,,,,,,
23-Oct-25,28-Oct-25,ITC,Non-Hld,416.25,420,414.1,0.52,425.9,2.32,0.86,63.2,1.12,-0.81,1.93,414.83,404.15,393.47,,,,,,,,,,
23-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1008.2,1100,1016.75,-0.84,1183.25,17.36,0.49,45.68,-5.87,-1.76,-4.11,1077.83,1030.33,982.83,,,,,,,,,,
23-Oct-25,28-Oct-25,JIOFIN,Non-Hld,308.9,320,308.35,0.18,331.65,7.36,0.53,49.97,-0.02,-0.99,0.97,316.97,305.47,293.96,,,,,,,,,,
23-Oct-25,28-Oct-25,JSWENERGY,Non-Hld,534.5,560,531.4,0.58,588.6,10.12,0.36,49,1.71,3.67,-1.96,552.87,536.96,521.04,,,,,,,,,,
23-Oct-25,28-Oct-25,JSWSTEEL,Non-Hld,1136,1200,1146.1,-0.88,1253.9,10.38,0.57,49.78,12.12,16.86,-4.74,1178.6,1152.36,1126.13,,,,,,,,,,
23-Oct-25,28-Oct-25,JUBLFOOD,Non-Hld,597.05,650,599.2,-0.36,700.8,17.38,0.47,43.59,-10.49,-10.63,0.13,633.35,605.36,577.37,,,,,,,,,,
23-Oct-25,28-Oct-25,KALYANKJIL,Non-Hld,494.05,500,486.55,1.54,513.45,3.93,0.57,52.72,-2.63,-6.36,3.73,505.65,477.98,450.32,,,,,,,,,,
23-Oct-25,28-Oct-25,KAYNES,Non-Hld,6700,7000,6657.35,0.64,7342.65,9.59,0.36,39.89,-26.06,46.55,-72.61,7605.41,7121.78,6638.14,,,,,,,,,,
23-Oct-25,28-Oct-25,KEI,Non-Hld,4079,4200,4041.6,0.93,4358.4,6.85,0.4,44.98,27.22,49.54,-22.32,4388.08,4167.98,3947.87,,,,,,,,,,
23-Oct-25,28-Oct-25,KFINTECH,Holding,1136,1200,1129.6,0.57,1270.4,11.83,0.59,59.56,10.52,2.82,7.7,1156.43,1087.21,1018,,,,,,,,,,
23-Oct-25,28-Oct-25,KOTAKBANK,Non-Hld,2220.1,2100,1969.55,12.72,2230.45,0.47,1.08,73.77,51.32,43.15,8.17,2271.57,2118.71,1965.85,,,,,,,,,,
23-Oct-25,28-Oct-25,KPITTECH,Non-Hld,1163.6,1200,1158.5,0.44,1241.5,6.69,0.47,44,-18.92,-19.8,0.88,1238.1,1168.8,1099.51,,,,,,,,,,
23-Oct-25,28-Oct-25,LAURUSLABS,Non-Hld,943,900,844.35,11.68,955.65,1.34,0.64,68.12,10.46,3.43,7.03,933.03,877.95,822.88,,,,,,,,,,
23-Oct-25,28-Oct-25,LICHSGFIN,Non-Hld,580,600,579.35,0.11,620.65,7.01,0.64,58.47,0.78,-0.09,0.87,582.18,570.58,558.99,,,,,,,,,,
23-Oct-25,28-Oct-25,LICI,Non-Hld,900.7,900,883.5,1.95,916.5,1.75,0.47,53.93,1.26,2.07,-0.82,913.09,896.38,879.68,,,,,,,,,,
23-Oct-25,28-Oct-25,LODHA,Non-Hld,1178.1,1200,1164.6,1.16,1235.4,4.86,0.53,50.73,-2.52,-10.11,7.59,1202.19,1154.14,1106.1,,,,,,,,,,
23-Oct-25,28-Oct-25,LT,Non-Hld,3916,3800,3679.6,6.42,3920.4,0.11,0.68,72.55,65.49,51.9,13.59,3921.46,3763.58,3605.69,,,,,,,,,,
23-Oct-25,28-Oct-25,LTF,Non-Hld,266.98,270,264.05,1.11,275.95,3.36,0.95,63.77,8.49,8.92,-0.43,277.65,258.6,239.55,,,,,,,,,,
23-Oct-25,28-Oct-25,LTIM,Non-Hld,5602,5700,5555.25,0.84,5844.75,4.33,0.61,66.22,99.06,75.09,23.96,5755.23,5371.2,4987.17,,,,,,,,,,
23-Oct-25,28-Oct-25,LUPIN,Non-Hld,1945,2000,1940.05,0.26,2059.95,5.91,0.61,46.82,-7.03,-6.07,-0.95,1990.49,1946.28,1902.06,,,,,,,,,,
23-Oct-25,28-Oct-25,M%26M,Non-Hld,3627.5,3700,3602.85,0.68,3797.15,4.68,0.61,61.82,36.64,22.23,14.41,3651.1,3501.48,3351.86,,,,,,,,,,
23-Oct-25,28-Oct-25,MANAPPURAM,Non-Hld,283.05,290,280.4,0.95,299.6,5.85,0.57,46.24,0.65,1.63,-0.98,294.4,286.03,277.66,,,,,,,,,,
23-Oct-25,28-Oct-25,MANKIND,Non-Hld,2459,2600,2440.15,0.77,2759.85,12.23,0.36,43.07,-22.14,-23.5,1.36,2514.55,2463.26,2411.97,,,,,,,,,,
23-Oct-25,28-Oct-25,MARICO,Non-Hld,722.1,740,721.2,0.12,758.8,5.08,0.7,55.16,2.11,-0.05,2.16,733.05,712.83,692.6,,,,,,,,,,
23-Oct-25,28-Oct-25,MARUTI,Non-Hld,16410,16200,15916.75,3.1,16483.25,0.45,0.52,68.38,307.15,348.38,-41.23,16536.8,16183.2,15829.6,,,,,,,,,,
23-Oct-25,28-Oct-25,MAXHEALTH,Non-Hld,1210.1,1240,1205.4,0.39,1274.6,5.33,0.81,61.74,10.02,-0.87,10.9,1221.95,1149.68,1077.41,,,,,,,,,,
23-Oct-25,28-Oct-25,MAZDOCK,Non-Hld,2806,3000,2790,0.57,3210,14.4,0.47,46.45,-4.16,2.17,-6.34,2937.46,2843.89,2750.32,,,,,,,,,,
23-Oct-25,28-Oct-25,MCX,Holding,9246,10000,9256.9,-0.12,10743.1,16.19,0.71,69.8,376.38,315.45,60.92,9797,8596.95,7396.9,,,,,,,,,,
23-Oct-25,28-Oct-25,MFSL,Non-Hld,1536.4,1600,1532.85,0.23,1667.15,8.51,0.7,40.01,-9.8,-2.96,-6.85,1632.1,1576.52,1520.95,,,,,,,,,,
23-Oct-25,28-Oct-25,MOTHERSON,Holding,107.4,110,106.2,1.13,113.8,5.96,0.59,57.31,0.77,0.87,-0.1,108.33,105.4,102.48,,,,,,,,,,
23-Oct-25,28-Oct-25,MPHASIS,Non-Hld,2805.1,2800,2726.7,2.88,2873.3,2.43,0.57,52.06,-14.86,-17.87,3.01,2846.41,2745.19,2643.97,,,,,,,,,,
23-Oct-25,28-Oct-25,MUTHOOTFIN,Non-Hld,3178,3300,3169.8,0.26,3430.2,7.94,0.73,54.44,88.86,100.22,-11.36,3371.16,3191.42,3011.69,,,,,,,,,,
23-Oct-25,28-Oct-25,NATIONALUM,Non-Hld,228,230,224.45,1.58,235.55,3.31,0.78,65.9,5.95,6.01,-0.05,237.01,219.35,201.7,,,,,,,,,,
23-Oct-25,28-Oct-25,NAUKRI,Non-Hld,1380.1,1400,1361.4,1.37,1438.6,4.24,0.55,56.33,-6.89,-8.36,1.48,1391.78,1342.2,1292.62,,,,,,,,,,
23-Oct-25,28-Oct-25,NBCC,Non-Hld,111.69,115,110.5,1.08,119.5,6.99,0.52,52.1,1.15,1.26,-0.11,115.54,110.96,106.38,,,,,,,,,,
23-Oct-25,28-Oct-25,NCC,Non-Hld,210.4,210,205.75,2.26,214.25,1.83,0.45,50.15,-0.68,-0.95,0.28,213.13,208.36,203.59,,,,,,,,,,
23-Oct-25,28-Oct-25,NESTLEIND,Non-Hld,1275.8,1200,1121.6,13.75,1278.4,0.2,0.9,66.84,25.84,14.73,11.12,1299.3,1203.96,1108.63,,,,,,,,,,
23-Oct-25,28-Oct-25,NHPC,Non-Hld,85.85,90,85.8,0.06,94.2,9.73,0.35,50.6,0.57,0.77,-0.2,87.77,86.26,84.75,,,,,,,,,,
23-Oct-25,28-Oct-25,NMDC,Non-Hld,74.25,80,74.15,0.13,85.85,15.62,0.49,43.43,0.15,0.56,-0.41,78.2,76.17,74.14,,,,,,,,,,
23-Oct-25,28-Oct-25,NTPC,Non-Hld,342.1,345,339.95,0.63,350.05,2.32,0.34,57.26,1.66,1.53,0.13,345.81,340.14,334.47,,,,,,,,,,
23-Oct-25,28-Oct-25,NUVAMA,Non-Hld,7208,7400,7128.7,1.11,7671.3,6.43,0.66,63.41,177.69,146.38,31.31,7675.19,6835.85,5996.51,,,,,,,,,,
23-Oct-25,28-Oct-25,NYKAA,Non-Hld,254.2,260,252.05,0.85,267.95,5.41,0.78,53.84,5.81,6.59,-0.78,275.41,251.24,227.07,,,,,,,,,,
23-Oct-25,28-Oct-25,OBEROIRLTY,Non-Hld,1680,1700,1663.55,0.99,1736.45,3.36,0.73,57.26,13.12,0.71,12.42,1708.19,1619.85,1531.51,,,,,,,,,,
23-Oct-25,28-Oct-25,OFSS,Non-Hld,8525,9000,8528.1,-0.04,9471.9,11.11,0.44,40.47,-42.62,25.51,-68.13,9445.72,8869.35,8292.98,,,,,,,,,,
23-Oct-25,28-Oct-25,OIL,Non-Hld,416.5,420,407.85,2.12,432.15,3.76,0.46,54.52,1.24,2,-0.76,424.27,414.7,405.13,,,,,,,,,,
23-Oct-25,28-Oct-25,ONGC,Non-Hld,252,250,246.75,2.13,253.25,0.5,0.6,70.33,3.23,2.69,0.54,251.97,244.34,236.71,,,,,,,,,,
23-Oct-25,28-Oct-25,PAGEIND,Non-Hld,41460,45000,44983.15,-7.83,45016.85,8.58,0.35,43.23,-653.3,-784.9,131.6,42852.19,41541.75,40231.31,,,,,,,,,,
23-Oct-25,28-Oct-25,PATANJALI,Non-Hld,594.85,600,585.55,1.59,614.45,3.29,0.43,50.69,-2.09,-2.4,0.31,604.01,591.1,578.19,,,,,,,,,,
23-Oct-25,28-Oct-25,PAYTM,Non-Hld,1282.5,1300,1259,1.87,1341,4.56,0.9,61.76,28.88,20.64,8.24,1344.41,1219.34,1094.26,,,,,,,,,,
23-Oct-25,28-Oct-25,PERSISTENT,Non-Hld,5844,5500,5146.7,13.55,5853.3,0.16,1.1,67.41,149.52,78.59,70.93,6014.92,5342.97,4671.02,,,,,,,,,,
23-Oct-25,28-Oct-25,PETRONET,Non-Hld,279.35,270,259.85,7.5,280.15,0.29,0.99,50.59,0.23,0.35,-0.12,287.51,278.18,268.84,,,,,,,,,,
23-Oct-25,28-Oct-25,PFC,Holding,396.6,410,396,0.15,424,6.91,0.66,43.84,-1.49,-0.43,-1.05,413.77,403.57,393.38,,,,,,,,,,
23-Oct-25,28-Oct-25,PGEL,Non-Hld,572,600,569.75,0.39,630.25,10.18,0.7,54.97,5.2,-1.45,6.65,609.87,547.36,484.84,,,,,,,,,,
23-Oct-25,28-Oct-25,PHOENIXLTD,Non-Hld,1703,1700,1659.6,2.62,1740.4,2.2,0.6,65.96,30.69,24.79,5.9,1709.17,1610.42,1511.68,,,,,,,,,,
23-Oct-25,28-Oct-25,PIDILITIND,Non-Hld,1516,1550,1515.55,0.03,1584.45,4.52,0.79,51.5,2.66,-2.14,4.8,1544.63,1500.55,1456.47,,,,,,,,,,
23-Oct-25,28-Oct-25,PIIND,Non-Hld,3539,3600,3508.35,0.87,3691.65,4.31,0.52,42.27,-42.42,-50.08,7.66,3635.39,3554.23,3473.07,,,,,,,,,,
23-Oct-25,28-Oct-25,PNB,Non-Hld,117.85,120,116.95,0.77,123.05,4.41,0.97,63.09,2.2,2.09,0.11,119.87,114.26,108.66,,,,,,,,,,
23-Oct-25,28-Oct-25,PNBHOUSING,Non-Hld,887,900,865.55,2.48,934.45,5.35,0.82,58.15,4.04,4.35,-0.31,908.27,870.63,832.98,,,,,,,,,,
23-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1663.5,1800,1674.45,-0.65,1925.55,15.75,0.78,41.17,-33.83,-29.33,-4.49,1779.54,1702.65,1625.76,,,,,,,,,,
23-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7519.5,7700,7472.15,0.63,7927.85,5.43,0.64,51.54,76.14,94.61,-18.47,7800.59,7524.85,7249.11,,,,,,,,,,
23-Oct-25,28-Oct-25,POWERGRID,Holding,289.15,300,289.8,-0.22,310.2,7.28,0.45,53.91,1.02,0.77,0.25,294.42,287.02,279.61,,,,,,,,,,
23-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17075,18000,17930.15,-4.77,18069.85,5.83,0.17,31.64,-495.78,-470.13,-25.65,19267.59,17984.6,16701.61,,,,,,,,,,
23-Oct-25,28-Oct-25,PPLPHARMA,Non-Hld,203.2,210,203,0.1,217,6.79,0.65,58.95,0.11,-0.4,0.51,202.73,195.52,188.32,,,,,,,,,,
23-Oct-25,28-Oct-25,PRESTIGE,Non-Hld,1739,1800,1728.75,0.59,1871.25,7.6,0.9,69.93,37.29,17.72,19.57,1756.62,1598.66,1440.7,,,,,,,,,,
23-Oct-25,28-Oct-25,RBLBANK,Non-Hld,317.9,300,280.2,13.45,319.8,0.6,0.75,70.11,12.79,9.18,3.61,324.17,289.74,255.3,,,,,,,,,,
23-Oct-25,28-Oct-25,RECLTD,Non-Hld,375,380,367.8,1.96,392.2,4.59,0.85,49.19,-0.31,-0.49,0.17,381.8,374.83,367.86,,,,,,,,,,
23-Oct-25,28-Oct-25,RELIANCE,Non-Hld,1448,1400,1348.5,7.38,1451.5,0.24,0.73,65.76,14.55,4.29,10.25,1453.78,1390.46,1327.15,,,,,,,,,,
23-Oct-25,28-Oct-25,RVNL,Non-Hld,330.35,350,328.6,0.53,371.4,12.43,0.35,40.73,-3.26,-1.45,-1.82,354.04,340.42,326.8,,,,,,,,,,
23-Oct-25,28-Oct-25,SAIL,Non-Hld,129,140,128.75,0.19,151.25,17.25,0.51,45.96,-0.24,0.45,-0.69,137.3,132.33,127.35,,,,,,,,,,
