Date,expiryDate,Symbol,Type,CMP,strikePrice,Support,Dist_from_Support,Resistance,Dist_from_Resist,PCR,RSI,MACD,MACD_Signal,MACD_Hist,BB_HI,BB_MID,BB_LO,Sentiment,Call_B,Call_S,Puts_W,Puts_L,Call_W,Call_L,Puts_B,Puts_S,Tot_Strikes
14-Oct-25,28-Oct-25,EICHERMOT,Non-Hld,6873,7000,6749.75,1.83,7250.25,5.49,0.66,56.64,115.2,163.43,-48.22,7048.91,6952.5,6856.09,,,,,,,,,,
14-Oct-25,28-Oct-25,ETERNAL,Non-Hld,347,335,312.15,11.17,357.85,3.13,0.72,67.77,6.59,5.44,1.15,351.85,335.58,319.3,,,,,,,,,,
14-Oct-25,28-Oct-25,EXIDEIND,Non-Hld,393,400,384.55,2.2,415.45,5.72,0.68,42.51,-2.08,-1.43,-0.65,421.41,401.44,381.46,,,,,,,,,,
14-Oct-25,28-Oct-25,FEDERALBNK,Non-Hld,215.28,225,211.4,1.84,238.6,10.84,0.58,78.35,3.83,1.36,2.47,212.6,198.46,184.33,,,,,,,,,,
14-Oct-25,28-Oct-25,FORTIS,Non-Hld,1082.55,1100,1054.65,2.65,1145.35,5.81,0.81,70.14,37.4,28.29,9.11,1100.53,999.53,898.54,,,,,,,,,,
14-Oct-25,28-Oct-25,GAIL,Non-Hld,175.41,180,171.9,2.05,188.1,7.24,0.59,45.92,0.22,0.17,0.05,183.54,178.02,172.51,,,,,,,,,,
14-Oct-25,28-Oct-25,GLENMARK,Non-Hld,1886.3,2000,1874.7,0.62,2125.3,12.68,0.51,33.79,-29.31,-18.8,-10.51,2100.67,1986.42,1872.16,,,,,,,,,,
14-Oct-25,28-Oct-25,GMRAIRPORT,Non-Hld,88.76,95,88.2,0.64,101.8,14.7,0.48,48.89,0.1,0.04,0.06,93.13,89.67,86.2,,,,,,,,,,
14-Oct-25,28-Oct-25,GODREJCP,Non-Hld,1099,1200,1099.3,-0.02,1300.7,18.36,0.5,24.5,-31.1,-24.77,-6.33,1260.09,1172.88,1085.67,,,,,,,,,,
14-Oct-25,28-Oct-25,GODREJPROP,Non-Hld,2064.2,2100,1996.15,3.41,2203.85,6.77,0.57,51.76,7.67,0.84,6.83,2148.81,2049.84,1950.87,,,,,,,,,,
14-Oct-25,28-Oct-25,GRASIM,Non-Hld,2777,2900,2762.95,0.51,3037.05,9.37,0.58,45.23,-2.15,-0.65,-1.49,2884.63,2806.97,2729.31,,,,,,,,,,
14-Oct-25,28-Oct-25,HAL,Non-Hld,4741,5000,4708.45,0.7,5291.55,11.62,0.52,50.57,44.05,58.4,-14.35,4917.02,4807.53,4698.04,,,,,,,,,,
14-Oct-25,28-Oct-25,HAVELLS,Non-Hld,1445.8,1600,1439.25,0.46,1760.75,21.79,0.54,28.75,-22.75,-15.74,-7.01,1620.76,1526.32,1431.88,,,,,,,,,,
14-Oct-25,28-Oct-25,HCLTECH,Non-Hld,1492,1500,1446.6,3.14,1553.4,4.12,0.51,62.05,4.63,-7.41,12.04,1512.01,1433,1353.99,,,,,,,,,,
14-Oct-25,28-Oct-25,HDFCAMC,Non-Hld,5597.5,5700,5423.55,3.21,5976.45,6.77,0.61,47.63,-32.25,-20.54,-11.71,5935,5671.2,5407.4,,,,,,,,,,
14-Oct-25,28-Oct-25,HDFCBANK,Non-Hld,976.25,1000,965.45,1.12,1034.55,5.98,0.75,56.34,2.39,-0.41,2.8,989.29,966.15,943.01,,,,,,,,,,
14-Oct-25,28-Oct-25,HDFCLIFE,Non-Hld,743.55,800,742.2,0.19,857.8,15.37,0.53,37.61,-6.81,-4.64,-2.17,788.49,763.29,738.08,,,,,,,,,,
14-Oct-25,28-Oct-25,HEROMOTOCO,Non-Hld,5560,5600,5376.35,3.42,5823.65,4.75,0.64,64.49,106.78,114.21,-7.43,5645.33,5440.55,5235.77,,,,,,,,,,
14-Oct-25,28-Oct-25,HFCL,Non-Hld,74.78,80,73,2.44,87,16.35,0.52,51.67,0.39,0.27,0.12,77.76,74.99,72.21,,,,,,,,,,
14-Oct-25,28-Oct-25,HINDALCO,Non-Hld,758,780,746.35,1.57,813.65,7.35,0.6,54.95,11.1,12.43,-1.33,783.57,758.74,733.9,,,,,,,,,,
14-Oct-25,28-Oct-25,HINDPETRO,Non-Hld,441.1,450,427.35,3.22,472.65,7.16,0.43,59.98,13.48,13.11,0.37,470.72,433.76,396.8,,,,,,,,,,
14-Oct-25,28-Oct-25,HINDUNILVR,Non-Hld,2502,2600,2482.95,0.77,2717.05,8.6,0.51,41.92,-19.47,-16.38,-3.08,2590.05,2534.26,2478.46,,,,,,,,,,
14-Oct-25,28-Oct-25,HINDZINC,Non-Hld,504.2,500,469.9,7.3,530.1,5.14,0.55,66.81,16.01,13.49,2.52,516.4,476.71,437.02,,,,,,,,,,
14-Oct-25,28-Oct-25,HUDCO,Non-Hld,224.8,230,218.05,3.1,241.95,7.63,0.52,49.25,2.65,3.25,-0.6,238.86,228.66,218.47,,,,,,,,,,
14-Oct-25,28-Oct-25,ICICIBANK,Non-Hld,1384.8,1400,1354.45,2.25,1445.55,4.39,0.73,48.53,-8.67,-11.48,2.81,1425.12,1382.08,1339.03,,,,,,,,,,
14-Oct-25,28-Oct-25,ICICIGI,Non-Hld,1865,1900,1815.1,2.75,1984.9,6.43,0.58,43.67,-6.14,-1,-5.15,1922.66,1880.07,1837.47,,,,,,,,,,
14-Oct-25,28-Oct-25,ICICIPRULI,Non-Hld,597.85,620,589.1,1.49,650.9,8.88,0.53,47.94,-3.17,-3.92,0.75,609.11,598.02,586.94,,,,,,,,,,
14-Oct-25,28-Oct-25,IDEA,Non-Hld,8.36,10,8.25,1.34,11.75,40.56,0.55,51.7,0.36,0.4,-0.04,9.31,8.5,7.68,,,,,,,,,,
14-Oct-25,28-Oct-25,IDFCFIRSTB,Non-Hld,72.9,75,70.95,2.75,79.05,8.44,0.7,57.19,0.61,0.23,0.38,74.41,71.19,67.98,,,,,,,,,,
14-Oct-25,28-Oct-25,IEX,Holding,136.2,140,132.1,3.11,147.9,8.6,0.63,35.59,-1.97,-1.64,-0.33,149.84,142.09,134.35,,,,,,,,,,
14-Oct-25,28-Oct-25,IGL,Non-Hld,211.99,220,207.65,2.1,232.35,9.61,0.55,49.76,1.44,1.01,0.44,221.57,211.9,202.24,,,,,,,,,,
14-Oct-25,28-Oct-25,IIFL,Non-Hld,484.5,500,472.7,2.5,527.3,8.84,0.6,61.79,10.86,5.88,4.99,501.49,459.41,417.32,,,,,,,,,,
14-Oct-25,28-Oct-25,INDHOTEL,Non-Hld,720.6,750,711.05,1.35,788.95,9.49,0.45,36.89,-10.64,-10.28,-0.36,786.49,740.99,695.5,,,,,,,,,,
14-Oct-25,28-Oct-25,INDIANB,Non-Hld,769.9,780,739.25,4.15,820.75,6.61,0.84,67.1,25.16,22.46,2.7,794.84,733.74,672.63,,,,,,,,,,
14-Oct-25,28-Oct-25,INDIGO,Holding,5767,5800,5602.4,2.94,5997.6,4,0.66,53.49,-5.73,-24.8,19.06,5806.6,5691.68,5576.75,,,,,,,,,,
14-Oct-25,28-Oct-25,INDUSINDBK,Non-Hld,749,750,710.5,5.42,789.5,5.41,0.95,50.29,-1.28,-5.15,3.87,764.78,742.32,719.87,,,,,,,,,,
14-Oct-25,28-Oct-25,INDUSTOWER,Non-Hld,339.2,360,335.75,1.03,384.25,13.29,0.72,37.43,-0.72,0.2,-0.92,363.41,352.88,342.34,,,,,,,,,,
14-Oct-25,28-Oct-25,INFY,Non-Hld,1488,1560,1448.5,2.73,1671.5,12.34,0.48,50.68,-0.64,-4.25,3.61,1549.36,1487.63,1425.9,,,,,,,,,,
14-Oct-25,28-Oct-25,INOXWIND,Non-Hld,146.87,150,141.75,3.62,158.25,7.75,0.49,53.26,-0.12,-1.02,0.9,155.06,145.17,135.28,,,,,,,,,,
14-Oct-25,28-Oct-25,IOC,Non-Hld,152.7,155,148.7,2.69,161.3,5.64,0.64,60.94,2.98,2.7,0.28,157,150.03,143.05,,,,,,,,,,
14-Oct-25,28-Oct-25,IRCTC,Holding,705.1,750,701.85,0.47,798.15,13.2,0.58,42.7,-3.69,-3.72,0.03,737.43,714.83,692.24,,,,,,,,,,
14-Oct-25,28-Oct-25,IREDA,Non-Hld,154.5,160,149.45,3.38,170.55,10.39,0.4,56.51,0.47,0.51,-0.04,159.49,152.41,145.32,,,,,,,,,,
14-Oct-25,28-Oct-25,IRFC,Non-Hld,124.35,130,121.4,2.43,138.6,11.46,0.47,46.57,-0.25,-0.24,-0.01,130.36,126.1,121.85,,,,,,,,,,
14-Oct-25,28-Oct-25,ITC,Non-Hld,396.7,410,395.2,0.38,424.8,7.09,0.63,38.57,-2.72,-2.24,-0.48,412.93,403.94,394.94,,,,,,,,,,
14-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,994.7,1100,990.45,0.43,1209.55,21.6,0.5,40.84,-1.1,7.15,-8.25,1081.6,1041.31,1001.02,,,,,,,,,,
14-Oct-25,28-Oct-25,JIOFIN,Non-Hld,305.5,320,301.6,1.3,338.4,10.77,0.66,46.56,-1.91,-2.83,0.92,321.2,306.79,292.38,,,,,,,,,,
14-Oct-25,28-Oct-25,JSWENERGY,Non-Hld,538.95,550,520.7,3.51,579.3,7.49,0.46,54.8,5.09,4.76,0.33,551.92,538.13,524.33,,,,,,,,,,
14-Oct-25,28-Oct-25,JSWSTEEL,Non-Hld,1147,1200,1134.4,1.12,1265.6,10.35,0.65,56.61,19.38,20.79,-1.41,1179.09,1142.03,1104.98,,,,,,,,,,
14-Oct-25,28-Oct-25,JUBLFOOD,Non-Hld,584.8,650,584.7,0.02,715.3,22.32,0.42,30.51,-11.12,-8.55,-2.57,641.24,615.34,589.44,,,,,,,,,,
14-Oct-25,28-Oct-25,KALYANKJIL,Non-Hld,468,500,462.75,1.14,537.25,14.8,0.48,39.85,-9.27,-10.85,1.58,525.5,484.12,442.75,,,,,,,,,,
14-Oct-25,28-Oct-25,KAYNES,Non-Hld,6892,7000,6544,5.32,7456,8.19,0.43,45.97,71.25,153.43,-82.18,7584.93,7208.9,6832.87,,,,,,,,,,
14-Oct-25,28-Oct-25,KEI,Non-Hld,4364,4300,4032.35,8.23,4567.65,4.67,0.64,69.09,73.37,54.16,19.22,4348.31,4162.88,3977.46,,,,,,,,,,
14-Oct-25,28-Oct-25,KFINTECH,Holding,1110,1100,1033.4,7.42,1166.6,5.1,0.59,54.79,-2.9,-9.46,6.57,1150.04,1083.37,1016.7,,,,,,,,,,
14-Oct-25,28-Oct-25,KOTAKBANK,Non-Hld,2150,2100,2011.9,6.87,2188.1,1.78,1.04,68.87,39.79,28.45,11.34,2186.36,2070.2,1954.04,,,,,,,,,,
14-Oct-25,28-Oct-25,KPITTECH,Non-Hld,1153,1200,1127,2.31,1273,10.41,0.65,40.57,-22.69,-18.21,-4.48,1319.61,1204.37,1089.13,,,,,,,,,,
14-Oct-25,28-Oct-25,LAURUSLABS,Non-Hld,874.8,900,843,3.78,957,9.4,0.57,51.9,-1.9,-1.3,-0.6,933.72,879.5,825.27,,,,,,,,,,
14-Oct-25,28-Oct-25,LICHSGFIN,Non-Hld,566,600,563.8,0.4,636.2,12.41,0.74,46.71,-0.86,0.01,-0.87,592.6,573.78,554.96,,,,,,,,,,
14-Oct-25,28-Oct-25,LICI,Non-Hld,901,900,866.2,4.02,933.8,3.65,0.4,54.97,3.63,3.4,0.23,914.05,895.91,877.77,,,,,,,,,,
14-Oct-25,28-Oct-25,LODHA,Non-Hld,1137.8,1200,1121.45,1.46,1278.55,12.38,0.6,42.86,-18.9,-21.84,2.94,1227.99,1161.36,1094.74,,,,,,,,,,
14-Oct-25,28-Oct-25,LT,Non-Hld,3736,3800,3690.85,1.23,3909.15,4.64,0.45,58.98,40,34.86,5.14,3789.77,3703.94,3618.11,,,,,,,,,,
14-Oct-25,28-Oct-25,LTF,Non-Hld,262.89,260,244.45,7.55,275.55,4.82,0.89,65.24,8.88,8.75,0.13,268.42,251.76,235.1,,,,,,,,,,
14-Oct-25,28-Oct-25,LTIM,Non-Hld,5461,5600,5272.75,3.58,5927.25,8.54,0.67,62.31,54.14,25.5,28.65,5593.39,5308.38,5023.36,,,,,,,,,,
14-Oct-25,28-Oct-25,LUPIN,Non-Hld,1935.1,2000,1909.7,1.34,2090.3,8.03,0.63,46.28,-6.48,-3.71,-2.77,2065.44,1973.22,1881.01,,,,,,,,,,
14-Oct-25,28-Oct-25,M%26M,Non-Hld,3453,3600,3417.4,1.05,3782.6,9.55,0.44,49.13,-0.14,12.49,-12.64,3665.28,3507.77,3350.26,,,,,,,,,,
14-Oct-25,28-Oct-25,MANAPPURAM,Non-Hld,283.95,300,280.55,1.22,319.45,12.51,0.56,48.48,1.92,2.86,-0.93,298.38,287.99,277.6,,,,,,,,,,
14-Oct-25,28-Oct-25,MANKIND,Non-Hld,2434.1,2600,2415.75,0.76,2784.25,14.39,0.42,38.87,-28.27,-22.6,-5.67,2643.99,2506.7,2369.41,,,,,,,,,,
14-Oct-25,28-Oct-25,MARICO,Non-Hld,707,740,706.4,0.09,773.6,9.43,0.58,44.88,-2.37,-3.12,0.75,725.42,710.49,695.56,,,,,,,,,,
14-Oct-25,28-Oct-25,MARUTI,Non-Hld,16300,16200,15752,3.48,16648,2.14,0.53,67.53,362.17,418.65,-56.48,16429.16,16025.4,15621.64,,,,,,,,,,
14-Oct-25,28-Oct-25,MAXHEALTH,Non-Hld,1159.5,1200,1139.75,1.74,1260.25,8.69,0.73,52.29,-8.55,-15.11,6.56,1189.27,1140.47,1091.67,,,,,,,,,,
14-Oct-25,28-Oct-25,MAZDOCK,Non-Hld,2794,3000,2748.9,1.65,3251.1,16.37,0.48,45.43,3.09,12.3,-9.21,3030.44,2885.81,2741.19,,,,,,,,,,
14-Oct-25,28-Oct-25,MCX,Holding,9391.5,9000,8348.1,12.5,9651.9,2.78,0.97,80.57,278.84,144.4,134.44,9015.6,8187.02,7358.45,,,,,,,,,,
14-Oct-25,28-Oct-25,MFSL,Non-Hld,1604.9,1600,1537.85,4.36,1662.15,3.57,0.59,55.67,4.79,1.61,3.18,1624.57,1578.79,1533.02,,,,,,,,,,
14-Oct-25,28-Oct-25,MOTHERSON,Holding,104.9,105,99.8,5.12,110.2,5.06,0.48,52.98,0.69,1.32,-0.64,111.76,106.61,101.46,,,,,,,,,,
14-Oct-25,28-Oct-25,MPHASIS,Non-Hld,2747,2900,2713.15,1.25,3086.85,12.38,0.52,45.01,-18.83,-18.78,-0.05,3008.85,2794.97,2581.09,,,,,,,,,,
14-Oct-25,28-Oct-25,MUTHOOTFIN,Non-Hld,3215,3200,3058.15,5.13,3341.85,3.95,0.63,66.52,101.92,103.54,-1.62,3316.35,3105.88,2895.41,,,,,,,,,,
14-Oct-25,28-Oct-25,NATIONALUM,Non-Hld,223.25,230,217.7,2.55,242.3,8.54,0.71,63.01,6.37,5.64,0.73,230.22,214.7,199.19,,,,,,,,,,
14-Oct-25,28-Oct-25,NAUKRI,Non-Hld,1321,1400,1309.95,0.85,1490.05,12.8,0.5,42.28,-8.72,-6.49,-2.24,1415.54,1356.2,1296.86,,,,,,,,,,
14-Oct-25,28-Oct-25,NBCC,Non-Hld,109.72,115,107.2,2.36,122.8,11.93,0.47,50.33,1.36,1.3,0.06,115.48,110.69,105.91,,,,,,,,,,
14-Oct-25,28-Oct-25,NCC,Non-Hld,203.91,210,199.95,1.99,220.05,7.92,0.5,40.31,-1.34,-1.25,-0.09,218.12,210.11,202.09,,,,,,,,,,
14-Oct-25,28-Oct-25,NESTLEIND,Non-Hld,1175.5,1180,1137.85,3.31,1222.15,3.97,0.7,48,0.68,0.09,0.59,1212.66,1180.75,1148.85,,,,,,,,,,
14-Oct-25,28-Oct-25,NHPC,Non-Hld,85.21,90,85,0.25,95,11.49,0.42,50.49,0.79,0.98,-0.19,88.55,86.54,84.54,,,,,,,,,,
14-Oct-25,28-Oct-25,NMDC,Non-Hld,75.96,80,75.1,1.15,84.9,11.77,0.57,52.08,0.86,1.02,-0.16,78.33,76.51,74.68,,,,,,,,,,
14-Oct-25,28-Oct-25,NTPC,Non-Hld,336.85,345,333.6,0.98,356.4,5.81,0.38,49.32,1.21,1.64,-0.43,345.3,339.18,333.07,,,,,,,,,,
14-Oct-25,28-Oct-25,NUVAMA,Non-Hld,7146,7000,6624.45,7.88,7375.55,3.22,0.95,67.42,165.71,59.16,106.55,7381.52,6591,5800.48,,,,,,,,,,
14-Oct-25,28-Oct-25,NYKAA,Non-Hld,256.4,260,248.75,3.08,271.25,5.8,0.62,59.8,7.44,6.02,1.42,268.64,246.33,224.03,,,,,,,,,,
14-Oct-25,28-Oct-25,OBEROIRLTY,Non-Hld,1573.6,1700,1557.9,1.01,1842.1,17.07,0.65,40.03,-15.36,-13.17,-2.18,1681.49,1614.9,1548.3,,,,,,,,,,
14-Oct-25,28-Oct-25,OFSS,Non-Hld,8924.5,9500,8730,2.23,10270,15.08,0.58,50.37,105.35,92.23,13.12,9525.87,8996.8,8467.73,,,,,,,,,,
14-Oct-25,28-Oct-25,OIL,Non-Hld,414.15,420,400.2,3.49,439.8,6.2,0.54,52.56,3.04,2.44,0.6,425.03,411.66,398.29,,,,,,,,,,
14-Oct-25,28-Oct-25,ONGC,Non-Hld,244.15,250,241.8,0.98,258.2,5.76,0.36,60.14,2.37,1.97,0.41,247.82,240.61,233.41,,,,,,,,,,
14-Oct-25,28-Oct-25,PAGEIND,Non-Hld,40480,45000,41593.65,-2.67,48406.35,19.59,0.3,32.6,-896.47,-838.59,-57.88,45145,42409.25,39673.5,,,,,,,,,,
14-Oct-25,28-Oct-25,PATANJALI,Non-Hld,581,600,569.25,2.07,630.75,8.57,0.41,41.4,-2.51,-2,-0.52,611.29,595.09,578.89,,,,,,,,,,
14-Oct-25,28-Oct-25,PAYTM,Non-Hld,1239,1240,1168.75,6.02,1311.25,5.84,0.72,59.66,14.12,6.09,8.03,1283.52,1194.39,1105.26,,,,,,,,,,
14-Oct-25,28-Oct-25,PERSISTENT,Non-Hld,5299.8,5500,5119.05,3.54,5880.95,10.97,0.62,54.97,1.62,-32.52,34.14,5657.84,5233.4,4808.95,,,,,,,,,,
14-Oct-25,28-Oct-25,PETRONET,Non-Hld,276.85,310,279.55,-0.96,340.45,22.98,0.97,47.36,0.83,0.39,0.44,287.59,278.15,268.7,,,,,,,,,,
14-Oct-25,28-Oct-25,PFC,Holding,396.5,410,390.55,1.53,429.45,8.32,0.73,43.92,-0.01,0.99,-1,414.99,406.11,397.22,,,,,,,,,,
14-Oct-25,28-Oct-25,PGEL,Non-Hld,568.75,600,555.35,2.42,644.65,13.35,0.75,54.8,-4.53,-14.01,9.47,598.96,543.58,488.21,,,,,,,,,,
14-Oct-25,28-Oct-25,PHOENIXLTD,Non-Hld,1626.2,1640,1562.8,4.06,1717.2,5.6,0.64,61.83,16.14,14.02,2.12,1654.9,1595.04,1535.17,,,,,,,,,,
14-Oct-25,28-Oct-25,PIDILITIND,Non-Hld,1490.5,1500,1457.5,2.27,1542.5,3.49,0.63,45.11,-7.03,-9.4,2.37,1543.38,1499.83,1456.28,,,,,,,,,,
14-Oct-25,28-Oct-25,PIIND,Non-Hld,3562,3600,3459.35,2.97,3740.65,5.02,0.67,42.2,-56.02,-62.41,6.39,3758.89,3600,3441.1,,,,,,,,,,
14-Oct-25,28-Oct-25,PNB,Non-Hld,115.21,115,109.85,4.88,120.15,4.29,0.77,60.6,2.2,1.95,0.25,117.65,112.86,108.06,,,,,,,,,,
14-Oct-25,28-Oct-25,PNBHOUSING,Non-Hld,843,900,825.4,2.14,974.6,15.62,0.72,44.39,5.49,9.85,-4.36,909.82,870.31,830.8,,,,,,,,,,
14-Oct-25,28-Oct-25,POLICYBZR,Non-Hld,1711,1800,1687.1,1.42,1912.9,11.81,0.71,41.86,-21.6,-23.35,1.75,1835.28,1745.32,1655.35,,,,,,,,,,
14-Oct-25,28-Oct-25,POLYCAB,Non-Hld,7572.5,8000,7459.1,1.53,8540.9,12.79,0.52,60.15,116.24,107.85,8.39,7782.22,7502.22,7222.23,,,,,,,,,,
14-Oct-25,28-Oct-25,POWERGRID,Holding,287,300,285.8,0.42,314.2,9.48,0.46,52.07,0.38,0.12,0.26,292.97,286.37,279.77,,,,,,,,,,
14-Oct-25,28-Oct-25,POWERINDIA,Non-Hld,17440,20000,17594.95,-0.88,22405.05,28.47,0.2,33.66,-503.04,-409.26,-93.78,20184.17,18582.15,16980.13,,,,,,,,,,
14-Oct-25,28-Oct-25,PPLPHARMA,Non-Hld,192.25,210,190.95,0.69,229.05,19.15,0.54,44.41,-0.38,-0.18,-0.2,208.09,197.84,187.59,,,,,,,,,,
14-Oct-25,28-Oct-25,PRESTIGE,Non-Hld,1604.4,1600,1526.05,5.14,1673.95,4.34,0.67,55.08,-0.53,-10.3,9.77,1667.84,1573.78,1479.72,,,,,,,,,,
14-Oct-25,28-Oct-25,RBLBANK,Non-Hld,292.4,300,268.45,8.93,331.55,13.39,0.45,69.53,6.22,4.79,1.43,292.74,276.61,260.48,,,,,,,,,,
14-Oct-25,28-Oct-25,RECLTD,Non-Hld,369.5,380,359.9,2.67,400.1,8.29,0.83,43.23,-1.22,-0.48,-0.74,388.62,377.31,365.99,,,,,,,,,,
14-Oct-25,28-Oct-25,RELIANCE,Non-Hld,1374.9,1400,1350.25,1.83,1449.75,5.45,0.68,47.3,-4.15,-4.63,0.48,1414.11,1383.07,1352.03,,,,,,,,,,
14-Oct-25,28-Oct-25,RVNL,Non-Hld,332.15,360,328.8,1.02,391.2,17.78,0.35,40.86,-0.39,1.27,-1.66,365.8,348.46,331.13,,,,,,,,,,
14-Oct-25,28-Oct-25,SAIL,Non-Hld,128.2,140,127.1,0.87,152.9,19.27,0.49,44.04,0.83,1.62,-0.8,138.11,133.75,129.38,,,,,,,,,,
14-Oct-25,28-Oct-25,SAMMAANCAP,Non-Hld,164.67,160,151.7,8.55,168.3,2.21,0.98,67.93,8.16,7.58,0.58,176.17,151.08,125.99,,,,,,,,,,
14-Oct-25,28-Oct-25,SBICARD,Non-Hld,913,900,860.1,6.16,939.9,2.95,0.6,66.18,19.59,17.37,2.22,931.48,892.79,854.1,,,,,,,,,,
14-Oct-25,28-Oct-25,SBILIFE,Non-Hld,1815,1800,1738.85,4.38,1861.15,2.55,0.48,52.54,-4.31,-7.08,2.76,1848.55,1806.71,1764.87,,,,,,,,,,
14-Oct-25,28-Oct-25,SBIN,Non-Hld,876,900,868.8,0.83,931.2,6.31,0.54,62.38,12.49,12.51,-0.02,886.6,864.49,842.38,,,,,,,,,,
14-Oct-25,28-Oct-25,SHREECEM,Non-Hld,29535,30000,28926.1,2.11,31073.9,5.22,0.71,49.7,-127.9,-180.83,52.93,30022.33,29520.75,29019.17,,,,,,,,,,
14-Oct-25,28-Oct-25,SHRIRAMFIN,Non-Hld,674.15,680,642.85,4.87,717.15,6.38,0.79,67.9,15.13,10.91,4.23,687.34,640.51,593.69,,,,,,,,,,
14-Oct-25,28-Oct-25,SIEMENS,Holding,3100,3300,3076.7,0.76,3523.3,13.66,0.4,43.27,-11.76,0.51,-12.27,3358.19,3198.38,3038.57,,,,,,,,,,
14-Oct-25,28-Oct-25,SOLARINDS,Non-Hld,13940,15000,13902.15,0.28,16097.85,15.48,0.63,46.95,-89.67,-123.82,34.15,14901,14102.3,13303.6,,,,,,,,,,
14-Oct-25,28-Oct-25,SONACOMS,Non-Hld,453.45,460,431.6,5.07,488.4,7.71,0.55,62.91,-1.46,-6.21,4.76,448.72,422.72,396.72,,,,,,,,,,
14-Oct-25,28-Oct-25,SRF,Non-Hld,3045,3000,2878.85,5.78,3121.15,2.51,0.93,65.66,24.97,4.81,20.17,3067.43,2931.17,2794.91,,,,,,,,,,
14-Oct-25,28-Oct-25,SUNPHARMA,Non-Hld,1652.1,1680,1630.45,1.33,1729.55,4.69,0.79,55.74,11.12,6.39,4.72,1683.32,1634.72,1586.11,,,,,,,,,,
14-Oct-25,28-Oct-25,SUPREMEIND,Non-Hld,4170,4500,4134.5,0.86,4865.5,16.68,0.46,40.55,-60.78,-57.92,-2.86,4533.04,4289.04,4045.03,,,,,,,,,,
14-Oct-25,28-Oct-25,SUZLON,Non-Hld,53.93,56,52.95,1.86,59.05,9.5,0.47,36.41,-1.37,-1.31,-0.06,60.91,56.12,51.34,,,,,,,,,,
14-Oct-25,28-Oct-25,SYNGENE,Non-Hld,626,640,609.15,2.77,670.85,7.17,0.57,42.85,-5.21,-5.88,0.67,667.23,638.49,609.76,,,,,,,,,,
14-Oct-25,28-Oct-25,TATACONSUM,Non-Hld,1113.1,1200,1115.25,-0.19,1284.75,15.43,0.38,51.07,6.3,9.57,-3.27,1149.6,1126.69,1103.78,,,,,,,,,,
14-Oct-25,28-Oct-25,TATAELXSI,Non-Hld,5328,5500,5204.7,2.37,5795.3,8.78,0.38,41.37,-65.44,-70.47,5.03,5783.87,5464.9,5145.93,,,,,,,,,,
14-Oct-25,28-Oct-25,TATAPOWER,Non-Hld,390.9,400,385.1,1.51,414.9,6.14,0.76,52.34,0.52,0.6,-0.08,398.84,391.41,383.98,,,,,,,,,,
14-Oct-25,28-Oct-25,TATASTEEL,Non-Hld,169.32,180,169.05,0.16,190.95,12.78,0.55,51.45,1.83,2.07,-0.23,175.75,171.49,167.23,,,,,,,,,,
14-Oct-25,28-Oct-25,TATATECH,Non-Hld,687.5,700,665.7,3.28,734.3,6.81,0.69,45.86,3.31,3.3,0.01,733.19,699.76,666.33,,,,,,,,,,
14-Oct-25,28-Oct-25,TCS,Non-Hld,2960,3100,2935.5,0.84,3264.5,10.29,0.55,42.64,-24.56,-30.23,5.66,3192.59,3005.79,2818.98,,,,,,,,,,
14-Oct-25,28-Oct-25,TECHM,Non-Hld,1468.9,1500,1425.1,3.08,1574.9,7.22,0.78,50.36,-12.32,-16.59,4.26,1544.63,1448.41,1352.2,,,,,,,,,,
14-Oct-25,28-Oct-25,TIINDIA,Non-Hld,3098,3200,3030.25,2.24,3369.75,8.78,0.52,44.6,-4.68,11.6,-16.28,3429.88,3213.75,2997.62,,,,,,,,,,
14-Oct-25,28-Oct-25,TITAGARH,Non-Hld,883,920,861.05,2.55,978.95,10.87,0.42,46.49,2.64,5.75,-3.12,956.33,907.65,858.97,,,,,,,,,,
14-Oct-25,28-Oct-25,TITAN,Non-Hld,3528,3400,3251.6,8.51,3548.4,0.58,0.55,55.02,-1.46,-18.8,17.34,3602.07,3463.58,3325.09,,,,,,,,,,
14-Oct-25,28-Oct-25,TMPV,Non-Hld,395,400,369.5,6.91,430.5,8.99,0.35,12.24,-26.44,-5.07,-21.37,813.05,678.22,543.39,,,,,,,,,,
14-Oct-25,28-Oct-25,TORNTPHARM,Non-Hld,3520.9,3500,3388.9,3.9,3611.1,2.57,0.5,43.55,-15.96,-10.52,-5.44,3651.73,3566.1,3480.47,,,,,,,,,,
14-Oct-25,28-Oct-25,TORNTPOWER,Non-Hld,1290,1300,1241.6,3.9,1358.4,5.31,0.64,59.42,-5.46,-13.73,8.27,1301.27,1249,1196.72,,,,,,,,,,
14-Oct-25,28-Oct-25,TRENT,Non-Hld,4604,5000,4586.1,0.4,5413.9,17.6,0.41,31.88,-150.92,-149.98,-0.94,5199.12,4828.77,4458.42,,,,,,,,,,
14-Oct-25,28-Oct-25,TVSMOTOR,Non-Hld,3502,3500,3355.35,4.38,3644.65,4.08,0.69,61.44,39.09,48.58,-9.5,3559.24,3483.74,3408.24,,,,,,,,,,
14-Oct-25,28-Oct-25,ULTRACEMCO,Non-Hld,12074,13000,12068.75,0.05,13931.25,15.39,0.59,43.16,-95.14,-95.8,0.66,12717.01,12261.55,11806.09,,,,,,,,,,
