Date,expiryDate,Symbol,Type,CMP,CMP_chg,CMP_pct_chg,CMP_trend,strikePrice,strikePrice_trend,Support,Support_chg,Support_pct_chg,Support_trend,Dist_from_Support,Dist_from_Support_trend,Resistance,Resistance_chg,Resistance_pct_chg,Resistance_trend,Dist_from_Resist,Dist_from_Resist_trend,PCR,PCR_trend,RSI,RSI_trend,MACD,MACD_trend,MACD_Signal,MACD_Signal_trend,MACD_Hist,MACD_Hist_trend,BB_HI,BB_HI_chg,BB_HI_pct_chg,BB_HI_trend,BB_MID,BB_MID_chg,BB_MID_pct_chg,BB_MID_trend,BB_LO,Dist_from_BB_HI,Dist_from_BB_LO,Sentiment,Call_B,Call_S,Puts_W,Puts_L,Call_W,Call_L,Puts_B,Puts_S,Tot_Strikes,BB-FnO
07-Oct-25,28-Oct-25,ITC,Non-Hld,399.9,-1.2,-0.3,down,410.0,unchanged,396.85,-0.25,-0.06,down,0.77,down,423.15,0.25,0.06,up,5.82,up,0.64,up,40.87,down,-2.25,down,-1.66,down,-0.59,down,417.19,0.22,0.05,up,407.24,-0.38,-0.09,down,397.29,4.32,0.66,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
08-Oct-25,28-Oct-25,ITC,Non-Hld,399.5,-4.9,-1.21,down,410.0,down,396.1,-7.7,-1.91,down,0.86,up,423.9,-12.3,-2.82,down,6.11,down,0.63,up,40.81,down,-2.43,down,-1.81,down,-0.62,up,417.1,-8.66,-2.03,down,406.72,-4.14,-1.01,down,396.35,4.41,0.79,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
09-Oct-25,28-Oct-25,ITC,Non-Hld,399.3,-0.6,-0.15,down,410.0,unchanged,397.25,0.4,0.1,up,0.52,down,422.75,-0.4,-0.09,down,5.88,up,0.65,up,41.07,up,-2.53,down,-1.96,down,-0.57,up,416.42,-0.77,-0.18,down,406.06,-1.18,-0.29,down,395.71,4.29,0.91,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
10-Nov-25,25-Nov-25,ITC,Non-Hld,406.0,6.5,1.63,up,420.0,up,405.75,9.65,2.44,up,0.06,down,434.25,10.35,2.44,up,6.96,up,0.5,down,43.81,up,0.25,up,1.62,up,-1.37,down,425.65,8.55,2.05,up,411.0,4.28,1.05,up,396.35,4.84,2.43,6 - Very Bullish,5.0,3.0,14.0,8.0,6.0,9.0,0.0,0.0,47.0,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,ITC,Non-Hld,402.5,3.2,0.8,up,410.0,unchanged,399.5,2.25,0.57,up,0.76,up,420.5,-2.25,-0.53,down,4.48,down,0.67,up,46.04,up,-2.35,up,-2.03,down,-0.31,up,415.03,-1.39,-0.33,down,405.45,-0.61,-0.15,down,395.88,3.11,1.67,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
11-Nov-25,25-Nov-25,ITC,Non-Hld,407.2,1.2,0.3,up,420.0,unchanged,406.3,0.55,0.14,up,0.22,up,433.7,-0.55,-0.13,down,6.51,down,0.5,unchanged,45.79,up,-0.04,down,1.29,down,-1.33,up,425.16,-0.49,-0.12,down,411.38,0.38,0.09,up,397.6,4.41,2.41,6 - Very Bullish,6.0,3.0,10.0,11.0,1.0,9.0,0.0,0.0,47.0,Neutral (BB_MID Between Res-Sup)
12-Nov-25,25-Nov-25,ITC,Non-Hld,407.4,4.9,1.22,up,420.0,up,406.85,7.35,1.84,up,0.14,down,433.15,12.65,3.01,up,6.32,up,0.51,down,46.03,down,-0.26,up,0.98,up,-1.23,down,424.14,9.11,2.2,up,411.89,6.44,1.59,up,399.64,4.11,1.94,6 - Very Bullish,5.0,1.0,9.0,9.0,9.0,3.0,0.0,1.0,47.0,Neutral (BB_MID Between Res-Sup)
13-Nov-25,25-Nov-25,ITC,Non-Hld,406.5,-0.7,-0.17,down,420.0,unchanged,405.4,-0.9,-0.22,down,0.27,up,434.6,0.9,0.21,up,6.91,up,0.5,unchanged,44.22,down,-0.52,down,0.68,down,-1.2,up,423.52,-1.64,-0.39,down,412.18,0.8,0.19,up,400.84,4.19,1.41,1 - Very Bearish,0.0,2.0,0.0,0.0,13.0,7.0,4.0,14.0,47.0,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,ITC,Non-Hld,399.4,-8.0,-1.96,down,410.0,down,397.35,-9.5,-2.34,down,0.52,up,422.65,-10.5,-2.42,down,5.83,down,0.63,up,41.44,down,-2.46,down,-2.12,down,-0.34,up,413.86,-10.28,-2.42,down,404.73,-7.16,-1.74,down,395.59,3.62,0.96,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
14-Nov-25,25-Nov-25,ITC,Non-Hld,408.25,1.75,0.43,up,420.0,unchanged,406.8,1.4,0.35,up,0.36,up,433.2,-1.4,-0.32,down,6.11,down,0.48,down,48.33,up,-0.53,down,0.44,down,-0.97,up,423.37,-0.15,-0.04,down,412.33,0.15,0.04,up,401.29,3.70,1.73,4 - Mild Bullish,7.0,4.0,8.0,13.0,3.0,6.0,0.0,1.0,47.0,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,ITC,Non-Hld,396.7,-2.7,-0.68,down,410.0,unchanged,395.2,-2.15,-0.54,down,0.38,down,424.8,2.15,0.51,up,7.09,up,0.63,unchanged,38.57,down,-2.72,down,-2.24,down,-0.48,down,412.93,-0.93,-0.22,down,403.94,-0.79,-0.2,down,394.94,4.09,0.45,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,ITC,Non-Hld,400.3,-7.95,-1.95,down,410.0,down,398.2,-8.6,-2.11,down,0.53,up,421.8,-11.4,-2.63,down,5.38,down,0.66,up,43.86,down,-2.64,down,-2.32,down,-0.32,up,411.38,-11.99,-2.83,down,403.28,-9.05,-2.19,down,395.17,2.77,1.30,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,ITC,Non-Hld,405.45,8.75,2.21,up,410.0,unchanged,401.5,6.3,1.59,up,0.99,up,418.5,-6.3,-1.48,down,3.22,down,0.75,up,51.48,up,-2.13,up,-2.28,down,0.15,up,410.75,-2.18,-0.53,down,403.07,-0.87,-0.22,down,395.39,1.31,2.54,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
17-Nov-25,25-Nov-25,ITC,Non-Hld,407.5,7.2,1.8,up,420.0,up,406.85,8.65,2.17,up,0.16,down,433.15,11.35,2.69,up,6.29,up,0.46,down,46.74,up,-0.62,up,0.22,up,-0.84,down,423.35,11.97,2.91,up,412.08,8.8,2.18,up,400.8,3.89,1.67,1 - Very Bearish,2.0,0.0,3.0,11.0,12.0,13.0,1.0,3.0,47.0,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,ITC,Non-Hld,411.4,5.95,1.47,up,410.0,unchanged,403.25,1.75,0.44,up,2.03,up,416.75,-1.75,-0.42,down,1.31,down,0.82,up,59.4,up,-1.15,up,-2.05,up,0.91,up,410.91,0.16,0.04,up,403.1,0.03,0.01,up,395.28,-0.12,4.08,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
18-Nov-25,25-Nov-25,ITC,Non-Hld,405.7,-1.8,-0.44,down,420.0,unchanged,405.25,-1.6,-0.39,down,0.11,down,434.75,1.6,0.37,up,7.16,up,0.45,down,44.85,down,-0.78,down,0.02,down,-0.8,up,423.3,-0.05,-0.01,down,411.72,-0.36,-0.09,down,400.13,4.34,1.39,3 - Mild Bearish,0.0,0.0,2.0,1.0,10.0,13.0,6.0,13.0,47.0,Neutral (BB_MID Between Res-Sup)
19-Nov-25,25-Nov-25,ITC,Non-Hld,403.7,-7.7,-1.87,down,420.0,up,403.75,0.5,0.12,up,-0.01,down,436.25,19.5,4.68,up,8.06,up,0.44,down,41.53,down,-1.08,up,-0.2,up,-0.88,down,423.35,12.44,3.03,up,411.25,8.15,2.02,up,399.15,4.87,1.14,1 - Very Bearish,0.0,0.0,2.0,5.0,6.0,18.0,1.0,17.0,47.0,Neutral (BB_MID Between Res-Sup)
20-Nov-2025,25-Nov-2025,ITC,Non-Hld,405.6,-0.1,-0.02,down,420.0,unchanged,405.8,0.55,0.14,up,-0.05,down,434.2,-0.55,-0.13,down,7.05,down,0.43,down,45.15,up,-1.15,down,-0.39,down,-0.76,up,422.88,-0.42,-0.1,down,410.73,-0.99,-0.24,down,398.58,4 - Mild Bullish,0,6,1.0,18.0,1.0,12.0,0.0,0.0,48.0,,,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,ITC,Non-Hld,412.6,8.9,2.2,up,410.0,down,403.55,-0.2,-0.05,down,2.25,up,416.45,-19.8,-4.54,down,0.94,down,0.8,up,60.29,up,-0.29,up,-1.7,down,1.41,up,411.55,-11.8,-2.79,down,403.22,-8.03,-1.95,down,394.89,-0.25,4.48,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
21-Oct-25,28-Oct-25,ITC,Non-Hld,412.5,6.9,1.7,up,410.0,down,404.05,-1.75,-0.43,down,2.1,up,415.95,-18.25,-4.2,down,0.84,down,0.79,up,59.98,up,0.36,up,-1.29,down,1.65,up,412.72,-10.16,-2.4,down,403.51,-7.22,-1.76,down,394.3,0.05,4.62,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
23-Oct-25,28-Oct-25,ITC,Non-Hld,416.25,3.65,0.88,up,420.0,up,414.1,10.55,2.61,up,0.52,down,425.9,9.45,2.27,up,2.32,up,0.86,up,63.2,up,1.12,up,-0.81,up,1.93,up,414.83,3.28,0.8,up,404.15,0.93,0.23,up,393.47,-0.34,5.79,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,ITC,Non-Hld,417.8,5.3,1.28,up,405.0,down,392.0,-12.05,-2.98,down,6.58,up,418.0,2.05,0.49,up,0.05,down,0.87,up,64.06,up,1.78,up,-0.5,up,2.28,up,416.84,4.12,1.0,up,404.94,1.43,0.35,up,393.04,-0.23,6.30,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
27-Oct-25,28-Oct-25,ITC,Non-Hld,421.0,4.75,1.14,up,405.0,down,388.45,-25.65,-6.19,down,8.38,up,421.55,-4.35,-1.02,down,0.13,down,0.99,up,67.72,up,2.56,up,0.28,up,2.29,up,419.46,4.63,1.12,up,405.97,1.82,0.45,up,392.47,-0.37,7.27,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
28-Oct-25,28-Oct-25,ITC,Non-Hld,417.85,0.05,0.01,up,405.0,unchanged,392.45,0.45,0.11,up,6.47,down,417.55,-0.45,-0.11,down,-0.07,down,0.96,up,62.8,down,2.94,up,0.81,up,2.13,down,421.06,4.22,1.01,up,406.61,1.67,0.41,up,392.16,0.77,6.55,,,,,,,,,,,Consolidation (Res-Sup Inside BB Range)
29-Oct-25,25-Nov-25,ITC,Non-Hld,421.85,0.85,0.2,up,420.0,up,405.9,17.45,4.49,up,3.93,down,434.1,12.55,2.98,up,2.9,up,0.68,down,66.35,down,3.49,up,1.35,up,2.15,down,423.19,3.73,0.89,up,407.32,1.35,0.33,up,391.46,0.32,7.76,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
30-Oct-25,25-Nov-25,ITC,Non-Hld,419.35,1.5,0.36,up,420.0,up,406.5,14.05,3.58,up,3.16,down,433.5,15.95,3.82,up,3.37,up,0.65,down,61.48,down,3.66,up,1.81,up,1.85,down,424.56,3.5,0.83,up,408.19,1.58,0.39,up,391.81,1.24,7.03,Bearish,0.0,1.0,3.0,0.0,22.0,2.0,17.0,6.0,44.0,Neutral (BB_MID Between Res-Sup)
31-Oct-25,25-Nov-25,ITC,Non-Hld,419.95,-1.9,-0.45,down,420.0,unchanged,408.2,2.3,0.57,up,2.88,down,431.8,-2.3,-0.53,down,2.82,down,0.66,down,63.12,down,3.88,up,2.22,up,1.65,down,426.07,2.88,0.68,up,408.92,1.6,0.39,up,391.77,1.46,7.19,Bearish,1.0,8.0,15.0,13.0,16.0,4.0,0.0,0.0,44.0,Neutral (BB_MID Between Res-Sup)
03-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1074.5,,,unchanged,1100.0,unchanged,1042.85,,,unchanged,3.03,unchanged,1157.15,,,unchanged,7.69,unchanged,1.03,unchanged,63.13,unchanged,10.47,unchanged,3.8,unchanged,6.67,unchanged,1085.61,,,unchanged,1031.24,,,unchanged,976.87,1.03,9.99,Bullish,13.0,11.0,18.0,9.0,0.0,0.0,0.0,0.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
03-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1077.0,,,unchanged,1080.0,unchanged,1024.65,,,unchanged,5.11,unchanged,1135.35,,,unchanged,5.42,unchanged,0.53,unchanged,63.14,unchanged,15.95,unchanged,15.24,unchanged,0.71,unchanged,1071.4,,,unchanged,1046.55,,,unchanged,1021.7,-0.52,5.41,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
04-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1075.5,1.0,0.09,up,1100.0,unchanged,1041.45,-1.4,-0.13,down,3.27,up,1158.55,1.4,0.12,up,7.72,up,1.05,up,64.01,up,12.26,up,5.49,up,6.77,up,1090.08,4.47,0.41,up,1032.48,1.24,0.12,up,974.88,1.36,10.32,Bearish,3.0,2.0,3.0,2.0,8.0,6.0,12.0,5.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
06-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1048.0,-29.0,-2.69,down,1100.0,up,1032.9,8.25,0.81,up,1.46,down,1167.1,31.75,2.8,up,11.36,up,0.94,up,51.37,down,10.71,down,6.54,down,4.18,up,1090.94,19.54,1.82,up,1033.07,-13.48,-1.29,down,975.2,4.10,7.47,Bearish,0.0,0.0,1.0,1.0,10.0,11.0,6.0,15.0,35.0,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1050.7,-24.8,-2.31,down,1100.0,unchanged,1034.8,-6.65,-0.64,down,1.54,down,1165.2,6.65,0.57,up,10.9,up,0.57,down,55.84,down,15.07,up,15.21,up,-0.14,down,1072.16,-17.92,-1.64,down,1047.6,15.12,1.46,up,1023.04,2.04,2.70,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
07-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1067.2,19.2,1.83,up,1100.0,unchanged,1045.4,12.5,1.21,up,2.09,up,1154.6,-12.5,-1.07,down,8.19,down,0.95,up,57.62,up,11.33,up,7.49,up,3.83,down,1095.24,4.3,0.39,up,1035.6,2.53,0.24,up,975.97,2.63,9.35,Bearish,13.0,9.0,11.0,11.0,0.0,1.0,1.0,0.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
07-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1035.1,-15.6,-1.48,down,1100.0,unchanged,1023.8,-11.0,-1.06,down,1.11,down,1176.2,11.0,0.94,up,13.64,up,0.56,down,49.23,down,12.44,down,14.66,down,-2.21,down,1072.39,0.23,0.02,up,1047.21,-0.39,-0.04,down,1022.03,3.60,1.28,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1019.9,-47.3,-4.43,down,1100.0,unchanged,1015.35,-30.05,-2.87,down,0.45,down,1184.65,30.05,2.6,up,16.16,up,0.57,down,45.45,down,9.08,down,13.54,up,-4.46,down,1073.93,-21.31,-1.95,down,1046.47,10.87,1.05,up,1019.0,5.30,0.09,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
09-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1036.0,0.9,0.09,up,1100.0,unchanged,1030.4,6.6,0.64,up,0.55,down,1169.6,-6.6,-0.56,down,12.9,down,0.59,up,51.31,up,8.03,down,12.44,down,-4.41,down,1073.93,1.54,0.14,up,1046.5,-0.71,-0.07,down,1019.07,3.66,1.66,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
10-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1072.8,52.9,5.19,up,1100.0,unchanged,1047.35,32.0,3.15,up,2.43,up,1152.65,-32.0,-2.7,down,7.44,down,1.03,up,57.97,up,11.8,up,8.36,down,3.44,up,1098.79,24.86,2.31,up,1037.16,-9.31,-0.89,down,975.53,2.42,9.97,6 - Very Bullish,4.0,5.0,16.0,7.0,11.0,4.0,0.0,0.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
10-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1014.0,-22.0,-2.12,down,1100.0,unchanged,1012.9,-17.5,-1.7,down,0.11,down,1187.1,17.5,1.5,up,17.08,up,0.52,down,45.1,down,5.11,down,10.97,down,-5.86,down,1075.81,1.88,0.18,up,1045.24,-1.26,-0.12,down,1014.67,6.10,-0.07,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
11-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1080.0,7.2,0.67,up,1100.0,unchanged,1050.65,3.3,0.32,up,2.79,up,1149.35,-3.3,-0.29,down,6.42,down,1.09,up,60.1,up,12.74,up,9.23,up,3.51,up,1103.9,5.11,0.47,up,1040.41,3.25,0.31,up,976.92,2.21,10.55,5 - Bullish,12.0,10.0,11.0,9.0,1.0,0.0,1.0,1.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
12-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1079.0,65.0,6.41,up,1100.0,unchanged,1050.3,37.4,3.69,up,2.73,up,1149.7,-37.4,-3.15,down,6.55,down,1.07,up,59.99,up,13.3,up,10.05,down,3.26,up,1107.86,32.05,2.98,up,1044.03,-1.21,-0.12,down,980.19,2.67,10.08,1 - Very Bearish,1.0,0.0,9.0,10.0,11.0,8.0,2.0,2.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1085.1,5.1,0.47,up,1100.0,unchanged,1054.35,3.7,0.35,up,2.92,up,1145.65,-3.7,-0.32,down,5.58,down,0.91,down,61.89,up,13.92,up,11.33,up,2.59,down,1112.66,8.76,0.79,up,1052.58,12.17,1.17,up,992.5,2.54,9.33,4 - Mild Bullish,7.0,10.0,10.0,12.0,4.0,0.0,0.0,0.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1010.0,-69.0,-6.39,down,1100.0,unchanged,1007.5,-42.8,-4.08,down,0.25,down,1192.5,42.8,3.72,up,18.07,up,0.5,down,43.39,down,2.16,down,9.21,down,-7.05,down,1078.36,-29.5,-2.66,down,1043.82,-0.21,-0.02,down,1009.29,6.77,0.07,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
14-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1080.0,-5.1,-0.47,down,1100.0,unchanged,1055.85,1.5,0.14,up,2.29,down,1144.15,-1.5,-0.13,down,5.94,up,0.93,up,57.17,down,13.45,down,11.76,up,1.7,down,1114.54,1.88,0.17,up,1055.25,2.67,0.25,up,995.96,3.20,8.44,3 - Mild Bearish,0.0,0.0,6.0,5.0,11.0,12.0,8.0,5.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
14-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,994.7,-15.3,-1.51,down,1100.0,unchanged,990.45,-17.05,-1.69,down,0.43,up,1209.55,17.05,1.43,up,21.6,up,0.5,unchanged,40.84,down,-1.1,down,7.15,down,-8.25,down,1081.6,3.24,0.3,up,1041.31,-2.51,-0.24,down,1001.02,8.74,-0.63,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
15-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1001.8,-78.2,-7.24,down,1100.0,unchanged,1001.1,-54.75,-5.19,down,0.07,down,1198.9,54.75,4.79,up,19.68,up,0.45,down,42.54,down,-3.21,down,5.08,down,-8.29,down,1082.14,-32.4,-2.91,down,1038.71,-16.54,-1.57,down,995.28,8.02,0.66,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1025.0,30.3,3.05,up,1100.0,unchanged,1021.5,31.05,3.13,up,0.35,down,1178.5,-31.05,-2.57,down,14.98,down,0.5,unchanged,48.79,up,-3.13,down,3.44,down,-6.56,up,1082.1,0.5,0.05,up,1038.17,-3.14,-0.3,down,994.23,5.57,3.09,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
17-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1080.2,78.4,7.83,up,1100.0,unchanged,1059.6,58.5,5.84,up,1.94,up,1140.4,-58.5,-4.88,down,5.57,down,0.92,up,58.29,up,13.24,up,12.05,up,1.19,up,1114.83,32.69,3.02,up,1058.87,20.16,1.94,up,1002.91,3.21,7.71,6 - Very Bullish,4.0,3.0,15.0,11.0,10.0,5.0,0.0,0.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
17-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1007.4,-17.6,-1.72,down,1100.0,unchanged,1006.7,-14.8,-1.45,down,0.07,down,1193.3,14.8,1.26,up,18.46,up,0.48,down,45.04,down,-4.23,down,1.9,down,-6.13,up,1081.81,-0.29,-0.03,down,1036.16,-2.01,-0.19,down,990.52,7.39,1.70,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
18-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1066.0,-14.2,-1.31,down,1100.0,unchanged,1054.0,-5.6,-0.53,down,1.14,down,1146.0,5.6,0.49,up,7.5,up,0.91,down,52.9,down,11.83,down,12.01,down,-0.18,down,1112.28,-2.55,-0.23,down,1061.9,3.03,0.29,up,1011.53,4.34,5.38,3 - Mild Bearish,0.0,0.0,1.0,0.0,13.0,12.0,9.0,11.0,35.0,Neutral (BB_MID Between Res-Sup)
19-Nov-25,25-Nov-25,JINDALSTEL,Non-Hld,1068.4,61.0,6.06,up,1100.0,unchanged,1061.85,55.15,5.48,up,0.62,up,1138.15,-55.15,-4.62,down,6.53,down,0.86,up,54.46,up,10.96,up,11.8,up,-0.84,up,1109.4,27.59,2.55,up,1064.96,28.8,2.78,up,1020.53,3.84,4.69,4 - Mild Bullish,0.0,2.0,3.0,17.0,3.0,18.0,0.0,0.0,35.0,Neutral (BB_MID Between Res-Sup)
20-Nov-2025,25-Nov-2025,JINDALSTEL,Non-Hld,1068.7,2.7,0.25,up,1100.0,unchanged,1062.8,8.8,0.83,up,0.56,down,1137.2,-8.8,-0.77,down,6.41,down,0.87,down,53.81,up,10.03,down,11.44,down,-1.41,down,1104.28,-8.0,-0.72,down,1067.98,6.08,0.57,up,1031.68,4 - Mild Bullish,1,6,1.0,17.0,1.0,15.0,1.0,0.0,35.0,,,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1008.9,-59.5,-5.57,down,1100.0,unchanged,1005.05,-56.8,-5.35,down,0.39,down,1194.95,56.8,4.99,up,18.45,up,0.46,down,44.55,down,-5.21,down,0.48,down,-5.69,down,1081.41,-27.99,-2.52,down,1034.14,-30.82,-2.89,down,986.88,7.19,2.23,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1005.0,-63.7,-5.96,down,1100.0,unchanged,1005.45,-57.35,-5.4,down,-0.04,down,1194.55,57.35,5.04,up,18.87,up,0.46,down,45.87,down,-5.58,down,-0.73,down,-4.85,down,1081.46,-22.82,-2.07,down,1033.01,-34.97,-3.27,down,984.57,7.61,2.08,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
23-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1008.2,-0.7,-0.07,down,1100.0,unchanged,1016.75,11.7,1.16,up,-0.84,down,1183.25,-11.7,-0.98,down,17.36,down,0.49,up,45.68,up,-5.87,down,-1.76,down,-4.11,up,1077.83,-3.58,-0.33,down,1030.33,-3.81,-0.37,down,982.83,6.91,2.58,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
24-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1005.2,0.2,0.02,up,1100.0,unchanged,1007.45,2.0,0.2,up,-0.22,down,1192.55,-2.0,-0.17,down,18.64,down,0.46,unchanged,45.41,down,-5.97,down,-1.82,down,-4.15,up,1075.39,-6.07,-0.56,down,1028.11,-4.9,-0.47,down,980.83,6.98,2.48,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
27-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1030.0,21.8,2.16,up,1100.0,unchanged,1029.7,12.95,1.27,up,0.03,up,1170.3,-12.95,-1.09,down,13.62,down,0.53,up,53.84,up,-4.12,up,-2.93,down,-1.2,up,1073.37,-4.46,-0.41,down,1027.24,-3.09,-0.3,down,981.11,4.21,4.98,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
28-Oct-25,28-Oct-25,JINDALSTEL,Non-Hld,1074.9,69.7,6.93,up,1000.0,down,923.7,-83.75,-8.31,down,16.37,up,1076.3,-116.25,-9.75,down,0.13,down,0.87,up,63.07,up,0.6,up,-2.22,down,2.82,up,1079.8,4.41,0.41,up,1029.44,1.33,0.13,up,979.08,0.46,9.79,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
29-Oct-25,25-Nov-25,JINDALSTEL,Non-Hld,1073.0,43.0,4.17,up,1100.0,unchanged,1038.4,8.7,0.84,up,3.33,up,1161.6,-8.7,-0.74,down,8.26,down,1.1,up,62.08,up,4.06,up,-0.97,up,5.02,up,1083.99,10.62,0.99,up,1030.8,3.56,0.35,up,977.62,1.02,9.76,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
30-Oct-25,25-Nov-25,JINDALSTEL,Non-Hld,1069.1,-5.8,-0.54,down,1100.0,up,1037.4,113.7,12.31,up,3.06,down,1162.6,86.3,8.02,up,8.75,up,1.05,up,61.93,down,6.69,up,0.57,up,6.12,up,1085.18,5.38,0.5,up,1031.12,1.68,0.16,up,977.07,1.50,9.42,Bearish,0.0,0.0,6.0,11.0,6.0,15.0,5.0,6.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
31-Oct-25,25-Nov-25,JINDALSTEL,Non-Hld,1068.4,-4.6,-0.43,down,1100.0,unchanged,1040.7,2.3,0.22,up,2.66,down,1159.3,-2.3,-0.2,down,8.51,up,1.05,down,60.64,down,8.41,up,2.13,up,6.27,up,1085.5,1.51,0.14,up,1031.21,0.41,0.04,up,976.93,1.60,9.36,Bearish,0.0,0.0,11.0,13.0,13.0,11.0,0.0,0.0,35.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
03-Nov-25,25-Nov-25,JIOFIN,Non-Hld,306.9,,,unchanged,310.0,unchanged,295.75,,,unchanged,3.77,unchanged,324.25,,,unchanged,5.65,unchanged,0.66,unchanged,47.07,unchanged,-0.37,unchanged,-0.45,unchanged,0.09,unchanged,312.97,,,unchanged,308.43,,,unchanged,303.89,1.98,0.99,Bullish,3.0,0.0,9.0,4.0,9.0,2.0,1.0,1.0,20.0,Volatile Wide Range (BB within Res-Support)
03-Oct-25,28-Oct-25,JIOFIN,Non-Hld,302.6,,,unchanged,300.0,unchanged,284.65,,,unchanged,6.31,unchanged,315.35,,,unchanged,4.22,unchanged,0.89,unchanged,40.48,unchanged,-4.92,unchanged,-3.78,unchanged,-1.14,unchanged,323.09,,,unchanged,308.06,,,unchanged,293.02,6.77,3.27,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
